,user_score,meta_score,title,console,release_date
6194,7.5,77,Figment,PC,2017
6195,7.5,89,Halo 2 Multiplayer Map Pack,XBOX,2005
6196,7.5,76,Lock On: Modern Air Combat,PC,2005
6197,7.5,68,Space Giraffe,X360,2007
6198,7.5,72,The Journey Down: Chapter One,PC,2012
6199,7.5,82,WildStar,PC,2014
6200,7.5,79,The Sims: Superstar,PC,2003
6201,7.5,85,Final Fantasy X-2,PS2,2003
6202,7.5,69,Tom Clancy's The Division - Underground,XONE,2016
6203,7.5,77,Apollo Justice: Ace Attorney,3DS,2017
6204,7.5,80,Borderlands 2: Captain Scarlett and Her Pirate's Booty,PC,2012
6205,7.5,50,Novadrome,X360,2006
6206,7.5,68,Mobile Forces,PC,2002
6207,7.5,47,G.I. Joe: The Rise of Cobra,DS,2009
6208,7.5,70,SimAnimals,DS,2009
6209,7.5,75,Shadowbane,PC,2003
6210,7.5,77,Kokuga,3DS,2013
6211,7.5,53,Nicktoons Unite!,DS,2006
6212,7.5,62,Star Trek: Voyager Elite Force Expansion Pack,PC,2001
6213,7.5,72,Sherlock Holmes: The Awakened,PC,2007
6214,7.5,72,The Sims: Life Stories,PC,2007
6215,7.5,84,Moonlighter,XONE,2018
6216,7.5,74,Paladins: Champions of the Realm,Switch,2018
6217,7.5,80,Faeria,PC,2017
6218,7.5,64,Harry Potter and the Sorcerer's Stone,PS,2001
6219,7.5,64,The Simpsons Road Rage,PS2,2001
6220,7.5,77,RUSH,WIIU,2013
6221,7.5,80,Tooth and Tail,PC,2017
6222,7.5,87,Total War: WARHAMMER II,PC,2017
6223,7.5,72,F.E.A.R.,PS3,2007
6224,7.5,72,Styx: Shards of Darkness,XONE,2017
6225,7.5,87,Wolfenstein II: The New Colossus,PS4,2017
6226,7.5,52,Spider-Man 3,PSP,2007
6227,7.5,66,Cities: Skylines - Nintendo Switch Edition,Switch,2018
6228,7.5,72,Snake Pass,Switch,2017
6229,7.5,85,Battlefield 3,PS3,2011
6230,7.5,73,SingStar Pop,PS2,2007
6231,7.5,78,Samurai Gunn,PC,2013
6232,7.5,73,Runner3,Switch,2018
6233,7.5,72,UEFA Champions League 2006-2007,PS2,2007
6234,7.5,86,NHL 12,PS3,2011
6235,7.5,74,Wasteland 2: Director's Cut,Switch,2018
6236,7.5,68,Genital Jousting,PC,2018
6237,7.5,65,Phantom Brave: The Hermuda Triangle,PSP,2011
6238,7.5,78,Strider,PC,2014
6239,7.5,79,Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2014
6240,7.5,78,Rock Band Blitz,X360,2012
6241,7.5,64,Wheelman,X360,2009
6242,7.5,69,The Spectrum Retreat,XONE,2018
6243,7.5,69,FOX n FORESTS,PC,2018
6244,7.5,51,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006
6245,7.5,71,The Simpsons Game,PS3,2007
6246,7.5,74,Pato Box,Switch,2018
6247,7.5,84,F1 2018,XONE,2018
6248,7.5,74,Sky Force Reloaded,Switch,2018
6249,7.5,74,Overload,PC,2018
6250,7.5,68,NBA 2K Playgrounds 2,XONE,2018
6251,7.5,58,Marvel Nemesis: Rise of the Imperfects,XBOX,2005
6252,7.5,58,GoldenEye: Rogue Agent,DS,2005
6253,7.5,89,F1 2017,PC,2017
6254,7.5,61,Rune: Halls of Valhalla,PC,2001
6255,7.5,77,Cognition: An Erica Reed Thriller Episode 3 - The Oracle,PC,2013
6256,7.5,52,Jaws Unleashed,PS2,2006
6257,7.5,74,Nantucket,PC,2018
6258,7.5,78,Mario and Donkey Kong: Minis on the Move,3DS,2013
6259,7.5,61,Disney's Kim Possible: Kimmunicator,DS,2005
6260,7.5,55,Codename: Outbreak,PC,2001
6261,7.5,55,C.O.P.: The Recruit,DS,2009
6262,7.5,60,True Crime: New York City,XBOX,2005
6263,7.5,61,The Hobbit,GC,2003
6264,7.5,85,Assassin's Creed Origins,XONE,2017
6265,7.5,80,Waterloo: Napoleon's Last Battle,PC,2001
6266,7.5,56,MLB SlugFest 2006,PS2,2006
6267,7.5,86,DmC: Devil May Cry Definitive Edition,XONE,2015
6268,7.5,75,PlayStation All-Stars Battle Royale,VITA,2012
6269,7.5,87,MLB 12: The Show,PS3,2012
6270,7.5,77,MLB 07: The Show,PS3,2007
6271,7.5,75,Awesomenauts,PS3,2012
6272,7.5,63,Fable Fortune,PC,2018
6273,7.5,79,Edge,WIIU,2013
6274,7.5,80,The Corporate Machine,PC,2001
6275,7.5,76,Brave Story: New Traveler,PSP,2007
6276,7.5,75,The Bard's Tale,XBOX,2004
6277,7.5,61,Fullmetal Alchemist: Trading Card Game,DS,2007
6278,7.5,58,80 Days 2005,PC,2005
6279,7.5,85,DiRT 4,PS4,2017
6280,7.5,64,Apache: Air Assault,PC,2010
6281,7.5,75,NBA 08,PSP,2007
6282,7.5,74,Midway Arcade Treasures 2,XBOX,2004
6283,7.5,75,City Life: World Edition,PC,2007
6284,7.5,68,Enslaved: Odyssey to the West - Pigsy's Perfect 10,X360,2010
6285,7.5,85,Battlerite,PC,2017
6286,7.5,76,Pacific Fighters,PC,2004
6287,7.5,79,Breath of Fire,GBA,2001
6288,7.5,51,Dragon Blade: Wrath of Fire,WII,2007
6289,7.5,73,Farming Simulator: Nintendo Switch Edition,Switch,2017
6290,7.5,42,Venetica,X360,2011
6291,7.5,72,The Fall Part 2: Unbound,Switch,2018
6292,7.5,84,Crysis 2,X360,2011
6293,7.5,78,This War of Mine: The Little Ones,PS4,2016
6294,7.5,73,War Front: Turning Point,PC,2007
6295,7.5,78,The Banner Saga 2,PS4,2016
6296,7.5,74,Kamiko,Switch,2017
6297,7.5,74,Implosion - Never Lose Hope,Switch,2017
6298,7.5,65,TV Show King,WII,2008
6299,7.5,65,NASCAR 09,PS3,2008
6300,7.5,88,Pinball FX 2: Marvel Pinball - Avengers Chronicles,X360,2012
6301,7.5,61,Infernal,PC,2007
6302,7.5,84,Battlefield 3,X360,2011
6303,7.5,73,Driftmoon,PC,2012
6304,7.5,79,Tales of Berseria,PS4,2017
6305,7.5,74,They Bleed Pixels,PC,2012
6306,7.5,74,TRI,PC,2012
6307,7.5,77,Law & Order: Justice Is Served,PC,2004
6308,7.5,78,Xanadu Next,PC,2016
6309,7.5,56,Deadly Dozen,PC,2001
6310,7.5,65,Virtua Tennis 4,WII,2011
6311,7.5,85,Mega Man Legacy Collection,PC,2015
6312,7.5,70,Nosferatu: The Wrath of Malachi,PC,2003
6313,7.5,56,Ace Combat Advance,GBA,2005
6314,7.5,77,Buzz! The Hollywood Quiz,PS2,2008
6315,7.5,78,El Shaddai: Ascension of the Metatron,PS3,2011
6316,7.5,53,Law & Order: Legacies,PC,2012
6317,7.5,53,Hyperdimension Neptunia mk2,PS3,2012
6318,7.5,71,Hitman HD Trilogy,PS3,2013
6319,7.5,53,Dungeon Fighter Live: Fall of Hendon Myre,X360,2012
6320,7.5,52,South Park: Tenorman's Revenge,X360,2012
6321,7.5,76,Kung Fu Panda,PS3,2008
6322,7.5,73,WWE Road to WrestleMania X8,GBA,2002
6323,7.5,75,Penny Arcade Adventures: Episode Two,X360,2008
6324,7.5,59,MX vs. ATV Untamed,PSP,2007
6325,7.5,78,Two Worlds II: Pirates of the Flying Fortress,PC,2011
6326,7.5,81,MechAssault 2: Lone Wolf,XBOX,2004
6327,7.5,65,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005
6328,7.5,79,Puzzle Dimension,PC,2010
6329,7.5,72,The House of the Dead III,XBOX,2002
6330,7.5,81,Chessmaster 10th Edition,PC,2004
6331,7.5,72,Cognition: An Erica Reed Thriller Episode 2 - The Wise Monkey,PC,2013
6332,7.5,72,Turok: Evolution,GBA,2002
6333,7.5,46,Zoids Assault,X360,2008
6334,7.5,59,Soltrio Solitaire,X360,2007
6335,7.5,69,EVE Online,PC,2003
6336,7.5,86,Pac-Man Championship Edition DX +,PC,2013
6337,7.5,78,Crimson Gem Saga,PSP,2009
6338,7.5,73,College Hoops 2K7,XBOX,2006
6339,7.5,75,Hegemonia: Legions of Iron,PC,2002
6340,7.5,76,Renegade Ops,PC,2011
6341,7.5,76,Shift Extended,PSP,2011
6342,7.5,79,Assassin's Creed: Director's Cut Edition,PC,2008
6343,7.5,77,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,PC,2009
6344,7.5,74,Big Brain Academy,DS,2006
6345,7.5,46,Inmates,PC,2017
6346,7.5,68,Dark Fall: The Journal,PC,2003
6347,7.5,74,Act of War: High Treason,PC,2006
6348,7.5,87,Rocksmith 2014 Edition,X360,2013
6349,7.5,69,Knack 2,PS4,2017
6350,7.5,73,Scarface: The World Is Yours,PC,2006
6351,7.5,69,DESYNC,PC,2017
6352,7.5,74,Medal of Honor: Allied Assault - Spearhead,PC,2002
6353,7.5,70,Magrunner: Dark Pulse,PC,2013
6354,7.5,77,ArmA II,PC,2009
6355,7.5,69,Harry Potter: Quidditch World Cup,XBOX,2003
6356,7.5,78,Grand Slam Tennis,WII,2009
6357,7.5,77,NBA Live 09,X360,2008
6358,7.5,73,Treasure Planet: Battle at Procyon,PC,2002
6359,7.5,69,Gladiator: Sword of Vengeance,PC,2003
6360,7.5,79,MLB 09: The Show,PS2,2009
6361,7.5,55,Hoshigami: Ruining Blue Earth Remix,DS,2007
6362,7.5,66,Serious Sam Double D,PC,2011
6363,7.5,68,3D Classics: TwinBee,3DS,2011
6364,7.5,80,Sins of a Solar Empire: Entrenchment,PC,2009
6365,7.5,74,Neon Chrome,PC,2016
6366,7.5,87,Owlboy,Switch,2018
6367,7.5,64,Yakuza: Dead Souls,PS3,2012
6368,7.5,76,Plants vs Zombies: Garden Warfare,XONE,2014
6369,7.5,62,Conception II: Children of the Seven Stars,VITA,2014
6370,7.5,70,Nervous Brickdown,DS,2007
6371,7.5,79,Street Fighter X Tekken,VITA,2012
6372,7.5,86,Crypt of the NecroDancer: Nintendo Switch Edition,Switch,2018
6373,7.5,76,Escape Goat 2,PC,2014
6374,7.5,63,PlayStation Vita Pets,VITA,2014
6375,7.5,75,Road to Ballhalla,PC,2016
6376,7.5,76,Strider,X360,2014
6377,7.5,85,CrossCode,PC,2018
6378,7.5,85,DJMax Respect,PS4,2018
6379,7.5,66,Mario & Sonic at the London 2012 Olympic Games,WII,2011
6380,7.5,77,Fantasia: Music Evolved,XONE,2014
6381,7.5,66,Fantastic Pets,X360,2011
6382,7.5,79,Little Inferno,WIIU,2012
6383,7.5,71,TimeShift,PC,2007
6384,7.5,85,West of Loathing,Switch,2018
6385,7.5,71,Draglade,DS,2007
6386,7.5,88,Dead Cells,PS4,2018
6387,7.5,57,Chulip,PS2,2007
6388,7.5,43,Dead or Alive Xtreme 3: Fortune,PS4,2016
6389,7.5,74,Layers of Fear,PS4,2016
6390,7.5,68,Little Inferno,PC,2012
6391,7.5,78,DeathSpank: Thongs of Virtue,PC,2010
6392,7.5,75,Shantae and the Pirate's Curse,PS4,2016
6393,7.5,67,Growlanser: Wayfarer of Time,PSP,2012
6394,7.5,85,Geometry Wars 3: Dimensions,PS4,2014
6395,7.5,51,Warriors Orochi,PC,2008
6396,7.5,67,Dynasty Warriors Next,VITA,2012
6397,7.5,83,Ultra Street Fighter IV,PS3,2014
6398,7.5,75,Valentino Rossi The Game,PS4,2016
6399,7.5,80,Panzer Corps,PC,2011
6400,7.5,65,Dillon's Rolling Western,3DS,2012
6401,7.5,83,Retro City Rampage DX,3DS,2014
6402,7.5,65,Farming Simulator 2013,PC,2012
6403,7.5,93,Divinity: Original Sin II - Definitive Edition,XONE,2018
6404,7.5,90,Into the Breach,Switch,2018
6405,7.5,83,Prince of Persia: Warrior Within,XBOX,2004
6406,7.5,64,Dragon Ball Z Budokai HD Collection,PS3,2012
6407,7.5,83,Colin McRae Rally 2005,XBOX,2004
6408,7.5,77,Costume Quest,PS3,2010
6409,7.5,90,Into the Breach,PC,2018
6410,7.5,61,Fahrenheit: Indigo Prophecy Remastered,PC,2015
6411,7.5,72,Assassin's Creed: The Ezio Collection,PS4,2016
6412,7.5,74,Cat Quest,Switch,2017
6413,7.5,65,Aven Colony,PC,2017
6414,7.5,72,Army of Two,X360,2008
6415,7.5,72,Sega SuperStars,PS2,2004
6416,7.5,78,A Way Out,PC,2018
6417,7.5,77,Harry Potter and the Chamber of Secrets,XBOX,2002
6418,7.5,77,World Tour Soccer 2002,PS2,2002
6419,7.5,74,Cars 2: The Video Game,PS3,2011
6420,7.5,72,Dark Sector,X360,2008
6421,7.5,80,Leap of Fate,PC,2016
6422,7.5,83,Nintendogs: Dalmatian & Friends,DS,2006
6423,7.5,63,Clive Barker's Jericho,PC,2007
6424,7.5,85,NCAA Football 11,PS3,2010
6425,7.5,77,Republique: Episode 1 - Exordium,PC,2015
6426,7.5,74,"Warhammer 40,000: Space Marine",PC,2011
6427,7.5,68,Advent Rising,XBOX,2005
6428,7.5,72,Bujingai: The Forsaken City,PS2,2004
6429,7.5,72,Dark Sector,PS3,2008
6430,7.5,73,Scrolls,PC,2014
6431,7.5,71,Sherlock Holmes: Nemesis,PC,2008
6432,7.5,66,Onslaught,WII,2009
6433,7.5,75,Heavy Rain Chronicles Episode 1: The Taxidermist,PS3,2010
6434,7.5,79,Driveclub Bikes,PS4,2015
6435,7.5,75,The House of the Dead: Overkill - Extended Cut,PS3,2011
6436,7.5,88,DJ Hero 2,WII,2010
6437,7.5,78,Pit People,PC,2018
6438,7.5,70,Excitebike: World Rally,WII,2009
6439,7.5,80,EyeToy: Play,PS2,2003
6440,7.5,82,Marvel: Ultimate Alliance,X360,2006
6441,7.5,76,Din's Curse,PC,2010
6442,7.5,76,Spider-Man: Shattered Dimensions,X360,2010
6443,7.5,88,FIFA Soccer 11,X360,2010
6444,7.5,69,Pokemon Ranger,DS,2006
6445,7.5,83,NHL 2K6,XBOX,2005
6446,7.5,79,Hand of Fate,PS4,2015
6447,7.5,78,Star Trek: Starfleet Command III,PC,2002
6448,7.5,70,Mario vs. Donkey Kong: Tipping Stars,3DS,2015
6449,7.5,70,Mario vs. Donkey Kong: Tipping Stars,WIIU,2015
6450,7.5,88,Battlefield: Bad Company 2 Vietnam,PS3,2010
6451,7.5,64,Call of Duty: Roads to Victory,PSP,2007
6452,7.5,72,Bully: Scholarship Edition,PC,2008
6453,7.5,68,Juiced,PS2,2005
6454,7.5,84,Resident Evil 5,PS3,2009
6455,7.5,44,SunAge,PC,2007
6456,7.5,79,The Awesome Adventures of Captain Spirit,PC,2018
6457,7.5,89,NASCAR Racing 4,PC,2001
6458,7.5,75,Plants vs Zombies: Garden Warfare,PS4,2014
6459,7.5,75,Top Spin 3,PS3,2008
6460,7.5,69,Oni,PS2,2001
6461,7.5,75,The Sims 2 Apartment Life,PC,2008
6462,7.5,84,"Time Gentlemen, Please!",PC,2009
6463,7.5,78,La-Mulana 2,PC,2018
6464,7.5,97,Tony Hawk's Pro Skater 3,PS2,2001
6465,7.5,67,CSI: Crime Scene Investigation: 3 Dimensions of Murder,PC,2006
6466,7.5,79,Subsurface Circular,Switch,2018
6467,7.5,80,Lumines Remastered,PS4,2018
6468,7.5,79,FAR: Lone Sails,PC,2018
6469,7.5,75,The Evil Within,PS4,2014
6470,7.5,89,Madden NFL 2002,GC,2001
6471,7.5,85,NFL 2K2,PS2,2001
6472,7.5,76,BloodRayne,XBOX,2002
6473,7.5,64,White Knight Chronicles International Edition,PS3,2010
6474,7.5,73,Arcana Heart 3,PS3,2011
6475,7.5,81,Tiger Woods PGA Tour 06,PC,2005
6476,7.5,93,Minecraft,PC,2009
6477,7.5,79,BlazBlue: Cross Tag Battle,Switch,2018
6478,7.5,60,Tomb Raider Underworld: Beneath the Ashes,X360,2009
6479,7.5,77,Grey Goo,PC,2015
6480,7.5,91,FIFA Soccer 10,PS3,2009
6481,7.5,77,Broken Sword 5: The Serpent's Curse,XONE,2015
6482,7.5,86,The Elder Scrolls IV - Knights of the Nine,X360,2006
6483,7.5,90,FIFA Soccer 10,X360,2009
6484,7.5,73,Guilty Gear Isuka,PS2,2004
6485,7.5,77,Pix the Cat,PC,2015
6486,7.5,73,Eufloria,PS3,2011
6487,7.5,80,FIFA Soccer 06,XBOX,2005
6488,7.5,66,Shadowrun,X360,2007
6489,7.5,87,Critter Crunch,PS3,2009
6490,7.5,60,Agatha Christie: Murder on the Orient Express,PC,2006
6491,7.5,82,X-Men Legends II: Rise of Apocalypse,PS2,2005
6492,7.5,65,Tennis Masters Series,PC,2001
6493,7.5,86,Worldwide Soccer Manager 2008,PC,2007
6494,7.5,80,SMITE,XONE,2015
6495,7.5,70,Full Spectrum Warrior: Ten Hammers,PC,2006
6496,7.5,82,Broken Sword: The Sleeping Dragon,PC,2003
6497,7.5,75,Shank,PS3,2010
6498,7.5,70,College Hoops 2K6,X360,2006
6499,7.5,83,Rayman 3,GBA,2003
6500,7.5,77,Al Emmo and the Lost Dutchman's Mine,PC,2006
6501,7.5,79,The Incredible Adventures of Van Helsing: Final Cut,PC,2015
6502,7.5,83,Halo: Combat Evolved,PC,2003
6503,7.5,66,LEGO Indiana Jones 2: The Adventure Continues,PC,2009
6504,7.5,70,Desert Rats vs. Afrika Korps,PC,2004
6505,7.5,75,Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,PC,2010
6506,7.5,80,Nobunaga's Ambition: Sphere of Influence,PS4,2015
6507,7.5,51,Delta Force: Task Force Dagger,PC,2002
6508,7.5,83,WarioWare: Smooth Moves,WII,2007
6509,7.5,74,"Sam & Max Episode 103: The Mole, the Mob and the Meatball",PC,2007
6510,7.5,75,Space Colony,PC,2003
6511,7.5,80,Score Rush Extended,PS4,2016
6512,7.5,80,Ghost 1.0,PC,2016
6513,7.5,79,Spider-Man: The Movie,XBOX,2002
6514,7.5,83,EverQuest II: Rise of Kunark,PC,2007
6515,7.5,98,Grand Theft Auto IV,PS3,2008
6516,7.5,74,Chili Con Carnage,PSP,2007
6517,7.5,69,Earth Defense Force 2025,PS3,2014
6518,7.5,75,Star Wars Rogue Squadron III: Rebel Strike,GC,2003
6519,7.5,47,Death Jr. and the Science Fair of Doom,DS,2007
6520,7.5,64,Sid Meier's Pirates!,WII,2010
6521,7.5,73,God of War Collection,VITA,2014
6522,7.5,80,Layers of Fear: Legacy,Switch,2018
6523,7.5,84,Sound Shapes,PS3,2012
6524,7.5,66,Agatha Christie's The ABC Murders,XONE,2016
6525,7.5,63,A Quiet Weekend in Capri,PC,2004
6526,7.5,52,"Monsters, Inc.",PS2,2002
6527,7.5,88,Ninja Gaiden Sigma,PS3,2007
6528,7.5,75,Medal of Honor,PS3,2010
6529,7.5,80,BADLAND: Game of the Year Edition,WIIU,2015
6530,7.5,58,Black Sigil: Blade of the Exiled,DS,2009
6531,7.4,80,Dragonshard,PC,2005
6532,7.4,84,Brothers in Arms: Earned in Blood,PC,2005
6533,7.4,83,Colin McRae Rally 2005,PC,2004
6534,7.4,79,NBA 09 The Inside,PSP,2008
6535,7.4,71,SBK-09 Superbike World Championship,PS3,2010
6536,7.4,78,Roogoo,X360,2008
6537,7.4,56,Hot Dog King A Fast Food Empire,PC,2007
6538,7.4,66,Ride 2,XONE,2017
6539,7.4,75,Beatbuddy: Tale of the Guardians,PC,2013
6540,7.4,73,Sacred Underworld,PC,2005
6541,7.4,73,Viewtiful Joe: Double Trouble!,DS,2005
6542,7.4,64,Hardwood Hearts,X360,2005
6543,7.4,81,Watch Dogs 2,XONE,2016
6544,7.4,68,Crimsonland,PC,2003
6545,7.4,73,inFamous: First Light,PS4,2014
6546,7.4,75,Disney DuckTales Remastered,PS3,2013
6547,7.4,63,Wits & Wagers,X360,2008
6548,7.4,67,Code of Princess,3DS,2012
6549,7.4,76,Ratchet & Clank Future: Quest for Booty,PS3,2008
6550,7.4,84,ICEY,PC,2016
6551,7.4,75,Silence: The Whispered World 2,PC,2016
6552,7.4,54,Dead to Rights II,XBOX,2005
6553,7.4,68,World Racing 2,PC,2006
6554,7.4,70,Romancing SaGa 2,Switch,2017
6555,7.4,77,Tropico 4,X360,2011
6556,7.4,77,Hamilton's Great Adventure,PC,2011
6557,7.4,63,Juiced,PC,2005
6558,7.4,84,Polybius,PS4,2017
6559,7.4,68,Rag Doll Kung Fu: Fists of Plastic,PS3,2009
6560,7.4,78,StarLancer,PC,2000
6561,7.4,74,Inazuma Eleven Go: Light,3DS,2014
6562,7.4,59,Dark Planet: Battle for Natrolis,PC,2002
6563,7.4,77,Dragon Quest Monsters: Joker 2,DS,2011
6564,7.4,61,Zeno Clash II,PC,2013
6565,7.4,69,R-Type Command,PSP,2008
6566,7.4,75,Tony Hawk's American Wasteland,X360,2005
6567,7.4,76,Gatling Gears,PS3,2011
6568,7.4,68,WWE Raw 2,XBOX,2003
6569,7.4,80,The Golf Club 2019 featuring PGA Tour,XONE,2018
6570,7.4,69,Need for Speed: Nitro,WII,2009
6571,7.4,81,Maldita Castilla EX: Cursed Castilla,PC,2016
6572,7.4,68,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2011
6573,7.4,73,Sheep,PC,2000
6574,7.4,83,EverQuest II,PC,2004
6575,7.4,65,The Testament of Sherlock Holmes,PS3,2012
6576,7.4,68,Line of Sight: Vietnam,PC,2003
6577,7.4,73,Star Wars: The Clone Wars,GC,2002
6578,7.4,70,Silent Hill: Origins,PS2,2008
6579,7.4,76,Shadowrun Returns,PC,2013
6580,7.4,82,Major League Baseball 2K5,PS2,2005
6581,7.4,67,Cursed Mountain,WII,2009
6582,7.4,79,Tropico 3: Absolute Power,PC,2010
6583,7.4,63,Clive Barker's Jericho,X360,2007
6584,7.4,77,Moonlighter,PC,2018
6585,7.4,73,Spider-Man: Shattered Dimensions,DS,2010
6586,7.4,73,Test Drive,PS2,2002
6587,7.4,55,Gryphon Knight Epic,PC,2015
6588,7.4,73,Smash Court Tennis Pro Tournament,PS2,2002
6589,7.4,74,4x4 Evolution,DC,2000
6590,7.4,65,Dance Dance Revolution Universe 2,X360,2007
6591,7.4,71,Hulk,GC,2003
6592,7.4,74,Ridge Racer 6,X360,2005
6593,7.4,55,Robocraft Infinity,XONE,2018
6594,7.4,70,Lost Planet: Extreme Condition Colonies Edition,PC,2008
6595,7.4,83,Puyo Puyo Tetris,PS4,2017
6596,7.4,55,Saint Seiya: Brave Soldiers,PS3,2013
6597,7.4,53,Castle of Heart,Switch,2018
6598,7.4,68,Go! Go! Break Steady,X360,2008
6599,7.4,63,Diddy Kong Racing DS,DS,2007
6600,7.4,78,Bangai-O HD: Missile Fury,X360,2011
6601,7.4,53,The Witch and the Hundred Knight,PS3,2014
6602,7.4,68,Little Red Riding Hood's Zombie BBQ,DS,2008
6603,7.4,83,SteamWorld Heist,PS4,2016
6604,7.4,72,Spyro: Attack of the Rhynocs,GBA,2003
6605,7.4,55,Alias,PC,2004
6606,7.4,79,Tekken 6,PS3,2009
6607,7.4,72,Cultures 2: The Gates of Asgard,PC,2002
6608,7.4,78,Disgaea 3: Absence of Justice,PS3,2008
6609,7.4,54,Achron,PC,2011
6610,7.4,54,Top Spin 4,WII,2011
6611,7.4,76,Shadow of the Tomb Raider,PS4,2018
6612,7.4,62,Deadpool,X360,2013
6613,7.4,57,Jet Car Stunts,PC,2014
6614,7.4,60,Chase: Hollywood Stunt Driver,XBOX,2002
6615,7.4,67,Fuel,PS3,2009
6616,7.4,68,RoadKill,XBOX,2003
6617,7.4,78,Anno 1701: Dawn of Discovery,DS,2008
6618,7.4,82,MVP Baseball 2004,PC,2004
6619,7.4,83,James Bond 007: Everything or Nothing,XBOX,2004
6620,7.4,82,Airborne Assault: Red Devils Over Arnhem,PC,2002
6621,7.4,77,Batman: The Enemy Within - Episode 4: What Ails You,PC,2018
6622,7.4,73,Earth 2160,PC,2005
6623,7.4,76,City Life,PC,2006
6624,7.4,61,Watchmen: The End Is Nigh,PC,2009
6625,7.4,59,Rise of the Argonauts,PC,2008
6626,7.4,76,Scene It? Box Office Smash,X360,2008
6627,7.4,59,Obscure: The Aftermath,PC,2008
6628,7.4,55,I of the Dragon,PC,2004
6629,7.4,68,Magic: The Gathering - Battlegrounds,PC,2003
6630,7.4,80,Tomb Raider: Legend,X360,2006
6631,7.4,64,Warriors Orochi 3 Hyper,WIIU,2012
6632,7.4,81,Blur,PC,2010
6633,7.4,70,Yo-kai Watch 2: Fleshy Souls,3DS,2016
6634,7.4,70,Hyrule Warriors Legends,3DS,2016
6635,7.4,70,The Warlock of Firetop Mountain,PC,2016
6636,7.4,78,Metal Slug Anthology,PSP,2007
6637,7.4,78,The Sims 2 Seasons,PC,2007
6638,7.4,55,Sonic Riders,PS2,2006
6639,7.4,58,Gore: Ultimate Soldier,PC,2002
6640,7.4,65,Warhammer: Mark of Chaos - Battle March,PC,2008
6641,7.4,78,Kingdom Under Fire: Heroes,XBOX,2005
6642,7.4,64,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,PSP,2008
6643,7.4,70,The Fall,Switch,2018
6644,7.4,67,X: Beyond the Frontier,PC,2000
6645,7.4,78,Chibi-Robo! Park Patrol,DS,2007
6646,7.4,69,2010 FIFA World Cup South Africa,PSP,2010
6647,7.4,81,Sensible World of Soccer,X360,2007
6648,7.4,69,Madagascar,PS2,2005
6649,7.4,69,Ghost Squad,WII,2007
6650,7.4,69,Star Fox Zero,WIIU,2016
6651,7.4,69,Conan,X360,2007
6652,7.4,79,CastleStorm,VITA,2013
6653,7.4,69,Resident Evil 5,PS4,2016
6654,7.4,71,Panzer General III: Scorched Earth,PC,2000
6655,7.4,70,Battle Isle: The Andosia War,PC,2000
6656,7.4,55,Warhammer: Battle for Atluma,PSP,2006
6657,7.4,79,Rock of Ages 2: Bigger & Boulder,PS4,2017
6658,7.4,74,Lego Marvel Super Heroes 2,XONE,2017
6659,7.4,70,Wizards & Warriors,PC,2000
6660,7.4,61,Ghost in the Shell: Stand Alone Complex,PSP,2005
6661,7.4,61,Boiling Point: Road to Hell,PC,2005
6662,7.4,73,Second Sight,PC,2005
6663,7.4,65,Viking: Battle for Asgard,PS3,2008
6664,7.4,79,Dark Souls II: Scholar of the First Sin,PC,2015
6665,7.4,79,Mantis Burn Racing,XONE,2016
6666,7.4,68,Aliens vs. Predator,PC,2010
6667,7.4,82,Super Puzzle Fighter II Turbo HD Remix,PS3,2007
6668,7.4,75,Dragon Quest Monsters: Joker,DS,2007
6669,7.4,79,Sam & Max Episode 102: Situation: Comedy,PC,2006
6670,7.4,74,Rugby 08,PS2,2007
6671,7.4,76,Resident Evil 4,PC,2007
6672,7.4,81,The Elder Scrolls IV: Knights of the Nine,PC,2006
6673,7.4,57,Dragon Ball: Raging Blast,PS3,2009
6674,7.4,67,Blood Will Tell,PS2,2004
6675,7.4,71,Lamplight City,PC,2018
6676,7.4,77,Stranglehold,PC,2007
6677,7.4,65,James Bond 007: Blood Stone,PS3,2010
6678,7.4,67,Harry Potter and the Prisoner of Azkaban,PC,2004
6679,7.4,80,MotoGP '06,X360,2006
6680,7.4,80,NBA 2K7,PS3,2006
6681,7.4,81,Marvel: Ultimate Alliance,PSP,2006
6682,7.4,71,Bad North,Switch,2018
6683,7.4,66,Pitfall: The Lost Expedition,PC,2004
6684,7.4,59,Chase: Cold Case Investigations - Distant Memories,3DS,2016
6685,7.4,79,Prey,X360,2006
6686,7.4,79,Assault Heroes,X360,2006
6687,7.4,71,Grow Up,PC,2016
6688,7.4,78,Bomberman Land Touch!,DS,2006
6689,7.4,82,Bookworm Adventures Deluxe,PC,2006
6690,7.4,77,Mercury Meltdown Revolution,WII,2007
6691,7.4,74,The Sims 2: Bon Voyage,PC,2007
6692,7.4,66,Wanted: A Wild Western Adventure,PC,2004
6693,7.4,57,Tactical Ops: Assault on Terror,PC,2002
6694,7.4,78,Metal Gear Solid: Digital Graphic Novel,PSP,2006
