,user_score,meta_score,title,console,release_date
6695,7.4,80,Total War: Attila,PC,2015
6696,7.4,78,Tiger Woods PGA Tour,PSP,2005
6697,7.4,66,kill.switch,PC,2004
6698,7.4,69,Silent Scope Complete,XBOX,2004
6699,7.4,65,Neo Contra,PS2,2004
6700,7.4,69,FreeStyle Street Basketball,PC,2007
6701,7.4,67,Sega Superstars Tennis,PS3,2008
6702,7.4,64,One Piece: Pirate Warriors,PS3,2012
6703,7.4,82,Out of the Park Baseball 9,PC,2008
6704,7.4,72,The Mage's Tale,PC,2017
6705,7.4,76,Dishonored: Definitive Edition,XONE,2015
6706,7.4,64,The Legend of Korra,PC,2014
6707,7.4,79,Pro Evolution Soccer 2009,PC,2008
6708,7.4,79,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,WII,2008
6709,7.4,77,Tappingo 2,3DS,2014
6710,7.4,83,Sine Mora,PS3,2012
6711,7.4,57,Frontline: Fields of Thunder,PC,2007
6712,7.4,79,Outlast 2,Switch,2018
6713,7.4,63,Super Monkey Ball: Touch & Roll,DS,2006
6714,7.4,51,Superman Returns,XBOX,2006
6715,7.4,73,Tom Clancy's Rainbow Six Siege,PS4,2015
6716,7.4,73,LBX: Little Battlers eXperience,3DS,2015
6717,7.4,62,Bakugan Battle Brawlers,WII,2009
6718,7.4,79,Unforeseen Incidents,PC,2018
6719,7.4,67,Harvest Moon DS,DS,2006
6720,7.4,68,Pandora: First Contact,PC,2013
6721,7.4,66,The Settlers: Rise of an Empire,PC,2007
6722,7.4,76,Heroes of Newerth,PC,2010
6723,7.4,82,Lovers in a Dangerous Spacetime,XONE,2015
6724,7.4,66,Teenage Mutant Ninja Turtles: 1989 Classic Arcade,X360,2007
6725,7.4,64,Hell Yeah! Wrath of the Dead Rabbit,PC,2012
6726,7.4,64,Ratchet & Clank: Full Frontal Assault,PS3,2012
6727,7.4,69,Glory of Heracles,DS,2010
6728,7.4,68,BloodRayne: Betrayal,X360,2011
6729,7.4,63,Quest for Infamy,PC,2014
6730,7.4,71,Batman: The Enemy Within - Episode 3: The Fractured Mask,PC,2017
6731,7.4,76,Pokken Tournament,WIIU,2016
6732,7.4,74,The Red Solstice,PC,2015
6733,7.4,71,NBA Live 06,PC,2005
6734,7.4,76,Tethered,PS4,2016
6735,7.4,63,Weapon Shop de Omasse,3DS,2014
6736,7.4,78,Deadlight,PC,2012
6737,7.4,69,Lost Sphear,Switch,2018
6738,7.4,72,Final Fantasy Type-0 HD,PS4,2015
6739,7.4,70,Harry Potter and the Goblet of Fire,PSP,2005
6740,7.4,69,Mayan Death Robots,PC,2015
6741,7.4,69,Clandestine,PC,2015
6742,7.4,67,Rad Rogers,XONE,2018
6743,7.4,70,Dynasty Warriors 8 Empires,VITA,2015
6744,7.4,71,Syberia II,XBOX,2004
6745,7.4,79,Guitar Hero III: Legends of Rock,PC,2007
6746,7.4,80,Ys Seven,PC,2017
6747,7.4,76,Toki Tori 2,WIIU,2013
6748,7.4,79,Sam & Max Episode 106: Bright Side of the Moon,PC,2007
6749,7.4,80,Pokemon White Version 2,DS,2012
6750,7.4,70,America's Army: Rise of a Soldier,XBOX,2005
6751,7.4,68,Heart&Slash,XONE,2016
6752,7.4,70,Pariah,XBOX,2005
6753,7.4,61,Conflict: Global Terror,PC,2005
6754,7.4,59,Bleach: The 3rd Phantom,DS,2009
6755,7.4,79,Nancy Drew: Legend of the Crystal Skull,PC,2007
6756,7.4,69,"Guns, Gore & Cannoli",XONE,2015
6757,7.4,56,MeiQ: Labyrinth of Death,VITA,2016
6758,7.4,82,Borderlands 2: Mr. Torgue's Campaign of Carnage,PC,2012
6759,7.4,72,Tom Clancy's Rainbow Six 3: Athena Sword,PC,2004
6760,7.4,78,MVP Baseball 2003,PC,2003
6761,7.4,61,Disney's Tarzan Untamed,GC,2001
6762,7.4,82,Rally Trophy,PC,2001
6763,7.4,80,Dropsy,PC,2015
6764,7.4,65,Remember Me,PC,2013
6765,7.4,72,Tales of Zestiria,PS4,2015
6766,7.4,71,Tiger Woods PGA Tour 06,X360,2005
6767,7.4,65,Blood of the Werewolf,PC,2013
6768,7.4,77,Minecraft: Wii U Edition,WIIU,2015
6769,7.4,76,The Bridge,X360,2013
6770,7.4,73,Beyond Divinity,PC,2004
6771,7.4,74,Arma 3,PC,2013
6772,7.4,75,Spider-Man: The Movie,PC,2002
6773,7.4,76,Mario & Sonic at the Olympic Winter Games,DS,2009
6774,7.4,64,Pirates of the Caribbean,PC,2003
6775,7.4,85,F.E.A.R.,X360,2006
6776,7.4,73,Scribblenauts Unlimited,WIIU,2012
6777,7.4,81,Castlevania: Lords of Shadow Ultimate Edition,PC,2013
6778,7.4,74,Dead In Vinland,PC,2018
6779,7.4,85,Guacamelee! 2,PC,2018
6780,7.4,73,Hybrid,X360,2012
6781,7.4,74,LIT,WII,2009
6782,7.4,47,Conflict Zone,PS2,2002
6783,7.4,73,Warp,X360,2012
6784,7.4,74,Gran Turismo,PSP,2009
6785,7.4,89,3D Streets of Rage II,3DS,2015
6786,7.4,66,Majestic,PC,2001
6787,7.4,73,The Sims 3 Seasons,PC,2012
6788,7.4,85,Pro Evolution Soccer 2017,PS4,2016
6789,7.4,86,Thimbleweed Park,PS4,2017
6790,7.4,64,Aliens Versus Predator: Extinction,XBOX,2003
6791,7.4,69,World Gone Sour,X360,2012
6792,7.4,65,Mad Dash Racing,XBOX,2001
6793,7.4,61,The Perils of Man,PC,2015
6794,7.4,70,Aero Porter,3DS,2012
6795,7.4,86,Fight Night Champion,X360,2011
6796,7.4,71,NBA Courtside 2002,GC,2002
6797,7.4,76,Nioh: Dragon of the North,PS4,2017
6798,7.4,85,BlazBlue: Chrono Phantasma Extend,PC,2016
6799,7.4,82,Call of Duty 3,PS2,2006
6800,7.4,72,Underrail,PC,2012
6801,7.4,71,Shadow of Destiny,PC,2002
6802,7.4,64,Tiger Woods PGA Tour,DS,2004
6803,7.4,84,Outland,X360,2011
6804,7.4,67,Gadget Racers,PS2,2001
6805,7.4,72,Max: The Curse of Brotherhood,XONE,2013
6806,7.4,69,Touch My Katamari,VITA,2012
6807,7.4,94,Madden NFL 2002,PS2,2001
6808,7.4,71,Avalon Code,DS,2009
6809,7.4,60,Ribbit King,GC,2004
6810,7.4,83,Forgotton Anne,XONE,2018
6811,7.4,69,Crazy Taxi,GC,2001
6812,7.4,75,Don't Starve: Giant Edition,WIIU,2015
6813,7.4,77,Human Resource Machine,Switch,2017
6814,7.4,83,NHL 19,XONE,2018
6815,7.4,85,Full Metal Furies,PC,2018
6816,7.4,76,Floor Kids,Switch,2017
6817,7.4,65,Pirates of the Caribbean,XBOX,2003
6818,7.4,69,4x4 EVO 2,PC,2001
6819,7.4,80,Darkstalkers Resurrection,PS3,2013
6820,7.4,69,The Amazing Spider-Man,X360,2012
6821,7.4,69,Megabyte Punch,PC,2012
6822,7.4,57,The Incredible Hulk 2003,GBA,2003
6823,7.4,74,PlayStation All-Stars Battle Royale,PS3,2012
6824,7.4,61,Yu-Gi-Oh! Reshef of Destruction,GBA,2004
6825,7.4,75,Grow Home,PC,2015
6826,7.4,66,Fable II: Knothole Island,X360,2009
6827,7.4,74,Semblance,Switch,2018
6828,7.4,71,Bionic Commando,PS3,2009
6829,7.4,68,The Masterplan,PC,2015
6830,7.4,82,Dark Souls II: Crown of the Sunken King,PC,2014
6831,7.4,65,Gladiator: Sword of Vengeance,XBOX,2003
6832,7.4,73,Deus Ex: Human Revolution - The Missing Link,PC,2011
6833,7.4,73,Ladykiller in a Bind,PC,2016
6834,7.4,81,Siesta Fiesta,3DS,2014
6835,7.4,64,The Saga of Ryzom,PC,2004
6836,7.4,64,The Impossible Game,PC,2014
6837,7.4,70,Steel Diver: Sub Wars,3DS,2014
6838,7.4,66,Pac-Man World 3,GC,2005
6839,7.4,78,Marvel's Guardians of the Galaxy: The Telltale Series,PC,2017
6840,7.4,85,Prince of Persia,PS3,2008
6841,7.4,83,Disgaea 2: Dark Hero Days,PSP,2009
6842,7.4,74,Assassin's Creed Rogue,PC,2015
6843,7.4,71,Nano Assault Neo,WIIU,2012
6844,7.4,66,Enigmatis: The Ghosts of Maple Creek,XONE,2016
6845,7.4,59,Headhunter: Redemption,XBOX,2004
6846,7.4,73,Mulaka,Switch,2018
6847,7.4,72,10 Second Ninja,PC,2014
6848,7.4,71,Asura's Wrath,PS3,2012
6849,7.4,74,Pro Race Driver,PC,2003
6850,7.4,45,NPPL Championship Paintball 2009,PS3,2008
6851,7.4,98,Tony Hawk's Pro Skater 2,PS,2000
6852,7.4,58,Singles: Flirt Up Your Life,PC,2004
6853,7.4,71,The Amazing Spider-Man,PS3,2012
6854,7.4,72,Assassin's Creed Rogue,X360,2014
6855,7.4,84,Midnight Club 3: DUB Edition,XBOX,2005
6856,7.4,55,Hercules: The Legendary Journeys,N64,2000
6857,7.4,73,Warlords IV: Heroes of Etheria,PC,2003
6858,7.4,83,FIFA 2001,PS2,2000
6859,7.4,87,Forza Horizon 3: Hot Wheels,XONE,2017
6860,7.4,73,Bandits: Phoenix Rising,PC,2003
6861,7.4,85,NBA Jam: On Fire Edition,X360,2011
6862,7.4,71,Disney Magical World,3DS,2014
6863,7.4,85,MVP Baseball 2005,PC,2005
6864,7.4,85,Final Fantasy IV Advance,GBA,2005
6865,7.4,61,Magnetic: Cage Closed,PC,2015
6866,7.4,65,Legion Arena,PC,2005
6867,7.4,74,Toukiden: Kiwami,PS4,2015
6868,7.4,58,Heroes of Might and Magic IV: Winds of War,PC,2003
6869,7.4,66,FOX n FORESTS,Switch,2018
6870,7.4,71,RedCard 20-03,GC,2002
6871,7.4,81,Kalimba,XONE,2014
6872,7.4,71,Shrek: Hassle at the Castle,GBA,2002
6873,7.4,85,Halo: The Master Chief Collection,XONE,2014
6874,7.4,66,Dragon Ball Z: Supersonic Warriors 2,DS,2005
6875,7.4,72,Mushroom Wars 2,Switch,2018
6876,7.4,60,Pirates of the Caribbean Online,PC,2007
6877,7.4,86,The Legend of Zelda: Four Swords Adventures,GC,2004
6878,7.4,76,Syberia,Switch,2017
6879,7.4,84,MotorStorm,PS3,2007
6880,7.4,73,Cultist Simulator,PC,2018
6881,7.4,74,Blackguards 2,PC,2015
6882,7.4,95,Metal Gear Solid V: The Phantom Pain,XONE,2015
6883,7.4,87,Iconoclasts,PC,2018
6884,7.4,50,Tao's Adventure: Curse of the Demon Seal,DS,2006
6885,7.4,83,Bleach: The Blade of Fate,DS,2007
6886,7.4,94,Burnout 3: Takedown,XBOX,2004
6887,7.4,61,Blacklight: Tango Down,X360,2010
6888,7.4,71,Zoo Tycoon: Marine Mania,PC,2002
6889,7.4,62,PokePark Wii: Pikachu's Adventure,WII,2010
6890,7.4,90,Mark of the Ninja,X360,2012
6891,7.4,69,Abyss Odyssey,PC,2014
6892,7.4,73,Call of Duty: Modern Warfare - Mobilized,DS,2009
6893,7.4,70,Pokemon Battle Trozei,3DS,2014
6894,7.4,85,The Legend of Zelda: Four Swords Anniversary Edition,DS,2011
6895,7.4,70,Quantum Redshift,XBOX,2002
6896,7.4,71,CRUSH3D,3DS,2012
6897,7.4,75,Magic: The Gathering - Duels of the Planeswalkers,X360,2009
6898,7.4,89,Dragon Age: Inquisition,PS4,2014
6899,7.4,84,Blast Off,PSP,2009
6900,7.4,72,Crazy Machines 2,PC,2008
6901,7.4,75,Hustle Kings,VITA,2012
6902,7.4,80,Assassin's Creed: Revelations,PC,2011
6903,7.4,70,Project X Zone,3DS,2013
6904,7.4,61,Tom Clancy's Splinter Cell Double Agent,WII,2006
6905,7.4,75,MTX Mototrax,PC,2004
6906,7.4,66,PoPoLoCrois,PSP,2005
6907,7.4,71,Lips,X360,2008
6908,7.4,80,Life is Strange: Before the Storm - Farewell,PS4,2018
6909,7.4,59,Hydrophobia,X360,2010
6910,7.4,73,Jetpac Refuelled,X360,2006
6911,7.4,74,Broken Sword 5 - The Serpent's Curse,Switch,2018
6912,7.4,44,Naughty Bear: Panic in Paradise,PS3,2012
6913,7.4,75,Ruiner,PC,2017
6914,7.4,69,"Warhammer 40,000: Sanctus Reach",PC,2017
6915,7.4,66,Dragon Ball Z: Battle of Z,VITA,2014
6916,7.4,66,KickBeat: Steam Edition,PC,2014
6917,7.4,73,Small Arms,X360,2006
6918,7.4,80,"Guns, Gore & Cannoli 2",PC,2018
6919,7.4,61,Voodoo Dice,X360,2010
6920,7.4,80,Arena of Valor,Switch,2018
6921,7.4,87,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,X360,2013
6922,7.4,75,Bulb Boy,Switch,2017
6923,7.4,72,Anarchy Online,PC,2001
6924,7.4,67,Disneyland Adventures,XONE,2017
6925,7.4,81,Laser League,XONE,2018
6926,7.4,64,Redeemer,PC,2017
6927,7.4,95,Madden NFL 2003,PS2,2002
6928,7.4,89,Need for Speed: Hot Pursuit,PS3,2010
6929,7.4,68,Ancient Space,PC,2014
6930,7.4,54,Rise of the Argonauts,X360,2008
6931,7.4,76,Battlestations: Pacific,X360,2009
6932,7.4,76,Lode Runner,X360,2009
6933,7.4,68,Rollers of the Realm,PC,2014
6934,7.4,61,Midway Arcade Origins,X360,2012
6935,7.4,65,New Play Control! Mario Power Tennis,WII,2009
6936,7.4,62,Gabrielle's Ghostly Groove 3D,3DS,2011
6937,7.4,86,Mortal Kombat X,XONE,2015
6938,7.4,51,Destroyer Command,PC,2002
6939,7.4,60,Generation of Chaos,PSP,2006
6940,7.4,68,Black The Fall,XONE,2017
6941,7.4,68,Tokyo Crash Mobs,3DS,2013
6942,7.4,93,NFL 2K3,PS2,2002
6943,7.4,70,Before the Echo,PC,2011
6944,7.4,64,Party Hard,PC,2015
6945,7.4,64,Serial Cleaner,PC,2017
6946,7.4,64,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015
6947,7.4,65,Maize,PC,2016
6948,7.4,65,Trillion: God of Destruction,VITA,2016
6949,7.4,75,Tiny & Big: Grandpa's Leftovers,PC,2012
6950,7.4,75,"Sakura Wars: So Long, My Love",WII,2010
6951,7.4,81,Fallout: New Vegas - Old World Blues,PS3,2011
6952,7.4,83,DmC: Devil May Cry Definitive Edition,PS4,2015
6953,7.4,75,Prince of Persia: The Forgotten Sands,PS3,2010
6954,7.4,86,Saints Row IV,PC,2013
6955,7.4,74,I Am Setsuna,PS4,2016
6956,7.4,71,Ballistics,PC,2001
6957,7.4,65,Fairy Fencer F,PS3,2014
6958,7.4,82,Forza Horizon 2: Storm Island,XONE,2014
6959,7.4,74,Drone Tactics,DS,2008
6960,7.4,74,Yonder: The Cloud Catcher Chronicles,Switch,2018
6961,7.4,65,Nintendo Pocket Football Club,3DS,2014
6962,7.4,59,LEGO Battles: Ninjago,DS,2011
6963,7.4,87,DJ Hero,WII,2009
6964,7.4,84,SoulCalibur VI,PS4,2018
6965,7.4,55,Mugen Souls,PS3,2012
6966,7.4,72,Justice League Heroes,PSP,2006
6967,7.4,71,NHL 2K8,X360,2007
6968,7.4,53,Phantaruk,PC,2016
6969,7.4,90,Grand Theft Auto: Chinatown Wars,PSP,2009
6970,7.4,72,Dead Rising 2: Off the Record,X360,2011
6971,7.4,72,Mortal Kombat vs. DC Universe,X360,2008
6972,7.4,60,Corpse Party: Blood Drive,VITA,2015
6973,7.4,74,The Sims 2: FreeTime,PC,2008
6974,7.4,83,Yoku's Island Express,XONE,2018
6975,7.4,61,Athens 2004,PS2,2004
6976,7.4,82,Toki Tori,Switch,2018
6977,7.4,62,Vendetta Online,PC,2004
6978,7.4,70,NBA Live 2002,PS2,2001
6979,7.4,71,Silent Hunter II,PC,2001
6980,7.4,71,Mamorukun Curse!,PS3,2013
6981,7.4,76,Vegas Tycoon,PC,2004
6982,7.4,75,DreamWorks Kung Fu Panda,X360,2008
6983,7.4,92,What Remains of Edith Finch,XONE,2017
6984,7.4,76,Far Cry 4: Valley of the Yetis,XONE,2015
6985,7.3,75,Bomberman,DS,2005
6986,7.3,71,Screencheat,PC,2014
6987,7.3,75,Bust-A-Move DS,DS,2005
6988,7.3,72,Space Hulk Ascension,PC,2014
6989,7.3,81,Sniper Elite 4,XONE,2017
6990,7.3,73,LEGO Harry Potter Collection,PS4,2016
6991,7.3,76,SteamWorld Dig,PC,2013
6992,7.3,72,Remember Me,PS3,2013
6993,7.3,53,Super Monkey Ball Adventure,PS2,2006
6994,7.3,44,NPPL Championship Paintball 2009,X360,2008
6995,7.3,57,Uno,XONE,2016
6996,7.3,75,Dead or Alive 5 Ultimate,X360,2013
6997,7.3,63,The Tiny Bang Story,PC,2011
6998,7.3,79,The Evil Within,XONE,2014
6999,7.3,75,Black & White 2,PC,2005
7000,7.3,41,Robot Arena,PC,2001
7001,7.3,56,Street Hoops,GC,2002
7002,7.3,56,We Cheer,WII,2008
7003,7.3,65,Sorcery Saga: The Curse of the Great Curry God,VITA,2013
7004,7.3,77,Quantum Conundrum,PC,2012
7005,7.3,81,Assassin's Creed,PS3,2007
7006,7.3,62,Dynasty Warriors,PSP,2005
7007,7.3,76,Phantom Brave: We Meet Again,WII,2009
7008,7.3,87,Fire Emblem Fates: Conquest,3DS,2016
7009,7.3,66,Strike Suit Zero,PC,2013
7010,7.3,82,Flight Simulator X: Acceleration,PC,2007
7011,7.3,61,Captain America: Super Soldier,PS3,2011
7012,7.3,77,3D Classics: Kid Icarus,3DS,2012
7013,7.3,75,Resident Evil 7: biohazard - End of Zoe,PS4,2017
7014,7.3,59,Saint Seiya: Soldiers' Soul,PS4,2015
7015,7.3,62,Islands of Wakfu,X360,2011
7016,7.3,72,Namco Museum,Switch,2017
7017,7.3,77,Dark Reign 2,PC,2000
7018,7.3,72,Tokobot,PSP,2005
7019,7.3,75,The Mummy Demastered,Switch,2017
7020,7.3,67,Tank Universal: Challenger Eight,PC,2008
7021,7.3,67,Ice Age: Dawn of the Dinosaurs,PS3,2009
7022,7.3,69,The Matrix Online,PC,2005
7023,7.3,78,Baldur's Gate II: Enhanced Edition,PC,2013
7024,7.3,61,The Lord of the Rings: War in the North,X360,2011
7025,7.3,75,Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009
7026,7.3,73,Kirby Star Allies,Switch,2018
7027,7.3,55,Samurai Warriors 3,WII,2010
7028,7.3,80,Aaero,XONE,2017
7029,7.3,68,Kingdom Come: Deliverance,XONE,2018
7030,7.3,50,America,PC,2001
7031,7.3,71,Mickey's Speedway USA,N64,2000
7032,7.3,72,Loadout,PC,2013
7033,7.3,82,Disgaea DS,DS,2008
7034,7.3,78,Battlefield 3: End Game,PC,2013
7035,7.3,74,Marvel: Ultimate Alliance 2,PS3,2009
7036,7.3,63,Sonic: Lost World,WIIU,2013
7037,7.3,77,LEGO Batman 2: DC Super Heroes,WIIU,2013
7038,7.3,80,Age of Conan: Hyborian Adventures,PC,2008
7039,7.3,53,American Conquest: Divided Nation,PC,2006
7040,7.3,67,Bus Simulator 18,PC,2018
7041,7.3,59,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011
7042,7.3,62,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,Switch,2018
7043,7.3,81,echochrome,PS3,2008
7044,7.3,75,Overlord II,X360,2009
7045,7.3,86,Street Fighter III: Third Strike Online Edition,X360,2011
7046,7.3,73,Warriors Orochi 4,XONE,2018
7047,7.3,73,Disc Jam,Switch,2018
7048,7.3,67,KickBeat,VITA,2013
7049,7.3,84,Rift,PC,2011
7050,7.3,61,Virtua Athlete 2000,DC,2001
7051,7.3,82,MotoHeroz,WII,2011
7052,7.3,77,Penny Arcade Adventures: Episode Three,PC,2012
7053,7.3,82,EverQuest: The Scars of Velious,PC,2000
7054,7.3,71,KISS: Psycho Circus - The Nightmare Child,PC,2000
7055,7.3,77,Endless Space,PC,2012
7056,7.3,82,You Don't Know Jack,PS3,2011
7057,7.3,76,Cosmic Star Heroine,PS4,2017
7058,7.3,75,Ready 2 Rumble Boxing: Round 2,PS2,2000
7059,7.3,74,Resident Evil: Revelations,PS3,2013
7060,7.3,93,World of Warcraft,PC,2004
7061,7.3,69,Jurassic World Evolution,PC,2018
7062,7.3,74,Valkyrie Profile: Covenant of the Plume,DS,2009
7063,7.3,72,Legend of Kay,PS2,2005
7064,7.3,76,Full Throttle Remastered,PS4,2017
7065,7.3,76,Hob,PC,2017
7066,7.3,73,Hammerin' Hero,PSP,2009
7067,7.3,74,Marble Saga: Kororinpa,WII,2009
7068,7.3,82,Monday Night Combat,PC,2011
7069,7.3,45,Grooverider Slot Car Thunder,XBOX,2003
7070,7.3,75,The Darkside Detective,PC,2017
7071,7.3,86,Total War: WARHAMMER,PC,2016
7072,7.3,46,Elite Warriors: Vietnam,PC,2005
7073,7.3,62,Tower Bloxx Deluxe,X360,2009
7074,7.3,67,The Thin Silence,PC,2018
7075,7.3,76,WindJammers,PS4,2017
7076,7.3,74,Furi,Switch,2018
7077,7.3,67,Inked,PC,2018
7078,7.3,74,Guitar Hero: Smash Hits,WII,2009
7079,7.3,77,Battlefield 2: Modern Combat,X360,2006
7080,7.3,67,Legacy of Ys: Books I & II,DS,2009
7081,7.3,74,Nemesis of the Roman Empire,PC,2004
7082,7.3,71,Transport Fever,PC,2016
7083,7.3,74,Star Ocean: First Departure,PSP,2008
7084,7.3,74,Puzzlegeddon,PC,2008
7085,7.3,66,Sherlock Holmes: The Devil's Daughter,XONE,2016
7086,7.3,91,Peggle,PS3,2009
7087,7.3,77,Aviary Attorney,PC,2015
7088,7.3,79,Pit People,XONE,2018
7089,7.3,68,Trine 3: The Artifacts of Power,PC,2015
7090,7.3,79,Captain Toad: Treasure Tracker,3DS,2018
7091,7.3,59,Dynasty Warriors 6 Empires,X360,2009
7092,7.3,93,Street Fighter IV,X360,2009
7093,7.3,94,Street Fighter IV,PS3,2009
7094,7.3,71,Fragments of Him,XONE,2016
7095,7.3,68,Crash Tag Team Racing,PSP,2005
7096,7.3,68,Hexyz Force,PSP,2010
7097,7.3,79,Namco Museum,GBA,2001
7098,7.3,88,NBA 2K13,X360,2012
7099,7.3,74,Snapshot,PC,2012
7100,7.3,76,Apotheon,PS4,2015
7101,7.3,71,Corpse Party,PC,2016
7102,7.3,53,NBA Starting Five,PS2,2002
7103,7.3,73,Hard Reset,PC,2011
7104,7.3,84,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011
7105,7.3,93,NBA 2K2,DC,2001
7106,7.3,68,Nancy Drew: The Creature of Kapu Cave,PC,2006
7107,7.3,75,Game of Thrones: Episode One - Iron From Ice,PC,2014
7108,7.3,72,No More Heroes: Heroes Paradise,PS3,2011
7109,7.3,65,The Sims 2: Pets,WII,2007
7110,7.3,78,Medal of Honor: Airborne,PC,2007
7111,7.3,68,Death Jr. II: Root of Evil,PSP,2006
7112,7.3,69,MXRider,PS2,2001
7113,7.3,72,Blocks That Matter,PC,2011
7114,7.3,66,Monster Kingdom: Jewel Summoner,PSP,2007
7115,7.3,78,The Adventures of Cookie & Cream,PS2,2001
7116,7.3,79,Death Road to Canada,Switch,2018
7117,7.3,74,Sakura Samurai: Art of the Sword,3DS,2012
7118,7.3,74,Army of Two,PS3,2008
7119,7.3,85,The Last Door: Season 2,PC,2016
7120,7.3,71,Dragon Ball Z: Burst Limit,PS3,2008
7121,7.3,45,Napoleon Dynamite: The Game,DS,2007
7122,7.3,73,World to the West,Switch,2018
7123,7.3,60,Starsky & Hutch,PS2,2003
7124,7.3,65,Aliens vs. Predator,PS3,2010
7125,7.3,74,Midway Arcade Treasures 2,GC,2004
7126,7.3,70,Killzone,PS2,2004
7127,7.3,74,WWE SmackDown vs. Raw 2008,PS3,2007
7128,7.3,74,Sega Rally Revo,PSP,2007
7129,7.3,65,Zombie Panic in Wonderland,WII,2010
7130,7.3,65,Prince of Persia: The Forgotten Sands,PSP,2010
7131,7.3,75,Final Fantasy Fables: Chocobo Tales,DS,2007
7132,7.3,75,Dead Head Fred,PSP,2007
7133,7.3,74,Guitar Hero: Warriors of Rock,PS3,2010
7134,7.3,56,Unbound Saga,PSP,2009
7135,7.3,61,Spawn: Armageddon,GC,2003
7136,7.3,74,Tumble,PS3,2010
7137,7.3,74,Just Dance 2,WII,2010
7138,7.3,75,Stuntman Ignition,X360,2007
7139,7.3,64,Aliens vs. Predator,X360,2010
7140,7.3,72,Let It Die,PS4,2016
7141,7.3,77,Bloodstained: Curse of the Moon,PC,2018
7142,7.3,61,F.E.A.R. Perseus Mandate,PC,2007
7143,7.3,71,Aces of the Galaxy,X360,2008
7144,7.3,86,UFC Undisputed 3,PS3,2012
7145,7.3,85,Paradigm,PC,2017
7146,7.3,60,Crazy Taxi,PS3,2010
7147,7.3,74,Frobisher Says!,VITA,2012
7148,7.3,59,"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005
7149,7.3,65,Dragon Ball: Revenge of King Piccolo,WII,2009
7150,7.3,65,Heroes Over Europe,PC,2009
7151,7.3,59,Saw,X360,2009
7152,7.3,67,Tecmo Bowl Throwback,X360,2010
7153,7.3,70,Dungeons 2,PC,2015
7154,7.3,76,The Sims 3,X360,2010
7155,7.3,87,Spelunky,X360,2012
7156,7.3,78,Super Ghouls 'n Ghosts,GBA,2002
7157,7.3,78,The Thing,PS2,2002
7158,7.3,63,State of Mind,Switch,2018
7159,7.3,70,Hyperdimension Neptunia Rebirth3: V Generation, VITA,2015
7160,7.3,76,Battlestations: Midway,PC,2007
7161,7.3,80,Asheron's Call Dark Majesty,PC,2001
7162,7.3,61,Metal Slug XX,X360,2010
7163,7.3,64,Diner Dash: Sizzle & Serve,DS,2007
7164,7.3,84,Quake III Revolution,PS2,2001
7165,7.3,72,ESPN International Track & Field,PS2,2000
7166,7.3,73,NFL Street 2 Unleashed,PSP,2005
7167,7.3,85,Trine 2,X360,2011
7168,7.3,68,Joust,X360,2005
7169,7.3,69,Order of War,PC,2009
7170,7.3,79,Pokken Tournament DX,Switch,2017
7171,7.3,73,Laser Squad Nemesis,PC,2005
7172,7.3,76,Rush for Berlin,PC,2006
7173,7.3,69,Magicka: Wizard Wars,PC,2014
7174,7.3,83,Everyday Shooter,PS3,2007
7175,7.3,83,DiRT,X360,2007
7176,7.3,69,Assassin's Creed II: Discovery,DS,2009
7177,7.3,73,The Matrix: Path of Neo,XBOX,2005
7178,7.3,76,LEGO Harry Potter: Years 5-7,WII,2011
7179,7.3,83,Freedom Fighters,GC,2003
7180,7.3,62,Commandos Strike Force,PC,2006
7181,7.3,70,Fable Fortune,XONE,2018
7182,7.3,84,DiRT,PC,2007
7183,7.3,73,Tomb Raider: Anniversary,WII,2007
7184,7.3,86,Fire Emblem Fates: Birthright,3DS,2016
7185,7.3,65,Sherlock Holmes: The Devil's Daughter,PC,2016
7186,7.3,70,Shadow Warrior,PS4,2014
7187,7.3,73,Monster Prom,PC,2018
7188,7.3,71,Might & Magic X: Legacy,PC,2014
7189,7.3,66,Tecmo Bowl: Kickoff,DS,2008
7190,7.3,62,Trinity Universe,PS3,2010
7191,7.3,79,Stick it to the Man!,PC,2013
7192,7.3,85,FIFA 2001 Major League Soccer,PC,2000
7193,7.3,62,Naruto: Uzumaki Chronicles,PS2,2006
7194,7.3,79,Race the Sun,PC,2013
7195,7.3,84,MLB 08: The Show,PS2,2008
7196,7.3,64,Shadow of the Beast,PS4,2016
7197,7.3,74,Pokemon Trozei!,DS,2006
7198,7.3,74,Every Extend Extra,PSP,2006
7199,7.3,70,Strider,PS3,2014
7200,7.3,75,Need for Speed Carbon,PS3,2006
7201,7.3,68,G-Force,X360,2009
7202,7.3,86,Pony Island,PC,2016
7203,7.3,73,Glory Days 2,DS,2007
7204,7.3,76,Hard Corps: Uprising,PS3,2011
7205,7.3,73,Madagascar,PC,2005
7206,7.3,76,Red Orchestra 2: Heroes of Stalingrad,PC,2011
