,title,console,release_Date,tot_sale,Critic_Score,user_Score
4063,Star Wars: The Force Unleashed II,DS,2010.0,0.21,43.0,40.0
4064,The Dukes of Hazzard: Return of the General Lee,PS2,2004.0,0.21,52.0,68.0
4065,Crash 'N' Burn,PS2,2004.0,0.21,63.0,80.0
4066,NBA,PSP,2005.0,0.21,57.0,69.0
4067,Disaster Report,PS2,2002.0,0.21,66.0,80.0
4068,Armored Core V,X360,2012.0,0.21,68.0,72.0
4069,College Hoops 2K7,X360,2006.0,0.21,82.0,82.0
4070,Rampage: Total Destruction,Wii,2006.0,0.21,46.0,56.0
4071,The Bard's Tale,PS2,2004.0,0.21,76.0,86.0
4072,Robotech: The Macross Saga,GBA,2002.0,0.21,61.0,65.0
4073,Yu Yu Hakusho: Dark Tournament,PS2,0.0,0.21,56.0,85.0
4074,Conflict Zone,PS2,2002.0,0.21,47.0,74.0
4075,Code Name: S.T.E.A.M.,3DS,2015.0,0.21,69.0,77.0
4076,The Bureau: XCOM Declassified,X360,2013.0,0.21,68.0,67.0
4077,Star Wars: Battlefront,PC,2004.0,0.21,72.0,35.0
4078,BloodRayne,XB,2002.0,0.21,76.0,75.0
4079,NHL 2K6,XB,2005.0,0.21,83.0,75.0
4080,Hannah Montana: The Movie,X360,2009.0,0.21,25.0,38.0
4081,Tenchu: Return From Darkness,XB,2004.0,0.21,70.0,70.0
4082,World Poker Tour,PS2,2005.0,0.21,60.0,86.0
4083,Neo Contra,PS2,2004.0,0.21,65.0,71.0
4084,MVP Baseball,PSP,2005.0,0.21,67.0,77.0
4085,Tony Hawk's American Sk8land,DS,2005.0,0.21,84.0,87.0
4086,Viewtiful Joe 2,PS2,2004.0,0.21,85.0,77.0
4087,The BIGS 2,X360,2009.0,0.21,76.0,62.0
4088,Quake III: Revolution,PS2,2001.0,0.21,84.0,72.0
4089,Pac-Man World 3,PS2,2005.0,0.21,63.0,52.0
4090,50 Cent: Blood on the Sand,X360,2009.0,0.21,71.0,64.0
4091,Journey,PS3,2012.0,0.21,92.0,88.0
4092,SBK X: Superbike World Championship,PS3,2010.0,0.21,73.0,75.0
4093,Robotech: Battlecry,XB,0.0,0.21,74.0,70.0
4094,Dragon Ball: Fusions,3DS,2016.0,0.21,68.0,76.0
4095,Madden NFL 07,DS,2006.0,0.21,70.0,65.0
4096,HBO Boxing,PS,2000.0,0.21,26.0,40.0
4097,Bass Pro Shops: The Strike,X360,2009.0,0.21,63.0,58.0
4098,Darkwatch,XB,2005.0,0.21,75.0,81.0
4099,Disgaea D2: A Brighter Darkness,PS3,2013.0,0.21,74.0,81.0
4100,Maximo vs Army of Zin,PS2,2003.0,0.21,83.0,78.0
4101,Assassin's Creed Syndicate,PC,2015.0,0.21,74.0,59.0
4102,Summoner 2,PS2,2002.0,0.21,76.0,83.0
4103,Shadow of Destiny,PS2,2001.0,0.21,78.0,82.0
4104,Ninja Gaiden: Dragon Sword,DS,2008.0,0.21,83.0,78.0
4105,Cabela's Deer Hunt: 2004 Season,XB,2003.0,0.21,65.0,84.0
4106,World of Final Fantasy,PSV,2016.0,0.21,77.0,86.0
4107,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,0.21,72.0,84.0
4108,Pro Evolution Soccer 2012,Wii,2011.0,0.21,79.0,70.0
4109,The Legend of Spyro: The Eternal Night,Wii,2007.0,0.21,60.0,64.0
4110,The Wolf Among Us,PS4,2014.0,0.21,83.0,84.0
4111,Cursed Mountain,Wii,2009.0,0.21,67.0,76.0
4112,Age of Empires: Mythologies,DS,2008.0,0.21,78.0,69.0
4113,SBK Superbike World Championship,X360,2008.0,0.21,63.0,80.0
4114,Bionicle,GC,2003.0,0.21,47.0,42.0
4115,Heroes of Ruin,3DS,2012.0,0.21,69.0,74.0
4116,A Boy and His Blob,Wii,2009.0,0.21,80.0,87.0
4117,Baja: Edge of Control,PS3,2008.0,0.21,61.0,50.0
4118,G.I. Joe: The Rise of Cobra,PS3,2009.0,0.21,43.0,48.0
4119,UFC Undisputed 2010,PSP,2010.0,0.21,74.0,70.0
4120,World Series of Poker,PSP,2005.0,0.21,37.0,64.0
4121,Rayman Raving Rabbids,X360,2007.0,0.21,67.0,73.0
4122,Deus Ex: The Conspiracy,PS2,2002.0,0.21,81.0,89.0
4123,Unreal II: The Awakening,XB,2004.0,0.21,64.0,53.0
4124,Rumble Racing,PS2,2001.0,0.21,85.0,82.0
4125,Spider-Man: Web of Shadows,PS2,2008.0,0.21,69.0,41.0
4126,Vampire Rain,X360,2007.0,0.21,38.0,29.0
4127,Batman Begins,XB,2005.0,0.21,65.0,71.0
4128,NBA Live 15,XOne,2014.0,0.21,53.0,68.0
4129,JSRF: Jet Set Radio Future,XB,2002.0,0.21,88.0,82.0
4130,NHL Hitz 20-02,GC,2001.0,0.21,79.0,87.0
4131,Way of the Samurai 3,X360,2009.0,0.21,55.0,68.0
4132,NCAA Football 2003,GC,2002.0,0.21,91.0,81.0
4133,Hitman: HD Trilogy,PS3,2013.0,0.21,71.0,76.0
4134,J Stars Victory Vs.,PSV,2014.0,0.21,74.0,79.0
4135,de Blob 2,PS3,2011.0,0.21,74.0,71.0
4136,ESPN Winter X Games: Snowboarding 2002,PS2,2000.0,0.21,64.0,79.0
4137,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007.0,0.21,76.0,80.0
4138,Project: Snowblind,PS2,2005.0,0.21,78.0,83.0
4139,Prison Break: The Conspiracy,X360,2010.0,0.21,40.0,47.0
4140,You Don't Know Jack,Wii,2011.0,0.21,81.0,77.0
4141,Mortal Kombat: Special Forces,PS,2000.0,0.21,28.0,24.0
4142,Mega Man Legacy Collection,3DS,2016.0,0.21,77.0,71.0
4143,The Last Airbender,Wii,2010.0,0.21,53.0,66.0
4144,NCAA March Madness 07,X360,2007.0,0.21,67.0,71.0
4145,StokEd,X360,2009.0,0.21,68.0,86.0
4146,Evil Dead: Regeneration,PS2,2005.0,0.21,68.0,85.0
4147,Defiance,PC,2013.0,0.21,64.0,65.0
4148,NHL 2003,XB,2002.0,0.21,80.0,79.0
4149,Tiger Woods PGA Tour,PSP,2005.0,0.21,78.0,74.0
4150,NHL 2K3,PS2,2002.0,0.21,89.0,78.0
4151,You Don't Know Jack,X360,2011.0,0.21,82.0,79.0
4152,Final Fight One,GBA,2001.0,0.21,82.0,78.0
4153,Tony Hawk's Pro Skater 5,PS4,2015.0,0.21,32.0,15.0
4154,MLB 10: The Show,PSP,2010.0,0.21,79.0,66.0
4155,Gallop Racer 2003: A New Breed,PS2,2002.0,0.21,68.0,85.0
4156,Frogger 3D,3DS,2011.0,0.21,54.0,55.0
4157,Blue Dragon Plus,DS,2008.0,0.21,69.0,65.0
4158,BeyBlade VForce: Super Tournament Battle,GC,2002.0,0.21,33.0,75.0
4159,Dead to Rights: Retribution,X360,2010.0,0.21,61.0,70.0
4160,Dragon Ball Z: Sagas,GC,2005.0,0.21,48.0,66.0
4161,X2: Wolverine's Revenge,XB,2003.0,0.21,58.0,64.0
4162,Power Rangers: Wild Force,GBA,2002.0,0.21,55.0,69.0
4163,Tenchu: Shadow Assassins,Wii,2008.0,0.21,70.0,78.0
4164,Lost Planet 3,PS3,2013.0,0.21,61.0,55.0
4165,Beyblade G-Revolution,GBA,2004.0,0.2,40.0,78.0
4166,Capcom Fighting Evolution,PS2,2004.0,0.2,57.0,48.0
4167,Assassin's Creed The Ezio Collection,PS4,2016.0,0.2,72.0,74.0
4168,God of War Collection,PSV,2014.0,0.2,73.0,74.0
4169,Anarchy Reigns,PS3,2012.0,0.2,71.0,82.0
4170,Mobile Suit Gundam: Crossfire,PS3,2006.0,0.2,33.0,51.0
4171,Suikoden Tactics,PS2,2005.0,0.2,68.0,86.0
4172,NCAA March Madness 06,XB,2005.0,0.2,76.0,72.0
4173,Sniper: Ghost Warrior 2,X360,2013.0,0.2,52.0,57.0
4174,EVE Online,PC,2003.0,0.2,69.0,75.0
4175,Phantasy Star Online,DC,2000.0,0.2,89.0,91.0
4176,Crazy Taxi 3: High Roller,XB,2002.0,0.2,69.0,85.0
4177,Midnight Club 3: DUB Edition Remix,XB,2006.0,0.2,87.0,53.0
4178,Thrillville,PSP,2006.0,0.2,72.0,28.0
4179,"Warhammer 40,000: Space Marine",PC,2011.0,0.2,74.0,74.0
4180,The King of Fighters Collection: The Orochi Saga,PS2,2006.0,0.2,67.0,85.0
4181,Disney's Planes,WiiU,2013.0,0.2,51.0,53.0
4182,Zombie Army Trilogy,PS4,2015.0,0.2,62.0,68.0
4183,MLB SlugFest 20-03,XB,2002.0,0.2,79.0,78.0
4184,The Con,PSP,2005.0,0.2,63.0,73.0
4185,Pitfall: The Lost Expedition,PS2,2004.0,0.2,70.0,89.0
4186,Need for Speed Carbon: Own the City,DS,2006.0,0.2,70.0,75.0
4187,Enchanted Arms,PS3,2007.0,0.2,64.0,59.0
4188,Le Mans 24 Hours,PS2,2001.0,0.2,75.0,76.0
4189,The Witch and the Hundred Knight,PS3,2013.0,0.2,53.0,75.0
4190,Dragon Ball Z: Harukanaru Densetsu,DS,2007.0,0.2,57.0,62.0
4191,Harvest Moon: More Friends of Mineral Town,GBA,2003.0,0.2,82.0,92.0
4192,X2: Wolverine's Revenge,GBA,2003.0,0.2,72.0,72.0
4193,NBA 2K2,XB,2002.0,0.2,90.0,76.0
4194,Code of Princess,3DS,2012.0,0.2,67.0,76.0
4195,Major League Baseball 2K11,PS3,2011.0,0.2,72.0,63.0
4196,Dark Messiah of Might and Magic Elements,X360,2008.0,0.2,52.0,70.0
4197,Planet 51,Wii,2009.0,0.2,53.0,58.0
4198,Dead to Rights II,PS2,2005.0,0.2,51.0,53.0
4199,FIFA 16,PC,2015.0,0.2,81.0,44.0
4200,NBA Live 14,XOne,2013.0,0.2,36.0,31.0
4201,Kung Fu Rider,PS3,2010.0,0.2,36.0,37.0
4202,DarkStar One: Broken Alliance,X360,2010.0,0.2,63.0,72.0
4203,Dragon Ball: Xenoverse 2,XOne,2016.0,0.2,73.0,73.0
4204,WRC: FIA World Rally Championship,PS3,0.0,0.2,68.0,45.0
4205,Odin Sphere: Leifthrasir,PS4,2016.0,0.2,87.0,82.0
4206,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004.0,0.2,70.0,86.0
4207,Body and Brain Connection,X360,2010.0,0.2,57.0,48.0
4208,Dragon Ball: Revenge of King Piccolo,Wii,2009.0,0.2,65.0,73.0
4209,Warriors Orochi,PSP,2008.0,0.2,62.0,66.0
4210,MVP Baseball 2003,XB,2003.0,0.2,82.0,90.0
4211,Monster Jam,X360,2007.0,0.2,43.0,64.0
4212,Infinite Space,DS,2009.0,0.2,75.0,90.0
4213,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005.0,0.2,72.0,60.0
4214,NBA 07,PSP,2006.0,0.2,68.0,70.0
4215,Two Worlds II,PC,2011.0,0.2,76.0,65.0
4216,IHRA Drag Racing 2004,XB,2003.0,0.2,40.0,74.0
4217,The Legend of Heroes: Trails of Cold Steel,PS3,2013.0,0.2,86.0,77.0
4218,Clive Barker's Jericho,PS3,2007.0,0.2,60.0,71.0
4219,Tekken 3D: Prime Edition,3DS,2012.0,0.2,64.0,59.0
4220,Marvel: Ultimate Alliance 2,DS,2009.0,0.2,65.0,67.0
4221,Front Mission Evolved,X360,2010.0,0.2,58.0,61.0
4222,From Russia With Love,XB,2005.0,0.2,71.0,88.0
4223,Apache: Air Assault,PS3,2010.0,0.2,66.0,61.0
4224,Dying Light,PC,2015.0,0.2,75.0,79.0
4225,Grandia II,DC,2000.0,0.2,90.0,88.0
4226,Ridge Racer 6,X360,2005.0,0.2,74.0,71.0
4227,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005.0,0.2,53.0,70.0
4228,Zone of the Enders HD Collection,X360,2012.0,0.2,75.0,88.0
4229,Record of Agarest War,X360,2008.0,0.2,71.0,70.0
4230,Gladius,PS2,2003.0,0.2,78.0,80.0
4231,Earth Defense Force: Insect Armageddon,PS3,2011.0,0.2,63.0,70.0
4232,Dave Mirra Freestyle BMX 2,XB,2001.0,0.2,76.0,82.0
4233,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002.0,0.2,66.0,83.0
4234,Taiko Drum Master,PS2,2004.0,0.2,77.0,81.0
4235,Dungeon Hunter Alliance,PSV,2012.0,0.2,49.0,64.0
4236,Forgotten Realms: Demon Stone,PS2,2004.0,0.2,71.0,68.0
4237,Soldier of Fortune: Payback,X360,2007.0,0.2,50.0,56.0
4238,Afro Samurai,PS3,2009.0,0.2,65.0,61.0
4239,Silent Hill: Book of Memories,PSV,2012.0,0.2,58.0,51.0
4240,Playboy: The Mansion,PS2,2005.0,0.2,59.0,75.0
4241,Baja: Edge of Control,X360,2008.0,0.2,65.0,71.0
4242,Tiger Woods PGA Tour 06,PSP,2005.0,0.2,80.0,79.0
4243,Bleach: The 3rd Phantom,DS,2008.0,0.2,59.0,80.0
4244,MC Groovz Dance Craze,GC,2004.0,0.2,42.0,68.0
4245,The Thing,XB,2002.0,0.2,78.0,66.0
4246,Untold Legends: Dark Kingdom,PS3,2006.0,0.2,58.0,72.0
4247,Plants vs. Zombies,PS3,2011.0,0.2,85.0,79.0
4248,Baldur's Gate: Dark Alliance,XB,2002.0,0.2,83.0,83.0
4249,Prince of Persia: Warrior Within,GC,2004.0,0.2,83.0,86.0
4250,Warriors Orochi,X360,2007.0,0.2,53.0,74.0
4251,Predator: Concrete Jungle,PS2,2005.0,0.2,47.0,88.0
4252,Arcana Heart 3,PS3,2011.0,0.2,73.0,75.0
4253,X-Men Origins: Wolverine,DS,2009.0,0.2,55.0,81.0
4254,Big Mutha Truckers 2,PS2,2005.0,0.2,51.0,21.0
4255,Armored Core 4,PS3,2006.0,0.2,65.0,68.0
4256,Solatorobo: Red the Hunter,DS,2010.0,0.2,76.0,79.0
4257,NHL FaceOff 2001,PS2,2001.0,0.2,57.0,40.0
4258,Mana Khemia 2: Fall of Alchemy,PS2,2008.0,0.2,70.0,82.0
4259,The Great Escape,PS2,2003.0,0.2,57.0,80.0
4260,Castlevania: Lords of Shadow 2,PS3,2014.0,0.2,63.0,78.0
4261,Big Mutha Truckers,XB,2002.0,0.19,59.0,43.0
4262,Way of the Samurai 4,PS3,2011.0,0.19,58.0,65.0
4263,The Hobbit,GBA,2003.0,0.19,67.0,92.0
4264,The King of Fighters XI,PS2,2006.0,0.19,75.0,85.0
4265,Tom Clancy's Splinter Cell: Essentials,PSP,2006.0,0.19,58.0,75.0
4266,Major League Baseball 2K12,PS3,2012.0,0.19,68.0,44.0
4267,Family Guy,PSP,2006.0,0.19,51.0,63.0
4268,Dead Space 3,PC,0.0,0.19,78.0,60.0
4269,Sniper Elite,PS2,2005.0,0.19,76.0,89.0
4270,Harry Potter and the Goblet of Fire,PSP,2005.0,0.19,70.0,74.0
4271,Breath of Fire II,GBA,2001.0,0.19,81.0,88.0
4272,Test Drive Unlimited 2,PC,0.0,0.19,72.0,57.0
4273,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011.0,0.19,65.0,24.0
4274,Conan,X360,2007.0,0.19,69.0,73.0
4275,No More Heroes: Heroes' Paradise,PS3,2010.0,0.19,72.0,73.0
4276,Aliens vs Predator,PC,2010.0,0.19,68.0,74.0
4277,Captain America: Super Soldier,PS3,2011.0,0.19,61.0,73.0
4278,Manhunt,XB,2004.0,0.19,74.0,79.0
4279,NCAA Final Four 2003,PS2,2002.0,0.19,57.0,60.0
4280,Dynasty Warriors: Gundam 2,X360,2008.0,0.19,49.0,70.0
4281,Bound By Flame,PS4,2014.0,0.19,53.0,59.0
4282,Spectrobes: Origins,Wii,2009.0,0.19,71.0,84.0
4283,DanceMasters,X360,2010.0,0.19,63.0,59.0
4284,Breath of Fire: Dragon Quarter,PS2,2002.0,0.19,78.0,69.0
4285,Shiren the Wanderer,Wii,2008.0,0.19,71.0,76.0
4286,LEGO Marvel's Avengers,3DS,2016.0,0.19,60.0,71.0
4287,Spore Hero Arena,DS,2009.0,0.19,49.0,26.0
4288,Disney's Magical Mirror Starring Mickey Mouse,GC,2002.0,0.19,50.0,89.0
4289,Enchanted Arms,X360,2006.0,0.19,69.0,69.0
4290,Conflict: Denied Ops,X360,2008.0,0.19,52.0,49.0
4291,Mafia III,PC,2016.0,0.19,63.0,32.0
4292,Mace Griffin: Bounty Hunter,PS2,2003.0,0.19,62.0,83.0
4293,Legacy of Kain: Defiance,XB,2003.0,0.19,74.0,79.0
4294,Final Fantasy XI,X360,2006.0,0.19,66.0,65.0
4295,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005.0,0.19,56.0,64.0
4296,Fighter Within,XOne,2013.0,0.19,23.0,30.0
4297,Aliens versus Predator: Extinction,PS2,2003.0,0.19,66.0,84.0
4298,Shrek: Forever After,PS3,2010.0,0.19,57.0,45.0
4299,X-Men Origins: Wolverine,PSP,2009.0,0.19,60.0,75.0
4300,NHL Hitz Pro,PS2,2003.0,0.19,79.0,89.0
4301,Space Invaders Extreme 2,DS,2009.0,0.19,82.0,71.0
4302,Need for Speed: The Run,3DS,2011.0,0.19,65.0,60.0
4303,Supreme Commander 2,PC,2010.0,0.19,77.0,62.0
4304,Quantum Theory,PS3,2010.0,0.19,43.0,53.0
4305,Dawn of Discovery,Wii,2009.0,0.19,81.0,85.0
4306,Guitar Hero Live,WiiU,2015.0,0.19,84.0,61.0
4307,Frequency,PS2,2001.0,0.19,83.0,90.0
4308,Dynasty Warriors 8: Empires,PS4,2014.0,0.19,63.0,75.0
4309,2002 FIFA World Cup,XB,2002.0,0.19,79.0,90.0
4310,SpongeBob SquigglePants 3D,3DS,2011.0,0.19,64.0,60.0
4311,Sudeki,XB,2004.0,0.19,72.0,84.0
4312,Majin and the Forsaken Kingdom,X360,2010.0,0.19,74.0,81.0
4313,Silent Hill HD Collection,X360,2012.0,0.19,69.0,56.0
4314,Arc Rise Fantasia,Wii,2009.0,0.19,64.0,78.0
4315,South Park: The Stick of Truth,PC,2014.0,0.19,85.0,86.0
4316,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004.0,0.19,49.0,46.0
4317,MLB 12: The Show,PSV,2012.0,0.19,76.0,78.0
4318,NBA 2K11,PC,2010.0,0.19,82.0,86.0
4319,WWE All Stars,Wii,2011.0,0.19,68.0,70.0
4320,Naruto: Ninja Destiny,DS,2006.0,0.19,61.0,44.0
4321,FaceBreaker,X360,2008.0,0.19,54.0,63.0
4322,Spider-Man: Shattered Dimensions,DS,2010.0,0.19,73.0,70.0
4323,Lunar Legend,GBA,2002.0,0.19,79.0,78.0
4324,Conflict: Global Terror,PS2,2005.0,0.19,62.0,85.0
4325,Dante's Inferno,PSP,2010.0,0.19,70.0,81.0
4326,Injustice: Gods Among Us,WiiU,2013.0,0.19,82.0,79.0
4327,Tomb Raider: Underworld,DS,2008.0,0.19,70.0,84.0
4328,Death Jr.,PSP,2005.0,0.19,61.0,73.0
4329,Hulk,GC,2003.0,0.19,71.0,74.0
4330,Phantasy Star Universe,PS2,2006.0,0.19,68.0,85.0
4331,Gungrave,PS2,2002.0,0.19,65.0,86.0
4332,Transworld Surf,PS2,2002.0,0.19,76.0,85.0
4333,Tenchu: Fatal Shadows,PS2,2004.0,0.19,58.0,80.0
4334,50 Cent: Blood on the Sand,PS3,2009.0,0.19,72.0,72.0
4335,Metro: Last Light,PC,2013.0,0.19,82.0,86.0
4336,Evolve,PC,2015.0,0.19,77.0,43.0
4337,Resident Evil: Revelations,WiiU,2013.0,0.19,80.0,75.0
4338,The Legend of Spyro: A New Beginning,GC,2006.0,0.19,67.0,73.0
4339,Armored Core: For Answer,PS3,2008.0,0.19,62.0,76.0
4340,Harry Potter and the Prisoner of Azkaban,XB,2004.0,0.19,67.0,88.0
4341,Street Fighter X Tekken,PSV,2012.0,0.19,79.0,75.0
4342,The Legend of Heroes: Trails of Cold Steel II,PSV,2014.0,0.19,80.0,73.0
4343,Rise of the Kasai,PS2,2005.0,0.19,68.0,80.0
4344,Singstar: Ultimate Party,PS4,2014.0,0.19,47.0,41.0
4345,Risen,X360,2009.0,0.19,60.0,64.0
4346,Nostalgia,DS,2008.0,0.19,72.0,76.0
4347,Dynasty Warriors Gundam,X360,2007.0,0.19,55.0,68.0
4348,Chibi-Robo! Park Patrol,DS,2007.0,0.19,78.0,75.0
4349,Tom Clancy's Splinter Cell: Blacklist,PC,2013.0,0.19,82.0,74.0
4350,One Piece: Unlimited Adventure,Wii,2007.0,0.19,67.0,85.0
4351,Shaun White Skateboarding,PS3,2010.0,0.19,61.0,65.0
4352,Conflict: Denied Ops,PS3,2008.0,0.19,51.0,31.0
4353,Binary Domain,X360,2012.0,0.19,74.0,80.0
4354,Ice Age: Dawn of the Dinosaurs,PS3,2009.0,0.19,67.0,73.0
4355,Robin Hood: Defender of the Crown,PS2,2003.0,0.19,59.0,56.0
4356,R-Type Final,PS2,2003.0,0.19,79.0,91.0
4357,Bolt,PS3,2008.0,0.19,59.0,68.0
4358,Sega GT 2002,XB,2002.0,0.19,82.0,82.0
4359,F1 2011,PC,2011.0,0.19,83.0,72.0
4360,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005.0,0.19,68.0,81.0
4361,Samurai Warriors 2: Empires,PS2,2006.0,0.19,55.0,73.0
4362,Blood Omen 2,XB,2002.0,0.19,76.0,90.0
4363,Earth Defense Force: Insect Armageddon,X360,2011.0,0.19,68.0,82.0
4364,Major League Baseball 2K10,PS3,2010.0,0.19,74.0,53.0
4365,Saints Row IV,PC,2013.0,0.19,86.0,74.0
4366,Harry Potter: Quidditch World Cup,XB,2003.0,0.19,69.0,75.0
4367,Dance Central: Spotlight,XOne,2014.0,0.19,74.0,70.0
4368,Warriors: Legends of Troy,PS3,2011.0,0.19,44.0,70.0
4369,La Pucelle: Tactics,PS2,2002.0,0.19,79.0,85.0
4370,Arcania: Gothic 4,PC,2010.0,0.19,63.0,44.0
4371,NBA Ballers: Chosen One,X360,2008.0,0.19,55.0,42.0
4372,Tiger Woods PGA Tour 07,XB,2006.0,0.19,81.0,68.0
4373,Disney's Meet the Robinsons,Wii,2007.0,0.19,62.0,63.0
4374,Sword Art Online: Hollow Realization,PS4,2016.0,0.19,69.0,77.0
4375,The Lord of the Rings: War in the North,PC,2011.0,0.19,66.0,71.0
4376,SBK X: Superbike World Championship,X360,2010.0,0.19,74.0,83.0
4377,Rango: The Video Game,PS3,2011.0,0.19,65.0,64.0
4378,EverQuest Online Adventures: Frontiers,PS2,2003.0,0.19,77.0,85.0
4379,Fairy Fencer F,PS3,2013.0,0.19,65.0,74.0
4380,Shadows of the Damned,X360,2011.0,0.19,76.0,84.0
4381,Phantasy Star Online Ver. 2,DC,2001.0,0.19,80.0,89.0
4382,Fight Club,PS2,2004.0,0.18,36.0,44.0
4383,Samurai Warriors: State of War,PSP,2005.0,0.18,64.0,64.0
4384,Dragon Blade: Wrath of Fire,Wii,2007.0,0.18,51.0,75.0
4385,The Munchables,Wii,2009.0,0.18,71.0,82.0
4386,Close Combat: First to Fight,XB,2005.0,0.18,69.0,78.0
4387,Indiana Jones and the Emperor's Tomb,XB,2003.0,0.18,73.0,86.0
4388,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003.0,0.18,72.0,89.0
4389,Ty the Tasmanian Tiger,XB,2002.0,0.18,68.0,85.0
4390,Heavy Fire: Afghanistan,PS3,2011.0,0.18,39.0,33.0
4391,Siren,PS2,2003.0,0.18,72.0,78.0
4392,NARC,XB,2005.0,0.18,51.0,28.0
4393,Driver: San Francisco,PC,2011.0,0.18,80.0,70.0
4394,Shape Up,XOne,2014.0,0.18,58.0,83.0
4395,Star Trek: Legacy,X360,0.0,0.18,64.0,55.0
4396,Amplitude,PS2,2003.0,0.18,86.0,88.0
4397,Disgaea DS,DS,2008.0,0.18,82.0,75.0
4398,Gauntlet: Seven Sorrows,XB,2005.0,0.18,61.0,78.0
4399,AirForce Delta Storm,XB,2001.0,0.18,61.0,71.0
4400,Fear Effect 2: Retro Helix,PS,2001.0,0.18,84.0,89.0
4401,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014.0,0.18,76.0,77.0
4402,Call of Duty: World at War,PC,2008.0,0.18,83.0,75.0
4403,CSI: Fatal Conspiracy,PS3,2010.0,0.18,39.0,56.0
4404,Vietcong: Purple Haze,PS2,2004.0,0.18,48.0,43.0
4405,Syndicate,X360,2012.0,0.18,74.0,71.0
4406,Zumba Fitness Rush,X360,2012.0,0.18,73.0,62.0
4407,Call of Juarez,X360,2007.0,0.18,71.0,69.0
4408,Ghostbusters: The Video Game,PSP,2009.0,0.18,54.0,47.0
4409,Bloody Roar: Primal Fury,GC,2002.0,0.18,75.0,85.0
4410,MotoGP,Wii,2009.0,0.18,44.0,54.0
4411,Mushroom Men: The Spore Wars,Wii,2008.0,0.18,72.0,87.0
4412,Saint Seiya: Soldiers' Soul,PS4,2015.0,0.18,59.0,78.0
4413,LEGO Harry Potter: Years 5-7,PSV,2012.0,0.18,64.0,68.0
4414,Corpse Party: Blood Drive,PSV,2014.0,0.18,60.0,74.0
4415,The Last Airbender,DS,2010.0,0.18,69.0,70.0
4416,Backbreaker,X360,0.0,0.18,54.0,76.0
4417,MotoGP 14 ,PS4,2014.0,0.18,73.0,64.0
4418,Alone in the Dark,Wii,2008.0,0.18,39.0,44.0
4419,Six Flags Fun Park,DS,2008.0,0.18,34.0,70.0
4420,Test Drive Off-Road Wide Open,XB,2001.0,0.18,64.0,83.0
4421,WWE All Stars,PSP,2011.0,0.18,70.0,66.0
4422,Bad Boys: Miami Takedown,XB,2004.0,0.18,35.0,59.0
4423,Valhalla Knights 3,PSV,2013.0,0.18,48.0,68.0
4424,Mega Man X: Command Mission,PS2,2004.0,0.18,69.0,71.0
4425,Tokyo Xtreme Racer DRIFT,PS2,2003.0,0.18,59.0,86.0
4426,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005.0,0.18,65.0,75.0
4427,Cabela's Big Game Hunter 2005 Adventures,XB,2004.0,0.18,65.0,83.0
4428,Senran Kagura: Estival Versus,PSV,2015.0,0.18,71.0,74.0
4429,GRID Autosport,PS3,2014.0,0.18,75.0,68.0
4430,Half-Minute Hero,PSP,2009.0,0.18,84.0,78.0
4431,Gauntlet: Dark Legacy,GC,2002.0,0.18,60.0,91.0
4432,The Chronicles of Narnia: Prince Caspian,X360,2008.0,0.18,56.0,75.0
4433,Shadow The Hedgehog,XB,2005.0,0.18,49.0,55.0
4434,World of Outlaws: Sprint Cars,X360,2010.0,0.18,57.0,81.0
4435,Van Helsing,XB,2007.0,0.18,63.0,76.0
4436,Grand Slam Tennis 2,X360,2012.0,0.18,71.0,51.0
4437,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010.0,0.18,51.0,53.0
4438,Pure Futbol,X360,2010.0,0.18,38.0,79.0
4439,Spider-Man: Friend or Foe,PSP,2007.0,0.18,58.0,44.0
4440,Gun,GC,2005.0,0.18,77.0,86.0
4441,SoulCalibur Legends,Wii,2007.0,0.18,52.0,57.0
4442,Aliens: Colonial Marines,PC,2013.0,0.18,45.0,35.0
4443,Tiger Woods PGA Tour 2004,GBA,2003.0,0.18,75.0,75.0
4444,FIFA Soccer 11,PC,2010.0,0.18,83.0,77.0
4445,Borderlands,PC,2009.0,0.18,81.0,78.0
4446,de Blob 2,Wii,2011.0,0.18,79.0,81.0
4447,Silent Hill 4: The Room,XB,2004.0,0.18,76.0,83.0
4448,Commandos 2: Men of Courage,PS2,2002.0,0.18,67.0,68.0
4449,Remember Me,X360,2013.0,0.18,70.0,75.0
4450,Brink,PC,2011.0,0.18,70.0,60.0
4451,FIFA Soccer 2002,GC,2001.0,0.18,81.0,80.0
