,title,console,release_Date,tot_sale,Critic_Score,user_Score
4452,Disney's Tarzan Untamed,GC,2001.0,0.18,61.0,74.0
4453,Trinity Universe,PS3,2009.0,0.18,62.0,72.0
4454,Senran Kagura: Estival Versus,PS4,2015.0,0.18,67.0,80.0
4455,Ball Breakers,PS,2000.0,0.18,68.0,53.0
4456,Splatterhouse,X360,2010.0,0.18,62.0,76.0
4457,EyeToy: Groove,PS2,2003.0,0.18,73.0,80.0
4458,You Don't Know Jack,PS3,2011.0,0.18,82.0,73.0
4459,Twisted Metal: Small Brawl,PS,0.0,0.18,51.0,76.0
4460,Otomedius Excellent,X360,0.0,0.18,48.0,81.0
4461,Charlie and the Chocolate Factory,GC,2005.0,0.18,39.0,32.0
4462,Armored Core: Last Raven,PS2,2005.0,0.18,59.0,89.0
4463,Burnout Legends,DS,2005.0,0.18,38.0,60.0
4464,College Hoops 2K7,PS3,2007.0,0.18,81.0,71.0
4465,K-1 World Grand Prix,PS2,2002.0,0.18,67.0,90.0
4466,Juiced,XB,2005.0,0.18,68.0,91.0
4467,Naruto Shippuden: Dragon Blade Chronicles,Wii,2009.0,0.18,38.0,30.0
4468,DiRT Showdown,PS3,2012.0,0.18,75.0,63.0
4469,Sonic Riders: Zero Gravity,PS2,2008.0,0.18,56.0,83.0
4470,UFC: Sudden Impact,PS2,2004.0,0.18,54.0,77.0
4471,Full Auto 2: Battlelines,PS3,2006.0,0.18,67.0,76.0
4472,College Hoops 2K8,X360,2007.0,0.18,81.0,69.0
4473,How to Train Your Dragon,PS3,2010.0,0.18,51.0,70.0
4474,Dynasty Warriors: Gundam 3,X360,2010.0,0.18,65.0,78.0
4475,NHL 2004,XB,2003.0,0.18,85.0,65.0
4476,Velvet Assassin,X360,2009.0,0.18,56.0,71.0
4477,MindJack,PS3,2011.0,0.18,44.0,17.0
4478,NBA Starting Five,PS2,0.0,0.18,53.0,73.0
4479,NBA Live 16,PS4,2015.0,0.18,59.0,61.0
4480,WWE SmackDown vs. Raw 2009,DS,2008.0,0.18,58.0,78.0
4481,Dead or Alive Paradise,PSP,2010.0,0.18,38.0,56.0
4482,Dark Souls II,PC,2014.0,0.17,91.0,71.0
4483,The Suffering: Ties That Bind,PS2,2005.0,0.17,75.0,80.0
4484,EyeToy: Kinetic,PS2,2005.0,0.17,78.0,83.0
4485,Project Spark,XOne,2014.0,0.17,73.0,70.0
4486,Army Men: Sarge's Heroes 2,PS2,2001.0,0.17,54.0,46.0
4487,Winning Eleven: Pro Evolution Soccer 2007,DS,2006.0,0.17,63.0,79.0
4488,Warriors of Might and Magic,PS2,2001.0,0.17,49.0,45.0
4489,Rapala Fishing Frenzy 2009,PS3,2008.0,0.17,31.0,44.0
4490,Ridge Racer,PSV,2011.0,0.17,44.0,37.0
4491,Major League Baseball 2K9,PS3,2009.0,0.17,61.0,40.0
4492,Smash Court Tennis Pro Tournament,PS2,2002.0,0.17,73.0,74.0
4493,Race Pro,X360,2009.0,0.17,72.0,70.0
4494,NBA Inside Drive 2004,XB,2003.0,0.17,71.0,82.0
4495,Gretzky NHL 2005,PS2,2004.0,0.17,66.0,91.0
4496,Dungeon Siege III,PC,2011.0,0.17,72.0,47.0
4497,The Hobbit,GC,2003.0,0.17,61.0,73.0
4498,Skate it,DS,2008.0,0.17,72.0,78.0
4499,True Crime: New York City,GC,2005.0,0.17,59.0,88.0
4500,Metal Arms: Glitch in the System,XB,2003.0,0.17,82.0,87.0
4501,Toukiden Kiwami,PS4,2015.0,0.17,74.0,76.0
4502,Trauma Team,Wii,0.0,0.17,82.0,88.0
4503,The Secret World,PC,2012.0,0.17,74.0,82.0
4504,MDK2 Armageddon,PS2,2001.0,0.17,80.0,83.0
4505,NHL 2K9,X360,2008.0,0.17,69.0,67.0
4506,Fight Night Round 2,GC,2005.0,0.17,87.0,79.0
4507,Backbreaker,PS3,0.0,0.17,58.0,70.0
4508,Disney's Atlantis: The Lost Empire,PS,2001.0,0.17,73.0,85.0
4509,Stormrise,PS3,2009.0,0.17,51.0,53.0
4510,Psi-Ops: The Mindgate Conspiracy,XB,2004.0,0.17,84.0,79.0
4511,X-Men: The Official Game,X360,2006.0,0.17,52.0,61.0
4512,SWAT: Global Strike Team,XB,2003.0,0.17,69.0,63.0
4513,Hitman: HD Trilogy,X360,2013.0,0.17,69.0,72.0
4514,Goblin Commander: Unleash the Horde,PS2,2003.0,0.17,68.0,87.0
4515,World Destruction League: Thunder Tanks,PS2,2000.0,0.17,65.0,59.0
4516,Tom Clancy's Ghost Recon: Future Soldier,PC,2012.0,0.17,71.0,49.0
4517,PlayStation Move Heroes,PS3,2011.0,0.17,53.0,61.0
4518,RoadKill,PS2,2003.0,0.17,71.0,79.0
4519,Looney Tunes: Back in Action,GC,2003.0,0.17,64.0,50.0
4520,The Chronicles of Narnia: Prince Caspian,PS3,2008.0,0.17,56.0,56.0
4521,Top Spin 2,X360,2006.0,0.17,75.0,68.0
4522,Hunter: The Reckoning Redeemer,XB,2003.0,0.17,72.0,86.0
4523,Captain America: Super Soldier,X360,2011.0,0.17,60.0,64.0
4524,Danganronpa 2: Goodbye Despair,PSV,2014.0,0.17,81.0,87.0
4525,Thief: Deadly Shadows,XB,2004.0,0.17,82.0,73.0
4526,MotoGP 10/11,PS3,2011.0,0.17,68.0,61.0
4527,NBA 09: The Inside,PSP,2008.0,0.17,79.0,74.0
4528,Batman Begins,GBA,2005.0,0.17,61.0,69.0
4529,Mercury Meltdown Revolution,Wii,2007.0,0.17,77.0,74.0
4530,Let's TAP,Wii,2008.0,0.17,70.0,66.0
4531,James Cameron's Dark Angel,PS2,0.0,0.17,48.0,65.0
4532,The Lord of the Rings: Aragorn's Quest,PS3,2010.0,0.17,58.0,60.0
4533,Spawn: Armageddon,XB,2003.0,0.17,57.0,92.0
4534,Bee Movie Game,X360,2007.0,0.17,71.0,58.0
4535,Conception II: Children of the Seven Stars,PSV,2013.0,0.17,62.0,76.0
4536,Deus Ex: Mankind Divided,XOne,2016.0,0.17,83.0,72.0
4537,Professor Heinz Wolff's Gravity,Wii,2008.0,0.17,63.0,77.0
4538,FaceBreaker,PS3,2008.0,0.17,53.0,38.0
4539,Star Wars: Battlefront II,PC,2005.0,0.17,78.0,88.0
4540,Gallop Racer 2001,PS2,2001.0,0.17,71.0,91.0
4541,Hellboy: The Science of Evil,PS3,2008.0,0.17,47.0,61.0
4542,MotoGP 09/10,X360,2010.0,0.17,69.0,57.0
4543,Catwoman,PS2,2004.0,0.17,46.0,69.0
4544,Monsters vs. Aliens,X360,2009.0,0.17,63.0,66.0
4545,Beat Down: Fists of Vengeance,PS2,2005.0,0.17,48.0,81.0
4546,World Destruction League: Thunder Tanks,PS,2000.0,0.17,35.0,12.0
4547,Terminator 3: The Redemption,PS2,2004.0,0.17,68.0,80.0
4548,Anarchy Reigns,X360,2012.0,0.17,73.0,79.0
4549,SSX On Tour,GC,2005.0,0.17,80.0,75.0
4550,Bladestorm: Nightmare,PS4,2015.0,0.17,58.0,65.0
4551,Fairytale Fights,X360,2009.0,0.17,51.0,62.0
4552,LEGO Marvel Super Heroes,PC,2013.0,0.17,78.0,81.0
4553,James Bond 007: Everything or Nothing,GBA,2003.0,0.17,73.0,83.0
4554,Shrek Extra Large,GC,2002.0,0.17,36.0,56.0
4555,World Tour Soccer 2006,PS2,2004.0,0.17,56.0,60.0
4556,Gunvalkyrie,XB,2002.0,0.17,73.0,73.0
4557,State of Emergency,XB,2003.0,0.17,67.0,63.0
4558,Disney Golf,PS2,2002.0,0.17,72.0,83.0
4559,Fuzion Frenzy 2,X360,2007.0,0.17,49.0,52.0
4560,Demon Gaze,PSV,2013.0,0.17,70.0,74.0
4561,Clock Tower II: The Struggle Within,PS,1998.0,0.17,49.0,57.0
4562,CSI: Fatal Conspiracy,X360,2010.0,0.17,42.0,48.0
4563,Mega Man Network Transmission,GC,2003.0,0.17,65.0,76.0
4564,Fairytale Fights,PS3,2009.0,0.17,53.0,60.0
4565,RC Revenge Pro,PS2,2000.0,0.17,49.0,76.0
4566,G-Force,X360,2009.0,0.17,68.0,70.0
4567,Backyard Wrestling: Don't Try This at Home,XB,2003.0,0.17,50.0,50.0
4568,Gauntlet: Dark Legacy,XB,2002.0,0.17,54.0,89.0
4569,Time and Eternity,PS3,2012.0,0.17,42.0,50.0
4570,Lost Kingdoms,GC,2002.0,0.17,72.0,80.0
4571,Pursuit Force: Extreme Justice,PSP,2007.0,0.17,73.0,76.0
4572,The Cursed Crusade,PS3,2011.0,0.17,45.0,50.0
4573,Ridge Racer Unbounded,PS3,2012.0,0.17,72.0,60.0
4574,Wolfenstein 3D,GBA,2002.0,0.17,57.0,60.0
4575,NHL 07,PSP,2006.0,0.17,76.0,66.0
4576,Dementium: The Ward,DS,2007.0,0.17,72.0,79.0
4577,Mobile Suit Gundam: Extreme VS Force,PSV,2015.0,0.17,57.0,73.0
4578,NASCAR '14,X360,2014.0,0.17,65.0,51.0
4579,Green Lantern: Rise of the Manhunters,PS3,2011.0,0.17,61.0,67.0
4580,25 to Life,XB,2006.0,0.17,41.0,72.0
4581,Naval Assault: The Killing Tide,X360,2010.0,0.17,40.0,42.0
4582,Sega Superstars,PS2,2004.0,0.17,72.0,70.0
4583,MLB 11: The Show,PSP,2011.0,0.17,77.0,60.0
4584,Bomberman Land,Wii,2007.0,0.17,57.0,80.0
4585,Midway Arcade Treasures,GC,2003.0,0.17,72.0,82.0
4586,Leisure Suit Larry: Magna Cum Laude,XB,2004.0,0.17,62.0,64.0
4587,One Piece: Pirate Warriors 3,PSV,2015.0,0.17,76.0,63.0
4588,Cubivore: Survival of the Fittest,GC,2002.0,0.17,71.0,85.0
4589,7th Dragon III Code: VFD,3DS,2015.0,0.17,77.0,82.0
4590,FlatOut,XB,2004.0,0.17,71.0,82.0
4591,Blood Bowl,X360,2009.0,0.16,61.0,51.0
4592,Taz Wanted,PS2,2002.0,0.16,65.0,87.0
4593,Far Cry: Primal,PC,2016.0,0.16,74.0,48.0
4594,Sid Meier's Civilization IV,PC,2005.0,0.16,94.0,83.0
4595,Zoo Keeper,DS,2004.0,0.16,74.0,75.0
4596,Pursuit Force,PSP,2005.0,0.16,75.0,78.0
4597,Star Wars: Super Bombad Racing,PS2,2001.0,0.16,71.0,49.0
4598,Driver: San Francisco,Wii,2011.0,0.16,64.0,62.0
4599,Alien Resurrection,PS,2000.0,0.16,61.0,75.0
4600,World Tour Soccer 2005,PS2,2004.0,0.16,68.0,90.0
4601,ESPN College Hoops,PS2,2003.0,0.16,83.0,85.0
4602,Dengeki Bunko Fighting Climax,PS3,2014.0,0.16,66.0,82.0
4603,Leisure Suit Larry: Box Office Bust,X360,2009.0,0.16,25.0,25.0
4604,Robotech: Battlecry,GC,2002.0,0.16,74.0,84.0
4605,Clash of the Titans,X360,2010.0,0.16,42.0,41.0
4606,Kya: Dark Lineage,PS2,2003.0,0.16,69.0,89.0
4607,Mirror's Edge Catalyst,XOne,2016.0,0.16,72.0,44.0
4608,Stronghold 3,PC,2011.0,0.16,47.0,30.0
4609,F1 2011,3DS,2011.0,0.16,59.0,68.0
4610,Guilty Gear Judgment,PSP,2006.0,0.16,77.0,66.0
4611,NCAA Football 09 All-Play,Wii,2008.0,0.16,49.0,58.0
4612,Splatterhouse,PS3,0.0,0.16,59.0,77.0
4613,Doctor Lautrec and the Forgotten Knights,3DS,2011.0,0.16,53.0,61.0
4614,Hot Wheels World Race,GC,2003.0,0.16,59.0,70.0
4615,Castlevania Judgment,Wii,2008.0,0.16,49.0,59.0
4616,Apache: Air Assault,X360,2010.0,0.16,70.0,64.0
4617,Aliens: Infestation,DS,2011.0,0.16,76.0,82.0
4618,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015.0,0.16,72.0,68.0
4619,Angry Birds Trilogy,PS3,2012.0,0.16,66.0,37.0
4620,Crash Tag Team Racing,GC,2005.0,0.16,66.0,73.0
4621,El Shaddai: Ascension of the Metatron,X360,2011.0,0.16,75.0,70.0
4622,NPPL: Championship Paintball 2009,PS3,2008.0,0.16,45.0,74.0
4623,True Swing Golf,DS,2005.0,0.16,66.0,77.0
4624,TimeSplitters: Future Perfect,XB,2005.0,0.16,83.0,89.0
4625,Goosebumps HorrorLand,Wii,2008.0,0.16,37.0,35.0
4626,Thrillville: Off the Rails,X360,2007.0,0.16,73.0,28.0
4627,Fatal Frame II: Crimson Butterfly,PS2,2003.0,0.16,81.0,92.0
4628,Murdered: Soul Suspect,XOne,2014.0,0.16,51.0,70.0
4629,Shadow Man: 2econd Coming,PS2,2002.0,0.16,68.0,76.0
4630,Dynasty Warriors 4,XB,2003.0,0.16,75.0,88.0
4631,Warriors Orochi 3,X360,2011.0,0.16,71.0,81.0
4632,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003.0,0.16,83.0,90.0
4633,The Incredibles: Rise of the Underminer,GC,2005.0,0.16,67.0,66.0
4634,Beowulf: The Game,PS3,2007.0,0.16,51.0,52.0
4635,Dewy's Adventure,Wii,2007.0,0.16,67.0,63.0
4636,Alone in the Dark: The New Nightmare,PS,0.0,0.16,77.0,81.0
4637,The BIGS,PS3,2007.0,0.16,77.0,72.0
4638,Fracture,PS3,2008.0,0.16,62.0,58.0
4639,NBA Live 08,Wii,2007.0,0.16,52.0,71.0
4640,Hyperdimension Neptunia Victory,PS3,2012.0,0.16,55.0,78.0
4641,Marble Saga: Kororinpa,Wii,2009.0,0.16,74.0,73.0
4642,The King of Fighters XII,PS3,2009.0,0.16,57.0,53.0
4643,Dungeon Siege: Throne of Agony,PSP,2006.0,0.16,74.0,81.0
4644,Culdcept SAGA,X360,2006.0,0.16,75.0,87.0
4645,The Crew,PC,2014.0,0.16,71.0,64.0
4646,Create,PS3,2010.0,0.16,61.0,52.0
4647,Eragon,DS,2006.0,0.16,63.0,76.0
4648,TimeShift,PS3,2007.0,0.16,70.0,63.0
4649,Spyro: Shadow Legacy,DS,2005.0,0.16,50.0,57.0
4650,The Sims 3: Seasons,PC,2012.0,0.16,73.0,75.0
4651,Scarface: Money. Power. Respect.,PSP,2006.0,0.16,58.0,31.0
4652,Angry Birds Star Wars,XOne,2013.0,0.16,53.0,69.0
4653,Blitz: The League,X360,2006.0,0.16,69.0,65.0
4654,NBA 2K12,PC,2011.0,0.16,86.0,71.0
4655,FlatOut 2,PS2,2006.0,0.16,73.0,75.0
4656,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006.0,0.16,64.0,78.0
4657,Heroes over Europe,PS3,2009.0,0.16,62.0,70.0
4658,BioShock The Collection,XOne,2016.0,0.16,84.0,83.0
4659,F-Zero: GP Legend,GBA,2003.0,0.16,77.0,85.0
4660,Klonoa,Wii,2008.0,0.16,77.0,86.0
4661,Bulletstorm,PC,2011.0,0.16,82.0,77.0
4662,Putty Squad,PS4,2013.0,0.16,38.0,29.0
4663,Field Commander,PSP,2006.0,0.16,77.0,78.0
4664,Custom Robo Arena,DS,2006.0,0.16,74.0,83.0
4665,Ar Nosurge: Ode to an Unborn Star,PS3,2014.0,0.16,67.0,78.0
4666,Shaun White Skateboarding,X360,2010.0,0.16,61.0,53.0
4667,Trigger Man,PS2,2004.0,0.16,32.0,48.0
4668,Wildstar,PC,2014.0,0.16,82.0,74.0
4669,Tiger Woods PGA Tour 2004,GC,2003.0,0.16,89.0,78.0
4670,Amped 3,X360,2005.0,0.16,72.0,71.0
4671,Innocent Life: A Futuristic Harvest Moon,PSP,2006.0,0.16,67.0,78.0
4672,NHL 2005,XB,2004.0,0.16,77.0,62.0
4673,Arcana Heart,PS2,2007.0,0.16,77.0,81.0
4674,Battlestar Galactica,PS2,2003.0,0.16,66.0,68.0
4675,Time Hollow,DS,2008.0,0.16,64.0,78.0
4676,Tak and the Guardians of Gross,Wii,2008.0,0.16,63.0,80.0
4677,Jurassic Park: The Game,X360,0.0,0.16,60.0,36.0
4678,Dynasty Warriors 8: Xtreme Legends,PS3,2013.0,0.16,68.0,68.0
4679,Godzilla Unleashed,Wii,2007.0,0.16,44.0,72.0
4680,Sherlock Holmes vs. Jack the Ripper,X360,2009.0,0.16,62.0,68.0
4681,Sniper: Ghost Warrior,PC,2010.0,0.16,55.0,55.0
4682,Fist of the North Star: Ken's Rage,X360,2010.0,0.16,59.0,73.0
4683,Chaotic: Shadow Warriors,X360,2009.0,0.16,60.0,50.0
4684,Driven,PS2,2001.0,0.15,38.0,34.0
4685,James Noir's Hollywood Crimes,3DS,2011.0,0.15,60.0,66.0
4686,"Warhammer 40,000: Fire Warrior",PS2,2003.0,0.15,64.0,83.0
4687,All-Pro Football 2K8,PS3,2007.0,0.15,73.0,73.0
4688,Lufia: Curse of the Sinistrals,DS,2010.0,0.15,80.0,80.0
4689,MTV Music Generator 2,PS2,2001.0,0.15,77.0,85.0
4690,Mugen Souls,PS3,2012.0,0.15,55.0,73.0
4691,Ultimate Spider-Man,DS,2005.0,0.15,78.0,77.0
4692,Burnout 2: Point of Impact,GC,2003.0,0.15,89.0,85.0
4693,Paris-Dakar Rally,PS2,2001.0,0.15,36.0,39.0
4694,Atelier Iris: Eternal Mana,PS2,2004.0,0.15,74.0,77.0
4695,F.E.A.R. 3,PC,2011.0,0.15,74.0,59.0
4696,Tak: The Great Juju Challenge,GC,2005.0,0.15,75.0,93.0
4697,Fantasia: Music Evolved,XOne,2014.0,0.15,77.0,75.0
4698,Knockout Kings 2003,GC,2002.0,0.15,78.0,65.0
4699,Bomberman,PSP,2006.0,0.15,73.0,70.0
4700,NCAA Football 2004,GC,2003.0,0.15,89.0,75.0
4701,XGIII: Extreme G Racing,GC,2001.0,0.15,83.0,78.0
4702,Digimon World 4,PS2,2005.0,0.15,48.0,69.0
4703,Stormrise,X360,2009.0,0.15,48.0,68.0
4704,The Godfather: Blackhand Edition,Wii,2007.0,0.15,77.0,85.0
4705,Wolfenstein: The Old Blood,XOne,2015.0,0.15,75.0,80.0
4706,Naruto: Powerful Shippuden,3DS,2012.0,0.15,71.0,54.0
4707,American Chopper,XB,2004.0,0.15,44.0,59.0
4708,The Adventures of Tintin: The Game,3DS,2011.0,0.15,56.0,57.0
4709,Dynasty Warriors 8,X360,2013.0,0.15,65.0,75.0
4710,Kingdom Under Fire: Heroes,XB,2005.0,0.15,78.0,75.0
4711,The Terminator: Dawn of Fate,XB,2002.0,0.15,53.0,52.0
4712,Infected,PSP,2005.0,0.15,74.0,83.0
4713,Birds of Steel,X360,2012.0,0.15,77.0,89.0
4714,Cars: Race-O-Rama,X360,2009.0,0.15,54.0,58.0
4715,NBA Street Homecourt,PS3,2007.0,0.15,81.0,65.0
4716,Darksiders II,PC,2012.0,0.15,81.0,78.0
4717,Enthusia Professional Racing,PS2,2005.0,0.15,70.0,76.0
4718,DiRT 3,PC,2011.0,0.15,86.0,69.0
4719,Get On Da Mic,PS2,2004.0,0.15,49.0,63.0
4720,Darksiders II,WiiU,2012.0,0.15,85.0,82.0
4721,Army Men: Sarge's War,GC,2004.0,0.15,56.0,67.0
4722,Blitz: The League II,PS3,2008.0,0.15,62.0,75.0
4723,Project Sylpheed: Arc of Deception,X360,2006.0,0.15,64.0,86.0
4724,NHL 2K10,PS3,2009.0,0.15,66.0,71.0
4725,MLB Power Pros 2008,PS2,2008.0,0.15,67.0,85.0
4726,WordJong,DS,2007.0,0.15,77.0,77.0
4727,Tears to Tiara II: Heir of the Overlord,PS3,2013.0,0.15,65.0,87.0
4728,Puzzle Quest: Galactrix,DS,2009.0,0.15,75.0,67.0
4729,de Blob 2,X360,2011.0,0.15,77.0,75.0
4730,Disney's The Lion King: Simba's Mighty Adventure,PS,2000.0,0.15,30.0,69.0
4731,Samurai Warriors: Katana,Wii,2007.0,0.15,53.0,68.0
4732,NBA 09: The Inside,PS3,2008.0,0.15,63.0,51.0
4733,Kingdom of Paradise,PSP,2005.0,0.15,72.0,75.0
4734,Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,0.15,60.0,62.0
4735,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010.0,0.15,55.0,63.0
4736,Bleach: Dark Souls,DS,2007.0,0.15,82.0,79.0
4737,Prince of Persia: The Sands of Time,GBA,2003.0,0.15,75.0,88.0
4738,Prince of Persia: The Forgotten Sands,DS,2010.0,0.15,57.0,63.0
4739,World Series Baseball 2K3,XB,2003.0,0.15,89.0,86.0
4740,Serious Sam,XB,2002.0,0.15,75.0,82.0
4741,Bomberman,DS,2005.0,0.15,75.0,70.0
4742,Killer7,GC,2005.0,0.15,74.0,85.0
4743,Super Monkey Ball Adventure,GC,2006.0,0.15,51.0,72.0
4744,FIFA Soccer 2002,PS,2001.0,0.15,81.0,64.0
4745,Street Fighter Anniversary Collection,XB,2004.0,0.15,79.0,64.0
4746,Shadow Ops: Red Mercury,XB,2004.0,0.15,61.0,61.0
4747,Indigo Prophecy,PS2,2005.0,0.15,83.0,78.0
4748,FIFA 06: Road to FIFA World Cup,X360,2005.0,0.15,62.0,60.0
4749,Musashi: Samurai Legend,PS2,2005.0,0.15,64.0,89.0
4750,Oreshika: Tainted Bloodlines,PSV,2014.0,0.15,78.0,80.0
4751,F1 2001,PS2,2001.0,0.15,83.0,83.0
4752,Darksiders,PC,2010.0,0.15,83.0,78.0
4753,Top Gun: Combat Zones,GC,2002.0,0.15,59.0,71.0
4754,Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,0.15,47.0,62.0
4755,All-Star Baseball 2003,GC,2002.0,0.15,83.0,80.0
4756,Rocky,XB,2002.0,0.15,74.0,73.0
4757,Megamind: Ultimate Showdown,PS3,2010.0,0.15,43.0,42.0
4758,Space Invaders Extreme,DS,2008.0,0.15,85.0,76.0
4759,Thor: God of Thunder,Wii,2011.0,0.15,56.0,80.0
4760,BloodRayne 2,XB,2004.0,0.15,71.0,85.0
4761,Jaws Unleashed,XB,2006.0,0.15,51.0,62.0
4762,Star Trek: Voyager Elite Force,PS2,2001.0,0.15,52.0,64.0
4763,X-Men: The Official Game,GC,2006.0,0.15,50.0,63.0
4764,187: Ride or Die,PS2,2005.0,0.15,52.0,68.0
4765,Battleborn,XOne,2016.0,0.15,71.0,72.0
4766,eJay Clubworld,PS2,0.0,0.15,69.0,86.0
4767,Geist,GC,2005.0,0.15,66.0,85.0
4768,The King of Fighters XIV,PS4,2016.0,0.15,79.0,87.0
4769,Sword Art Online: Hollow Realization,PSV,2016.0,0.15,60.0,70.0
4770,Street Fighter Alpha 3,GBA,2002.0,0.15,83.0,78.0
4771,Deponia,PC,2012.0,0.15,74.0,82.0
4772,Ridge Racer DS,DS,2004.0,0.15,63.0,67.0
4773,High Velocity Bowling,PS3,2010.0,0.15,66.0,81.0
4774,LEGO Harry Potter Collection,PS4,2016.0,0.15,73.0,81.0
4775,Brain Boost: Beta Wave,DS,2005.0,0.15,39.0,25.0
4776,Shenmue II,DC,2001.0,0.15,88.0,94.0
4777,Armored Core: For Answer,X360,2008.0,0.15,64.0,77.0
4778,Fugitive Hunter: War on Terror,PS2,2003.0,0.15,35.0,50.0
4779,The Incredible Hulk: Ultimate Destruction,GC,2005.0,0.15,84.0,91.0
4780,Prince of Persia: The Two Thrones,GC,2005.0,0.15,84.0,81.0
4781,Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,0.15,70.0,72.0
4782,All-Star Baseball 2005,XB,0.0,0.15,75.0,88.0
4783,The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,0.15,90.0,78.0
4784,Batman Begins,GC,2005.0,0.15,66.0,72.0
4785,Toy Story Racer,PS,2001.0,0.15,76.0,87.0
4786,Disney's Donald Duck: Goin' Quackers,PS,2000.0,0.15,65.0,70.0
4787,Ys: The Oath in Felghana,PSP,2010.0,0.15,80.0,83.0
4788,Crash: Twinsanity,XB,2004.0,0.15,66.0,87.0
4789,Arena Football,XB,2006.0,0.15,65.0,85.0
4790,Medal of Honor: Infiltrator,GBA,2003.0,0.15,80.0,72.0
4791,Lego Star Wars: The Force Awakens,WiiU,2016.0,0.15,74.0,80.0
4792,The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008.0,0.15,68.0,60.0
4793,Super Monkey Ball Deluxe,XB,2005.0,0.15,81.0,82.0
4794,The Cursed Crusade,X360,2011.0,0.15,39.0,44.0
4795,Earth Defense Force 2025,X360,2013.0,0.15,68.0,81.0
4796,NHL 2K10,X360,2009.0,0.15,69.0,79.0
4797,Tom Clancy's Ghost Recon,GC,2003.0,0.15,59.0,54.0
4798,Pac-Man Party 3D,3DS,2011.0,0.15,43.0,54.0
4799,Darkstalkers Chronicle: The Chaos Tower,PSP,2004.0,0.15,74.0,79.0
4800,WWE '13,Wii,2012.0,0.15,74.0,60.0
4801,Mad Dash Racing,XB,2001.0,0.15,65.0,77.0
4802,Rayman Origins,3DS,2012.0,0.15,71.0,63.0
4803,Summon Night 5,PSP,2013.0,0.15,74.0,83.0
4804,Black * Rock Shooter: The Game,PSP,2011.0,0.15,66.0,72.0
4805,BMX XXX,PS2,2002.0,0.15,54.0,46.0
4806,Boktai: The Sun is in Your Hand,GBA,2003.0,0.15,83.0,96.0
4807,Guilty Gear X2 #Reload,XB,2004.0,0.15,86.0,76.0
4808,ReCore,XOne,2016.0,0.15,63.0,66.0
4809,Soldier of Fortune: Payback,PS3,2007.0,0.15,50.0,54.0
4810,F1 2012,PC,2012.0,0.15,80.0,69.0
4811,MLB SlugFest 20-03,GC,2002.0,0.15,80.0,75.0
4812,Tiger Woods PGA Tour,DS,2004.0,0.14,64.0,74.0
4813,Grabbed by the Ghoulies,XB,2003.0,0.14,66.0,73.0
4814,Cars: Mater-National Championship,X360,2007.0,0.14,58.0,78.0
4815,Shadow Hearts: From The New World,PS2,2005.0,0.14,76.0,82.0
4816,Rayman Raving Rabbids,DS,2007.0,0.14,56.0,61.0
4817,Terraria,PC,2011.0,0.14,83.0,85.0
4818,L.A. Rush,XB,2005.0,0.14,59.0,30.0
4819,Record of Agarest War 2,PS3,2010.0,0.14,56.0,72.0
4820,Skylanders Giants,3DS,2012.0,0.14,59.0,50.0
4821,Spider-Man: Friend or Foe,Wii,2007.0,0.14,59.0,80.0
4822,Fatal Frame,PS2,2001.0,0.14,74.0,89.0
4823,Rayman 3,GBA,2003.0,0.14,83.0,78.0
4824,BlazBlue: Chrono Phantasma Extend,PS4,2015.0,0.14,80.0,77.0
4825,Wild ARMs 4,PS2,2005.0,0.14,69.0,73.0
4826,Ratatouille,GC,2007.0,0.14,60.0,56.0
4827,G.I. Joe: The Rise of Cobra,PS2,2009.0,0.14,50.0,23.0
4828,Casper: Spirit Dimensions,PS2,2001.0,0.14,58.0,35.0
4829,Geometry Wars: Galaxies,DS,2007.0,0.14,79.0,79.0
4830,Syndicate,PS3,2012.0,0.14,75.0,65.0
4831,Cave Story 3D,3DS,2011.0,0.14,82.0,77.0
4832,Mega Man Powered Up,PSP,2006.0,0.14,82.0,75.0
4833,Class of Heroes,PSP,2008.0,0.14,61.0,71.0
4834,Second Sight,PS2,2004.0,0.14,76.0,80.0
4835,Alien: Isolation,PC,2014.0,0.14,81.0,84.0
4836,Just Cause 3,PC,2015.0,0.14,74.0,53.0
4837,Phantom Brave,PS2,2004.0,0.14,81.0,79.0
4838,Thor: God of Thunder,X360,2011.0,0.14,38.0,57.0
4839,Bejeweled 3,PS3,0.0,0.14,76.0,82.0
4840,FIFA Soccer 2005,GC,2004.0,0.14,78.0,85.0
4841,Harvest Moon: Hero of Leaf Valley,PSP,2009.0,0.14,74.0,79.0
4842,Hexyz Force,PSP,2009.0,0.14,68.0,73.0
4843,Jonny Moseley Mad Trix,PS2,2001.0,0.14,44.0,57.0
4844,MTV Music Generator 3: This Is the Remix,PS2,2004.0,0.14,79.0,86.0
