,metascore,title,console,date,Global_Sales,User_Score
2891,66,The Bouncer,PS2, 2001,0.99,80.0
2892,80,Castlevania: The Dracula X Chronicles,PSP, 2007,0.41,78.0
2893,76,Donkey Konga,GC, 2004,1.15,83.0
2894,81,Star Wars: Jedi Starfighter,PS2, 2002,0.44,52.0
2895,78,Star Wars: Jedi Starfighter,XBOX, 2002,0.44,52.0
2896,55,Onechanbara: Bikini Zombie Slayers,WII, 2009,0.12,80.0
2897,75,Sabre Wulf,GBA, 2004,0.03,80.0
2898,78,Stellaris,PC, 2016,0.04,80.0
2899,84,F1 2010,PS3, 2010,0.05,66.0
2900,84,F1 2010,X360, 2010,0.05,66.0
2901,84,F1 2010,PC, 2010,0.05,66.0
2902,85,Castlevania: Lords of Shadow,PS3, 2010,0.66,78.0
2903,83,Castlevania: Lords of Shadow,X360, 2010,0.66,78.0
2904,91,Forza Horizon 3,XONE, 2016,1.08,74.0
2905,86,Forza Horizon 3,PC, 2016,1.08,74.0
2906,86,PixelJunk Monsters Deluxe,PSP, 2009,0.12,79.0
2907,70,Star Wars: The Force Unleashed,PSP, 2008,0.88,55.0
2908,71,Star Wars: The Force Unleashed,WII, 2008,0.88,55.0
2909,68,Star Wars: The Force Unleashed,PS2, 2008,0.88,55.0
2910,73,Star Wars: The Force Unleashed,X360, 2008,0.88,55.0
2911,71,Star Wars: The Force Unleashed,PS3, 2008,0.88,55.0
2912,61,Star Wars: The Force Unleashed,DS, 2008,0.88,55.0
2913,81,Tearaway Unfolded,PS4, 2015,0.26,81.0
2914,70,Little League World Series Baseball 2008,WII, 2008,0.09,80.0
2915,62,Barnyard,PS2, 2006,0.04,57.0
2916,65,Barnyard,WII, 2006,0.04,57.0
2917,85,Red Faction: Guerrilla,X360, 2009,0.03,75.0
2918,85,Red Faction: Guerrilla,PS3, 2009,0.03,75.0
2919,82,Red Faction: Guerrilla,PC, 2009,0.03,75.0
2920,60,Legend of the Guardians: The Owls of Ga'Hoole,X360, 2010,0.07,80.0
2921,74,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP, 2010,0.44,80.0
2922,62,Crimson Tears,PS2, 2004,0.03,78.0
2923,70,EyePet,PS3, 2009,0.99,82.0
2924,90,Sid Meier's Civilization V,PC, 2010,1.68,79.0
2925,84,Rare Replay,XONE, 2015,0.79,77.0
2926,80,Tom Clancy's Ghost Recon,PC, 2001,0.12,68.0
2927,63,Tom Clancy's Ghost Recon,PS2, 2002,0.12,68.0
2928,46,Tom Clancy's Ghost Recon,WII, 2010,0.12,68.0
2929,84,Tom Clancy's Ghost Recon,XBOX, 2002,0.12,68.0
2930,59,Tom Clancy's Ghost Recon,GC, 2003,0.12,68.0
2931,81,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2, 2001,0.75,79.0
2932,89,FIFA Soccer 11,PS3, 2010,0.18,77.0
2933,83,FIFA Soccer 11,PC, 2010,0.18,77.0
2934,88,FIFA Soccer 11,X360, 2010,0.18,77.0
2935,73,FIFA Soccer 11,WII, 2010,0.18,77.0
2936,75,Army Men: Air Attack 2,PS2, 2001,0.3,53.0
2937,74,Army Men: Air Attack 2,PS, 2000,0.3,53.0
2938,75,Victorious Boxers: Ippo's Road to Glory,PS2, 2001,0.47,80.0
2939,86,DJ Hero 2,X360, 2010,0.62,75.0
2940,86,DJ Hero 2,PS3, 2010,0.62,75.0
2941,88,DJ Hero 2,WII, 2010,0.62,75.0
2942,76,Hot Shots Golf: World Invitational,VITA, 2012,0.55,81.0
2943,66,Blazing Angels: Squadrons of WWII,X360, 2006,0.02,46.0
2944,69,Blazing Angels: Squadrons of WWII,XBOX, 2006,0.02,46.0
2945,57,Blazing Angels: Squadrons of WWII,WII, 2007,0.02,46.0
2946,67,Blazing Angels: Squadrons of WWII,PS3, 2006,0.02,46.0
2947,65,Blazing Angels: Squadrons of WWII,PC, 2006,0.02,46.0
2948,76,Dead or Alive 5,X360, 2012,0.32,79.0
2949,74,Dead or Alive 5,PS3, 2012,0.32,79.0
2950,71,Gods Eater Burst,PSP, 2011,0.66,79.0
2951,64,Musashi: Samurai Legend,PS2, 2005,0.15,89.0
2952,79,LEGO Harry Potter: Years 1-4,WII, 2010,0.03,79.0
2953,79,LEGO Harry Potter: Years 1-4,X360, 2010,0.03,79.0
2954,79,LEGO Harry Potter: Years 1-4,PS3, 2010,0.03,79.0
2955,79,LEGO Harry Potter: Years 1-4,PC, 2010,0.03,79.0
2956,72,LEGO Harry Potter: Years 1-4,DS, 2010,0.03,79.0
2957,82,Brutal Legend,X360, 2009,0.94,76.0
2958,80,Brutal Legend,PC, 2013,0.94,76.0
2959,83,Brutal Legend,PS3, 2009,0.94,76.0
2960,72,Dragon Ball: Fusions,3DS, 2016,0.21,76.0
2961,64,Egg Mania: Eggstreme Madness,GC, 2002,0.01,80.0
2962,72,Valkyrie Drive: Bhikkhuni,VITA, 2016,0.11,85.0
2963,81,Professor Layton and the Azran Legacy,3DS, 2014,0.75,79.0
2964,90,NBA 2K2,GC, 2002,0.12,80.0
2965,89,NBA 2K2,PS2, 2002,0.12,80.0
2966,90,NBA 2K2,XBOX, 2002,0.12,80.0
2967,93,NBA 2K2,DC, 2001,0.12,80.0
2968,77,3D Dot Game Heroes,PS3, 2010,0.57,80.0
2969,58,Romancing SaGa,PS2, 2005,0.58,80.0
2970,78,Disney Guilty Party,WII, 2010,0.45,80.0
2971,86,Kirby: Canvas Curse,DS, 2005,0.72,82.0
2972,68,Ultimate Fighting Championship: Throwdown,PS2, 2002,0.32,80.0
2973,77,Trauma Center: New Blood,WII, 2007,0.29,80.0
2974,61,Star Wars Episode III: Revenge of the Sith,XBOX, 2005,0.3,78.0
2975,73,Star Wars Episode III: Revenge of the Sith,GBA, 2005,0.3,78.0
2976,73,Star Wars Episode III: Revenge of the Sith,DS, 2005,0.3,78.0
2977,60,Star Wars Episode III: Revenge of the Sith,PS2, 2005,0.3,78.0
2978,69,Mario Party 5,GC, 2003,2.08,82.0
2979,86,Unreal Tournament 2003,PC, 2002,0.01,82.0
2980,71,Blinx: The Time Sweeper,XBOX, 2002,0.56,80.0
2981,78,Call of Juarez: Bound in Blood,PC, 2009,0.03,80.0
2982,78,Call of Juarez: Bound in Blood,PS3, 2009,0.03,80.0
2983,77,Call of Juarez: Bound in Blood,X360, 2009,0.03,80.0
2984,79,EA Sports MMA,X360, 2010,0.35,70.0
2985,77,EA Sports MMA,PS3, 2010,0.35,70.0
2986,78,Soul Bubbles,DS, 2008,0.08,80.0
2987,71,Stranger of Sword City,VITA, 2016,0.04,80.0
2988,70,Stranger of Sword City,XONE, 2016,0.04,80.0
2989,81,Gran Turismo 6,PS3, 2013,3.23,77.0
2990,74,Naruto: Clash of Ninja Revolution,WII, 2007,1.01,80.0
2991,70,Yager,XBOX, 2004,0.05,93.0
2992,77,F.E.A.R. 2: Project Origin,X360, 2009,0.07,78.0
2993,79,F.E.A.R. 2: Project Origin,PS3, 2009,0.07,78.0
2994,79,F.E.A.R. 2: Project Origin,PC, 2009,0.07,78.0
2995,72,Lemony Snicket's A Series of Unfortunate Events,GBA, 2004,0.12,72.0
2996,70,Lemony Snicket's A Series of Unfortunate Events,XBOX, 2004,0.12,72.0
2997,64,Lemony Snicket's A Series of Unfortunate Events,PC, 2004,0.12,72.0
2998,63,Lemony Snicket's A Series of Unfortunate Events,PS2, 2004,0.12,72.0
2999,78,Oreshika: Tainted Bloodlines,VITA, 2015,0.15,80.0
3000,71,Mario Party 6,GC, 2004,1.65,79.0
3001,73,The Lord of the Rings: The Third Age,PS2, 2004,0.22,85.0
3002,74,The Lord of the Rings: The Third Age,GC, 2004,0.22,85.0
3003,74,NCAA March Madness 2003,PS2, 2002,0.66,80.0
3004,73,EyeToy: Groove,PS2, 2004,0.18,80.0
3005,73,Men of Valor,XBOX, 2004,0.25,80.0
3006,71,Men of Valor,PC, 2004,0.25,80.0
3007,74,Headhunter,PS2, 2002,0.38,78.0
3008,49,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2, 2005,0.1,80.0
3009,70,Mr. Driller: Drill Spirits,DS, 2004,0.14,89.0
3010,80,Space Invaders Extreme,X360, 2009,0.09,68.0
3011,85,Space Invaders Extreme,DS, 2008,0.09,68.0
3012,84,Space Invaders Extreme,PSP, 2008,0.09,68.0
3013,73,Sled Storm,PS2, 2002,0.45,77.0
3014,60,FIFA Street,XBOX, 2005,0.1,80.0
3015,59,FIFA Street,PS2, 2005,0.1,80.0
3016,77,FIFA Street,X360, 2012,0.1,80.0
3017,76,FIFA Street,PS3, 2012,0.1,80.0
3018,74,SSX Blur,WII, 2007,0.33,81.0
3019,71,Shinobi,PS2, 2002,0.22,73.0
3020,69,Shinobi,3DS, 2011,0.22,73.0
3021,89,NBA 2K3,PS2, 2002,0.32,79.0
3022,87,NBA 2K3,XBOX, 2002,0.32,79.0
3023,84,NBA 2K3,GC, 2002,0.32,79.0
3024,70,Steel Battalion: Line of Contact,XBOX, 2004,0.02,80.0
3025,80,Wii Sports Resort,WII, 2009,32.77,80.0
3026,89,NHL 2K3,GC, 2002,0.02,70.0
3027,89,NHL 2K3,PS2, 2002,0.02,70.0
3028,89,NHL 2K3,XBOX, 2002,0.02,70.0
3029,63,Evolution Worlds,GC, 2002,0.08,80.0
3030,77,Rune Factory 2: A Fantasy Harvest Moon,DS, 2008,0.52,79.0
3031,80,Metal Gear Rising: Revengeance,PS3, 2013,0.48,78.0
3032,83,Metal Gear Rising: Revengeance,PC, 2014,0.48,78.0
3033,82,Metal Gear Rising: Revengeance,X360, 2013,0.48,78.0
3034,76,LEGO Indiana Jones: The Original Adventures,PSP, 2008,0.04,77.0
3035,77,LEGO Indiana Jones: The Original Adventures,PS3, 2008,0.04,77.0
3036,80,LEGO Indiana Jones: The Original Adventures,DS, 2008,0.04,77.0
3037,77,LEGO Indiana Jones: The Original Adventures,X360, 2008,0.04,77.0
3038,78,LEGO Indiana Jones: The Original Adventures,PC, 2008,0.04,77.0
3039,78,LEGO Indiana Jones: The Original Adventures,WII, 2008,0.04,77.0
3040,77,Mafia II,PC, 2010,0.4,79.0
3041,74,Mafia II,X360, 2010,0.4,79.0
3042,75,Mafia II,PS3, 2010,0.4,79.0
3043,82,Henry Hatsworth in the Puzzling Adventure,DS, 2009,0.09,80.0
3044,69,Monster House,GBA, 2006,0.09,90.0
3045,59,Monster House,PS2, 2006,0.09,90.0
3046,83,Torchlight,PC, 2009,0.07,80.0
3047,81,Torchlight,X360, 2011,0.07,80.0
3048,70,Dragon Ball Z: Shin Budokai,PSP, 2006,0.54,81.0
3049,84,DJ Hero,X360, 2009,0.32,64.0
3050,86,DJ Hero,PS3, 2009,0.32,64.0
3051,87,DJ Hero,WII, 2009,0.32,64.0
3052,76,Final Fantasy Fables: Chocobo's Dungeon,WII, 2008,0.21,80.0
3053,80,Darksiders: Warmastered Edition,XONE, 2016,0.01,79.0
3054,81,Darksiders: Warmastered Edition,PS4, 2016,0.01,79.0
3055,76,LEGO Star Wars III: The Clone Wars,WII, 2011,0.25,75.0
3056,75,LEGO Star Wars III: The Clone Wars,X360, 2011,0.25,75.0
3057,76,LEGO Star Wars III: The Clone Wars,PC, 2011,0.25,75.0
3058,76,LEGO Star Wars III: The Clone Wars,PS3, 2011,0.25,75.0
3059,67,LEGO Star Wars III: The Clone Wars,3DS, 2011,0.25,75.0
3060,90,Tom Clancy's Ghost Recon Advanced Warfighter,X360, 2006,0.33,60.0
3061,80,Tom Clancy's Ghost Recon Advanced Warfighter,PC, 2006,0.33,60.0
3062,66,Tom Clancy's Ghost Recon Advanced Warfighter,XBOX, 2006,0.33,60.0
3063,44,Tom Clancy's Ghost Recon Advanced Warfighter,PS2, 2006,0.33,60.0
3064,63,Rayman Arena,PS2, 2002,0.14,72.0
3065,60,Rayman Arena,GC, 2002,0.14,72.0
3066,84,Skate 2,X360, 2009,0.84,78.0
3067,84,Skate 2,PS3, 2009,0.84,78.0
3068,81,Napoleon: Total War,PC, 2010,0.66,79.0
3069,77,Naruto Shippuden: Ultimate Ninja Storm 3,PS3, 2013,0.51,77.0
3070,70,Naruto Shippuden: Ultimate Ninja Storm 3,X360, 2013,0.51,77.0
3071,69,RPG Maker 3,PS2, 2005,0.06,79.0
3072,92,Final Fantasy XII,PS2, 2006,5.95,76.0
3073,67,Dragon Ball Z: Budokai,PS2, 2002,0.69,63.0
3074,65,Dragon Ball Z: Budokai,GC, 2003,0.69,63.0
3075,84,Viva Pinata,X360, 2006,0.02,78.0
3076,78,Viva Pinata,PC, 2007,0.02,78.0
3077,80,MLB,PSP, 2005,0.24,79.0
3078,78,Injustice: Gods Among Us,PS3, 2013,0.19,79.0
3079,81,Injustice: Gods Among Us,X360, 2013,0.19,79.0
3080,71,RoadKill,PS2, 2003,0.08,74.0
3081,68,RoadKill,XBOX, 2003,0.08,74.0
3082,83,Darksiders,X360, 2010,0.02,79.0
3083,82,Darksiders,PS3, 2010,0.02,79.0
3084,83,Darksiders,PC, 2010,0.02,79.0
3085,70,Bomberman Jetters,GC, 2004,0.08,79.0
3086,90,NFL 2K2,DC, 2001,0.89,75.0
3087,85,NFL 2K2,PS2, 2001,0.89,75.0
3088,59,The Godfather: Mob Wars,PSP, 2006,0.1,79.0
3089,83,FIFA Soccer 10,PSP, 2009,0.05,38.0
3090,91,FIFA Soccer 10,PS3, 2009,0.05,38.0
3091,90,FIFA Soccer 10,X360, 2009,0.05,38.0
3092,75,FIFA Soccer 10,WII, 2009,0.05,38.0
3093,72,FIFA Soccer 10,PC, 2009,0.05,38.0
3094,79,echochrome,PSP, 2008,0.09,77.0
3095,81,echochrome,PS3, 2008,0.09,77.0
3096,60,Growlanser: Heritage of War,PS2, 2007,0.22,79.0
3097,82,FIFA Soccer 08,X360, 2007,0.02,61.0
3098,79,FIFA Soccer 08,PSP, 2007,0.02,61.0
3099,81,FIFA Soccer 08,PS3, 2007,0.02,61.0
3100,83,FIFA Soccer 08,PS2, 2007,0.02,61.0
3101,77,FIFA Soccer 08,PC, 2007,0.02,61.0
3102,65,FIFA Soccer 08,WII, 2007,0.02,61.0
3103,59,Disney's Stitch: Experiment 626,PS2, 2002,0.31,78.0
3104,82,Borderlands: The Handsome Collection,PS4, 2015,0.43,78.0
3105,80,Borderlands: The Handsome Collection,XONE, 2015,0.43,78.0
3106,69,Dragon Ball GT: Transformation,GBA, 2005,0.28,82.0
3107,82,Art Academy: Home Studio,WIIU, 2015,0.01,83.0
3108,83,Myst III: Exile,PC, 2001,0.28,70.0
3109,57,Myst III: Exile,PS2, 2002,0.28,70.0
3110,69,Mana Khemia: Alchemists of Al-Revis,PS2, 2008,0.06,75.0
3111,77,New Super Luigi U,WIIU, 2013,2.24,79.0
3112,86,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360, 2007,0.53,64.0
3113,84,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3, 2007,0.53,64.0
3114,76,Tom Clancy's Ghost Recon Advanced Warfighter 2,PC, 2007,0.53,64.0
3115,61,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP, 2007,0.53,64.0
3116,77,World of Final Fantasy,PS4, 2016,0.21,86.0
3117,77,World of Final Fantasy,PC, 2017,0.21,86.0
3118,79,GrimGrimoire,PS2, 2007,0.05,79.0
3119,73,The Testament of Sherlock Holmes,PC, 2012,0.02,76.0
3120,64,The Testament of Sherlock Holmes,X360, 2012,0.02,76.0
3121,65,The Testament of Sherlock Holmes,PS3, 2012,0.02,76.0
3122,98,Grand Theft Auto IV,X360, 2008,0.88,66.0
3123,98,Grand Theft Auto IV,PS3, 2008,0.88,66.0
3124,90,Grand Theft Auto IV,PC, 2008,0.88,66.0
3125,74,Apex,XBOX, 2003,0.14,91.0
3126,59,Inazuma Eleven Strikers,WII, 2012,0.26,79.0
3127,69,The Eye of Judgment: Legends,PSP, 2010,0.01,79.0
3128,80,Ace Combat 6: Fires of Liberation,X360, 2007,1.01,79.0
3129,76,7th Dragon III Code: VFD,3DS, 2016,0.17,82.0
3130,67,K-1 World Grand Prix,PS2, 2003,0.18,90.0
3131,72,Banjo-Kazooie: Grunty's Revenge,GBA, 2003,0.33,81.0
3132,94,Halo 3,X360, 2007,12.12,78.0
3133,76,The Bard's Tale,PS2, 2004,0.1,88.0
3134,70,The Bard's Tale,PC, 2005,0.1,88.0
3135,75,The Bard's Tale,XBOX, 2004,0.1,88.0
3136,69,Battle Princess of Arcadias,PS3, 2014,0.02,79.0
3137,79,Eternal Sonata,X360, 2007,0.32,79.0
3138,80,Eternal Sonata,PS3, 2008,0.32,79.0
3139,61,MLB 2004,PS2, 2003,0.66,79.0
3140,38,Pure Futbol,X360, 2010,0.18,79.0
3141,46,Pure Futbol,PS3, 2010,0.18,79.0
3142,68,Overlord: Dark Legend,WII, 2009,0.37,79.0
3143,91,Gears of War 3,X360, 2011,6.21,78.0
3144,80,NBA Street Homecourt,X360, 2007,0.15,65.0
3145,81,NBA Street Homecourt,PS3, 2007,0.15,65.0
3146,84,Football Manager 2012,PC, 2011,1.51,80.0
3147,74,Harvest Moon 3D: A New Beginning,3DS, 2012,0.91,82.0
3148,77,True Crime: Streets of LA,PS2, 2003,0.56,73.0
3149,77,True Crime: Streets of LA,XBOX, 2003,0.56,73.0
3150,77,True Crime: Streets of LA,GC, 2003,0.56,73.0
3151,68,True Crime: Streets of LA,PC, 2004,0.56,73.0
3152,77,No Man's Sky,XONE, 2018,1.7,45.0
3153,71,No Man's Sky,PS4, 2016,1.7,45.0
3154,61,No Man's Sky,PC, 2016,1.7,45.0
3155,73,Rayman Raving Rabbids: TV Party,WII, 2008,2.03,77.0
3156,61,Sunny Garcia Surfing,PS2, 2001,0.03,79.0
3157,74,Just Dance 3,WII, 2011,0.62,60.0
3158,70,Just Dance 3,X360, 2011,0.62,60.0
3159,75,Wolfenstein: The Old Blood,XONE, 2015,0.09,76.0
3160,76,Wolfenstein: The Old Blood,PS4, 2015,0.09,76.0
3161,76,Wolfenstein: The Old Blood,PC, 2015,0.09,76.0
3162,73,Yggdra Union: We'll Never Fight Alone,PSP, 2008,0.1,79.0
3163,77,NCAA Football 08,PS3, 2007,0.08,81.0
3164,81,NCAA Football 08,X360, 2007,0.08,81.0
3165,70,Samurai Warriors Chronicles 3,VITA, 2015,0.06,79.0
3166,63,Samurai Warriors Chronicles 3,3DS, 2015,0.06,79.0
3167,73,X3: Terran Conflict,PC, 2008,0.03,79.0
3168,72,James Bond 007: Agent Under Fire,PS2, 2001,0.72,68.0
3169,71,James Bond 007: Agent Under Fire,XBOX, 2002,0.72,68.0
3170,74,James Bond 007: Agent Under Fire,GC, 2002,0.72,68.0
3171,81,Hatsune Miku: Project Diva f,VITA, 2014,0.23,80.0
3172,56,Sonic Riders,XBOX, 2006,0.13,81.0
3173,59,Sonic Riders,GC, 2006,0.13,81.0
3174,55,Sonic Riders,PS2, 2006,0.13,81.0
3175,80,Tiger Woods PGA Tour 07,X360, 2006,0.19,68.0
3176,71,Tiger Woods PGA Tour 07,WII, 2007,0.19,68.0
3177,81,Tiger Woods PGA Tour 07,XBOX, 2006,0.19,68.0
3178,79,Tiger Woods PGA Tour 07,PS2, 2006,0.19,68.0
3179,73,Tiger Woods PGA Tour 07,PC, 2006,0.19,68.0
3180,83,Street Fighter Alpha 3,GBA, 2002,0.15,78.0
3181,59,Splatterhouse,PS3, 2010,0.16,77.0
3182,62,Splatterhouse,X360, 2010,0.16,77.0
3183,81,Time Crisis II,PS2, 2001,0.53,79.0
3184,80,Tiger Woods PGA Tour 06,PSP, 2005,0.11,48.0
3185,81,Tiger Woods PGA Tour 06,PC, 2005,0.11,48.0
3186,71,Tiger Woods PGA Tour 06,X360, 2005,0.11,48.0
3187,83,Tiger Woods PGA Tour 06,PS2, 2005,0.11,48.0
3188,82,Tiger Woods PGA Tour 06,GC, 2005,0.11,48.0
3189,81,Tiger Woods PGA Tour 06,XBOX, 2005,0.11,48.0
3190,70,Wizardry: Tale of the Forsaken Land,PS2, 2001,0.09,75.0
3191,65,Secret Files: Tunguska,WII, 2010,0.04,74.0
3192,66,Secret Files: Tunguska,PC, 2006,0.04,74.0
3193,75,Dying Light,PC, 2015,0.2,79.0
3194,74,Dying Light,PS4, 2015,0.2,79.0
3195,74,Dying Light,XONE, 2015,0.2,79.0
3196,76,Dokuro,VITA, 2012,0.01,80.0
3197,66,One Piece: Unlimited World Red,WIIU, 2014,0.06,78.0
3198,71,One Piece: Unlimited World Red,PS3, 2014,0.06,78.0
3199,58,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS, 2005,0.06,70.0
3200,53,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2, 2005,0.06,70.0
3201,57,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC, 2005,0.06,70.0
3202,50,Galerians: Ash,PS2, 2003,0.07,79.0
3203,64,Star Trek: Tactical Assault,PSP, 2006,0.03,79.0
3204,63,Star Trek: Tactical Assault,DS, 2006,0.03,79.0
3205,82,SOCOM: U.S. Navy SEALs,PS2, 2002,3.65,79.0
3206,77,Nintendo Land,WIIU, 2012,4.42,79.0
3207,62,Atomic Betty,GBA, 2005,0.03,75.0
3208,83,Lumines: Electronic Symphony,VITA, 2012,0.23,78.0
3209,82,Tekken Advance,GBA, 2002,0.45,82.0
3210,82,Final Fight One,GBA, 2001,0.21,78.0
3211,87,The Legend of Zelda: Spirit Tracks,DS, 2009,3.31,78.0
3212,78,Heavy Rain,PS4, 2016,3.03,77.0
3213,87,Heavy Rain,PS3, 2010,3.03,77.0
3214,76,Sports Champions,PS3, 2010,3.84,79.0
3215,67,Blackthorne,GBA, 2003,0.01,76.0
3216,88,Dishonored 2,PS4, 2016,0.12,60.0
3217,88,Dishonored 2,XONE, 2016,0.12,60.0
3218,86,Dishonored 2,PC, 2016,0.12,60.0
3219,78,Crash Bandicoot: The Huge Adventure,GBA, 2002,1.73,79.0
3220,51,Looney Tunes: Back in Action,PS2, 2003,0.17,50.0
3221,74,Spyro: Season of Ice,GBA, 2001,2.23,80.0
3222,91,Street Fighter IV,PC, 2009,0.13,80.0
3223,93,Street Fighter IV,X360, 2009,0.13,80.0
3224,94,Street Fighter IV,PS3, 2009,0.13,80.0
3225,68,World Tour Soccer 2005,PS2, 2004,0.16,90.0
3226,73,Star Wars Battlefront: Renegade Squadron,PSP, 2007,1.67,79.0
3227,58,Resident Evil Outbreak File #2,PS2, 2005,0.57,77.0
3228,54,Rise of Nightmares,X360, 2011,0.47,78.0
3229,68,Cold Fear,PS2, 2005,0.06,76.0
3230,71,Cold Fear,XBOX, 2005,0.06,76.0
3231,66,Cold Fear,PC, 2005,0.06,76.0
3232,86,Star Trek: Voyager Elite Force,PC, 2000,0.15,64.0
3233,52,Star Trek: Voyager Elite Force,PS2, 2001,0.15,64.0
3234,70,TimeShift,X360, 2007,0.01,76.0
3235,71,TimeShift,PC, 2007,0.01,76.0
3236,70,TimeShift,PS3, 2007,0.01,76.0
3237,78,EyeToy: Kinetic,PS2, 2005,0.17,83.0
3238,65,Resident Evil: Revelations 2,VITA, 2015,0.1,75.0
3239,73,Resident Evil: Revelations 2,Switch, 2017,0.1,75.0
3240,75,Resident Evil: Revelations 2,XONE, 2015,0.1,75.0
3241,75,Resident Evil: Revelations 2,PS4, 2015,0.1,75.0
3242,74,Resident Evil: Revelations 2,PC, 2015,0.1,75.0
3243,48,Dragon Ball Z: Infinite World,PS2, 2008,0.36,79.0
3244,86,FIFA Soccer 2003,GC, 2002,0.08,78.0
3245,88,FIFA Soccer 2003,XBOX, 2002,0.08,78.0
3246,83,FIFA Soccer 2003,PC, 2002,0.08,78.0
3247,88,FIFA Soccer 2003,PS2, 2002,0.08,78.0
3248,67,Innocent Life: A Futuristic Harvest Moon,PSP, 2007,0.16,78.0
3249,85,SoulCalibur IV,X360, 2008,1.46,79.0
3250,85,SoulCalibur IV,PS3, 2008,1.46,79.0
3251,88,Microsoft Flight Simulator 2004: A Century of Flight,PC, 2003,0.07,82.0
3252,77,Tom Clancy's Ghost Recon: Shadow Wars,3DS, 2011,0.34,79.0
3253,64,Street Fighter EX3,PS2, 2000,0.85,79.0
3254,87,MLB 13: The Show,PS3, 2013,0.11,75.0
3255,75,MLB 13: The Show,VITA, 2013,0.11,75.0
3256,86,Warhammer Online: Age of Reckoning,PC, 2008,0.02,79.0
3257,76,Lemmings,PSP, 2006,0.86,79.0
3258,59,Lemmings,PS3, 2006,0.86,79.0
3259,82,You Don't Know Jack,X360, 2011,0.18,73.0
3260,82,You Don't Know Jack,PS3, 2011,0.18,73.0
3261,74,Darkstalkers Chronicle: The Chaos Tower,PSP, 2005,0.15,79.0
3262,81,Phantom Brave,PS2, 2004,0.14,79.0
3263,55,Hyperdimension Neptunia Victory,PS3, 2013,0.16,78.0
3264,83,L.A. Noire: The Complete Edition,PC, 2011,0.25,79.0
3265,79,Metroid Prime Pinball,DS, 2005,0.25,79.0
3266,75,Super Princess Peach,DS, 2006,1.03,76.0
3267,71,Medal of Honor Heroes,PSP, 2006,2.65,79.0
3268,79,Monster Tale,DS, 2011,0.06,80.0
3269,63,Sands of Destruction,DS, 2010,0.23,79.0
3270,71,One Piece: Pirate Warriors 2,PS3, 2013,0.66,78.0
3271,70,Castlevania: Curse of Darkness,PS2, 2005,0.12,70.0
3272,74,Castlevania: Curse of Darkness,XBOX, 2005,0.12,70.0
3273,57,"Warhammer 40,000: Squad Command",DS, 2007,0.06,79.0
3274,67,"Warhammer 40,000: Squad Command",PSP, 2007,0.06,79.0
3275,71,The Sims 2: Castaway,PS2, 2007,0.37,80.0
3276,73,The Sims 2: Castaway,WII, 2007,0.37,80.0
3277,66,The Sims 2: Castaway,DS, 2007,0.37,80.0
3278,92,The Sims,PC, 2000,0.05,79.0
3279,83,The Sims,PS2, 2003,0.05,79.0
3280,85,The Sims,GC, 2003,0.05,79.0
3281,84,The Sims,XBOX, 2003,0.05,79.0
3282,67,Just Cause,PS2, 2006,0.02,79.0
3283,74,Just Cause,XBOX, 2006,0.02,79.0
3284,73,Just Cause,X360, 2006,0.02,79.0
3285,75,Just Cause,PC, 2006,0.02,79.0
3286,73,Drawn to Life,DS, 2007,0.78,82.0
3287,72,Front Mission,DS, 2007,0.04,89.0
3288,76,Mario vs. Donkey Kong 2: March of the Minis,DS, 2006,1.19,79.0
3289,91,Madden NFL 2005,PS2, 2004,0.26,77.0
3290,68,Madden NFL 2005,DS, 2004,0.26,77.0
3291,91,Madden NFL 2005,XBOX, 2004,0.26,77.0
3292,79,Madden NFL 2005,GBA, 2004,0.26,77.0
3293,85,Madden NFL 2005,PC, 2004,0.26,77.0
3294,58,Bladestorm: The Hundred Years' War,PS3, 2007,0.09,68.0
3295,63,Bladestorm: The Hundred Years' War,X360, 2007,0.09,68.0
3296,82,Viva Pinata: Trouble in Paradise,X360, 2008,0.47,79.0
3297,79,Blue Dragon,X360, 2007,0.92,78.0
3298,73,Medal of Honor: European Assault,PS2, 2005,0.53,70.0
3299,71,Medal of Honor: European Assault,GC, 2005,0.53,70.0
3300,72,Medal of Honor: European Assault,XBOX, 2005,0.53,70.0
3301,72,Dementium: The Ward,DS, 2007,0.17,79.0
3302,61,Drakengard 3,PS3, 2014,0.31,77.0
3303,87,Castlevania: Harmony of Dissonance,GBA, 2002,0.26,82.0
3304,82,Theme Park Roller Coaster,PS2, 2000,0.48,79.0
3305,73,Pinball Hall of Fame: The Gottlieb Collection,PSP, 2005,0.23,81.0
3306,63,Pinball Hall of Fame: The Gottlieb Collection,PS2, 2004,0.23,81.0
3307,77,Doom 3: Resurrection of Evil,XBOX, 2005,0.71,79.0
3308,78,Doom 3: Resurrection of Evil,PC, 2005,0.71,79.0
3309,77,Field Commander,PSP, 2006,0.16,78.0
