,console,date,metascore,name,tot_sale,userscore
4019,PS3,2007,73.0,Tony Hawk's Proving Ground,0.44,66.0
4020,PS3,2009,80.0,NCAA Football 10,0.81,69.0
4021,PS3,2011,86.0,NHL 12,0.58,75.0
4022,PS3,2007,40.0,The Golden Compass,0.28,48.0
4023,PS3,2013,43.0,Aliens: Colonial Marines,0.6,36.0
4024,PS3,2009,89.0,WipEout HD Fury,0.07,84.0
4025,PS3,2007,68.0,Def Jam Icon,0.42,44.0
4026,PS3,2011,70.0,Alice: Madness Returns,0.58,79.0
4027,PS3,2014,81.0,MLB 14: The Show,0.43,68.0
4028,PS3,2012,74.0,Devil May Cry HD Collection,0.82,88.0
4029,PS3,2010,45.0,Hyperdimension Neptunia,0.43,70.0
4030,PS3,2010,43.0,Naughty Bear,0.43,55.0
4031,PS3,2011,58.0,Bleach: Soul Resurreccion,0.49,72.0
4032,PS3,2013,74.0,Payday 2,0.43,62.0
4033,PS3,2010,76.0,R.U.S.E.,0.5,73.0
4034,PS3,2008,54.0,Dynasty Warriors: Gundam 2,0.49,70.0
4035,PS3,2010,60.0,Dragon Ball: Raging Blast 2,0.81,75.0
4036,PS3,2012,77.0,Just Dance 4,0.43,71.0
4037,PS3,2013,69.0,Earth Defense Force 2025,0.35,75.0
4038,PS3,2010,74.0,Guitar Hero: Warriors of Rock,0.81,71.0
4039,PS3,2010,72.0,Majin and the Forsaken Kingdom,0.29,79.0
4040,PS3,2007,58.0,Bladestorm: The Hundred Years' War,0.28,79.0
4041,PS3,0,63.0,The Lord of the Rings: War in the North,0.82,70.0
4042,PS3,2013,73.0,Hatsune Miku: Project Diva f,0.28,84.0
4043,PS3,2010,64.0,Alpha Protocol,0.43,69.0
4044,PS3,2014,73.0,Naruto Shippuden: Ultimate Ninja Storm Revolution,0.43,75.0
4045,PS3,2011,82.0,Dragon Age II,0.83,43.0
4046,PS3,2013,74.0,The Guided Fate Paradox,0.07,78.0
4047,PS3,2012,84.0,Street Fighter X Tekken,0.83,53.0
4048,PS4,2016,48.0,Prototype: Biohazard Bundle,0.02,20.0
4049,PS4,2016,72.0,UEFA Euro 2016,0.29,66.0
4050,PS4,2015,76.0,Evolve,0.96,43.0
4051,PS4,2015,74.0,One Piece: Pirate Warriors 3,0.46,74.0
4052,PS4,2014,80.0,Nobunaga's Ambition: Sphere of Influence,0.04,81.0
4053,PS4,2015,80.0,MLB 15: The Show,0.92,78.0
4054,PS4,2016,67.0,Agatha Christie's The ABC Murders,0.03,62.0
4055,PS4,2014,63.0,Dynasty Warriors 8: Empires,0.19,75.0
4056,PS4,2015,76.0,Wolfenstein: The Old Blood,0.43,80.0
4057,PS4,2015,73.0,Battlefield: Hardline,2.1,50.0
4058,PS4,2016,85.0,BlazBlue Central Fiction,0.08,76.0
4059,PS4,2015,74.0,Toukiden Kiwami,0.17,76.0
4060,PS4,2016,77.0,World of Final Fantasy,0.33,83.0
4061,PS4,2015,82.0,FIFA 16,8.57,43.0
4062,PS4,2016,77.0,Mega Man Legacy Collection,0.08,61.0
4063,PS4,2016,83.0,Watch Dogs 2,1.13,78.0
4064,PS4,2015,62.0,Legend of Kay Anniversary,0.03,64.0
4065,PS4,2014,67.0,Sniper Elite 3,0.68,71.0
4066,PS4,2016,61.0,Dungeons 2,0.01,79.0
4067,PS4,2016,66.0,Battlezone,0.04,70.0
4068,PS4,2016,79.0,The King of Fighters XIV,0.15,87.0
4069,PS4,2016,88.0,Battlefield 1,4.08,84.0
4070,PS4,2016,80.0,Tom Clancy's The Division,3.8,70.0
4071,PS4,2016,51.0,Carmageddon: Max Damage,0.01,55.0
4072,PS4,2014,79.0,Alien: Isolation,1.13,81.0
4073,PS4,2015,58.0,Bladestorm: Nightmare,0.17,65.0
4074,PS4,2014,72.0,LEGO The Hobbit,0.6,66.0
4075,PS4,2016,79.0,Naruto Shippuden: Ultimate Ninja Storm 4,1.14,82.0
4076,PS4,2015,79.0,Until Dawn,1.66,82.0
4077,PS4,2016,59.0,PlayStation VR Worlds,0.25,71.0
4078,PS4,2015,78.0,Rock Band 4,0.38,63.0
4079,PS4,2016,60.0,Resident Evil 6,0.08,67.0
4080,PS4,2016,66.0,NASCAR Heat Evolution,0.05,38.0
4081,PS4,2015,92.0,Bloodborne,2.48,86.0
4082,PS4,2016,88.0,Dishonored 2,0.64,77.0
4083,PS4,2016,78.0,Lego Star Wars: The Force Awakens,0.7,75.0
4084,PS4,2015,59.0,The Peanuts Movie: Snoopy's Grand Adventure,0.03,66.0
4085,PS4,2016,85.0,Rocket League,0.37,87.0
4086,PS4,2015,62.0,Zombie Army Trilogy,0.2,68.0
4087,PS4,2016,57.0,Aegis of Earth: Protonovus Assault,0.03,78.0
4088,PS4,2014,72.0,Just Dance 2015,0.39,58.0
4089,PS4,2016,70.0,Sherlock Holmes: The Devil's Daughter,0.01,68.0
4090,PS4,2016,69.0,Root Letter,0.01,75.0
4091,PS4,2016,72.0,Psycho-Pass: Mandatory Happiness,0.04,83.0
4092,PS4,2013,54.0,Knack,1.73,65.0
4093,PS4,2015,82.0,Borderlands: The Handsome Collection,0.88,78.0
4094,PS4,2016,88.0,XCOM 2,0.14,80.0
4095,PS4,2016,85.0,FIFA 17,7.59,50.0
4096,PS4,2014,83.0,Call of Duty: Advanced Warfare,7.66,57.0
4097,PS4,2014,61.0,The Crew,1.72,54.0
4098,PS4,2016,85.0,Pro Evolution Soccer 2017,0.45,76.0
4099,PS4,2015,73.0,Just Cause 3,1.86,65.0
4100,PS4,2016,90.0,Overwatch,2.14,61.0
4101,PS4,2015,64.0,Saints Row: Gat out of Hell,0.05,57.0
4102,PS4,2013,80.0,Need for Speed Rivals,1.98,62.0
4103,PS4,2015,83.0,Project CARS,1.09,66.0
4104,PS4,2014,83.0,NBA 2K15,2.45,70.0
4105,PS4,2015,60.0,Deadpool,0.29,57.0
4106,PS4,2016,78.0,Hatsune Miku: Project Diva X,0.05,74.0
4107,PS4,2013,85.0,NBA 2K14,1.45,65.0
4108,PS4,2016,87.0,Odin Sphere: Leifthrasir,0.2,82.0
4109,PS4,2014,71.0,The LEGO Movie Videogame,0.67,71.0
4110,PS4,2016,71.0,No Man's Sky,1.7,45.0
4111,PS4,2013,78.0,Call of Duty: Ghosts,3.83,37.0
4112,PS4,2015,87.0,Batman: Arkham Knight,3.95,76.0
4113,PS4,2016,76.0,Far Cry: Primal,2.26,63.0
4114,PS4,2014,60.0,NHL 15,0.6,36.0
4115,PS4,2015,73.0,The Crew: Wild Run,0.1,68.0
4116,PS4,2015,69.0,Exist Archive: The Other Side of the Sky,0.04,79.0
4117,PS4,2014,66.0,The Golf Club,0.08,63.0
4118,PS4,2016,68.0,Battleborn,0.26,68.0
4119,PS4,2014,70.0,Assassin's Creed: Unity,3.96,49.0
4120,PS4,2015,42.0,MX vs. ATV Supercross Encore,0.06,41.0
4121,PS4,2014,81.0,Madden NFL 15,2.19,61.0
4122,PS4,2016,77.0,Street Fighter V,0.9,34.0
4123,PS4,2014,53.0,Natural Doctrine,0.1,60.0
4124,PS4,2015,70.0,God Eater Resurrection,0.08,78.0
4125,PS4,2016,69.0,Song of the Deep,0.08,73.0
4126,PS4,2016,62.0,Here They Lie,0.02,65.0
4127,PS4,2014,53.0,Bound By Flame,0.19,59.0
4128,PS4,2015,25.0,Rugby World Cup 2015,0.06,19.0
4129,PS4,2016,73.0,Batman: Return to Arkham,0.26,85.0
4130,PS4,2015,90.0,Shovel Knight,0.08,76.0
4131,PS4,2014,85.0,Far Cry 4,4.04,77.0
4132,PS4,2013,83.0,LEGO Marvel Super Heroes,1.62,77.0
4133,PS4,2015,92.0,The Witcher 3: Wild Hunt,3.97,92.0
4134,PS4,2016,45.0,7 Days to Die,0.14,59.0
4135,PS4,2015,19.0,Rugby 15,0.11,34.0
4136,PS4,2015,73.0,Tom Clancy's Rainbow Six: Siege,2.21,73.0
4137,PS4,2016,78.0,NHL 17,0.33,58.0
4138,PS4,2016,79.0,EA Sports UFC 2,0.93,62.0
4139,PS4,2016,52.0,Anima - Gate of Memories,0.02,79.0
4140,PS4,2015,81.0,Tearaway Unfolded,0.26,81.0
4141,PS4,2016,65.0,Robinson: The Journey,0.12,69.0
4142,PS4,2016,73.0,EVE: Valkyrie,0.1,63.0
4143,PS4,2015,69.0,Dragon Ball: XenoVerse,1.11,77.0
4144,PS4,2016,80.0,Prison Architect,0.03,80.0
4145,PS4,2014,97.0,Grand Theft Auto V,12.61,83.0
4146,PS4,2015,62.0,Toy Soldiers: War Chest,0.07,77.0
4147,PS4,2015,87.0,Pro Evolution Soccer 2016,0.79,71.0
4148,PS4,2014,73.0,Lego Batman 3: Beyond Gotham,0.93,71.0
4149,PS4,2016,73.0,LEGO Harry Potter Collection,0.15,81.0
4150,PS4,2016,78.0,Dead Rising,0.04,66.0
4151,PS4,2015,69.0,Assassin's Creed Chronicles: China,0.04,64.0
4152,PS4,2013,74.0,Madden NFL 25,0.9,52.0
4153,PS4,2016,63.0,Dead Island Definitive Collection,0.14,64.0
4154,PS4,2015,75.0,Atelier Sophie: The Alchemist of the Mysterious Book,0.12,81.0
4155,PS4,2014,79.0,Trials Fusion,0.42,72.0
4156,PS4,2015,81.0,Steins;Gate 0,0.05,83.0
4157,PS4,2016,84.0,BioShock The Collection,0.37,85.0
4158,PS4,2015,87.0,NBA 2K16,3.88,67.0
4159,PS4,2015,65.0,F1 2015,0.66,63.0
4160,PS4,2014,59.0,NBA Live 15,0.23,56.0
4161,PS4,2015,80.0,Disgaea 5: Alliance of Vengeance,0.29,81.0
4162,PS4,2016,89.0,Dark Souls III,1.65,88.0
4163,PS4,2016,31.0,Dino Dini's Kick Off Revival,0.02,45.0
4164,PS4,2016,69.0,WWE 2K17,0.6,69.0
4165,PS4,2015,81.0,Brothers: A Tale of Two Sons,0.14,86.0
4166,PS4,2014,58.0,Omega Quintet,0.02,71.0
4167,PS4,2015,71.0,Ultra Street Fighter IV,0.1,59.0
4168,PS4,2014,80.0,Watch Dogs,4.05,63.0
4169,PS4,2014,79.0,Wolfenstein: The New Order,1.55,81.0
4170,PS4,2016,76.0,Killing Floor 2 ,0.05,80.0
4171,PS4,2015,71.0,Samurai Warriors 4: Empires,0.1,65.0
4172,PS4,2015,70.0,LEGO Jurassic World,0.9,70.0
4173,PS4,2016,84.0,Deus Ex: Mankind Divided,0.38,76.0
4174,PS4,2015,83.0,Madden NFL 16,3.24,59.0
4175,PS4,2016,42.0,Super Dungeon Bros,0.01,23.0
4176,PS4,2015,59.0,NBA Live 16,0.18,61.0
4177,PS4,2016,66.0,Super Stardust Ultra VR,0.01,62.0
4178,PS4,2016,52.0,Mighty No. 9,0.05,35.0
4179,PS4,2014,70.0,EA Sports UFC,1.05,61.0
4180,PS4,2014,84.0,Middle-Earth: Shadow of Mordor,2.96,81.0
4181,PS4,2016,67.0,DriveClub VR,0.09,74.0
4182,PS4,2016,55.0,Touhou Genso Rondo: Bullet Ballet,0.02,47.0
4183,PS4,2015,70.0,Nitroplus Blasterz: Heroines Infinite Duel,0.04,69.0
4184,PS4,2014,76.0,Destiny,5.64,61.0
4185,PS4,2013,75.0,Just Dance 2014,0.41,55.0
4186,PS4,2016,44.0,Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.09,55.0
4187,PS4,2016,85.0,DiRT Rally,0.37,81.0
4188,PS4,2014,76.0,Samurai Warriors 4,0.24,81.0
4189,PS4,2014,75.0,Metal Gear Solid V: Ground Zeroes,1.27,62.0
4190,PS4,2016,68.0,Mafia III,1.81,51.0
4191,PS4,2014,71.0,DriveClub,2.07,61.0
4192,PS4,2015,59.0,Saint Seiya: Soldiers' Soul,0.18,78.0
4193,PS4,2015,71.0,Fairy Fencer F: Advent Dark Force,0.07,62.0
4194,PS4,2016,82.0,Madden NFL 17,1.75,49.0
4195,PS4,2015,72.0,Tales of Zestiria,0.4,68.0
4196,PS4,2015,86.0,Uncharted: The Nathan Drake Collection,4.62,81.0
4197,PS4,2016,77.0,Duke Nukem 3D: 20th Anniversary World Tour,0.03,69.0
4198,PS4,2016,71.0,LEGO Marvel's Avengers,0.73,70.0
4199,PS4,2014,57.0,Onechanbara Z2: Chaos,0.24,65.0
4200,PS4,2015,67.0,Nights of Azure,0.06,76.0
4201,PS4,2015,80.0,Gravity Rush Remastered,0.13,82.0
4202,PS4,2016,71.0,Sébastien Loeb Rally Evo,0.04,81.0
4203,PS4,2013,83.0,Assassin's Creed IV: Black Flag,2.85,78.0
4204,PS4,2015,80.0,LEGO Dimensions,0.73,71.0
4205,PS4,2016,73.0,Assetto Corsa,0.06,62.0
4206,PS4,2015,78.0,Grand Kingdom,0.07,81.0
4207,PS4,2015,80.0,BlazBlue: Chrono Phantasma Extend,0.14,77.0
4208,PS4,2013,47.0,Angry Birds Star Wars,0.21,20.0
4209,PS4,2015,61.0,Rory McIlroy PGA Tour,0.52,37.0
4210,PS4,2015,69.0,Arslan: The Warriors of Legend,0.09,66.0
4211,PS4,2016,89.0,Titanfall 2,0.75,84.0
4212,PS4,2014,68.0,Lords of the Fallen,0.52,66.0
4213,PS4,2015,76.0,Don Bradman Cricket 14,0.12,74.0
4214,PS4,2014,75.0,The Evil Within,1.79,73.0
4215,PS4,2014,75.0,Plants vs. Zombies: Garden Warfare,0.61,76.0
4216,PS4,2014,79.0,LittleBigPlanet 3,1.91,71.0
4217,PS4,2015,73.0,WWE 2K16,1.21,74.0
4218,PS4,2014,83.0,Terraria,0.07,79.0
4219,PS4,2015,61.0,JoJo's Bizarre Adventure: Eyes of Heaven,0.03,74.0
4220,PS4,2014,82.0,Pro Evolution Soccer 2015,0.75,72.0
4221,PS4,2016,72.0,Republique,0.01,58.0
4222,PS4,2015,76.0,Assassin's Creed Syndicate,3.39,68.0
4223,PS4,2015,64.0,Grand Ages: Medieval,0.07,71.0
4224,PS4,2016,71.0,Ride 2,0.05,80.0
4225,PS4,2015,69.0,God Eater 2: Rage Burst,0.11,80.0
4226,PS4,2016,69.0,Sword Art Online: Hollow Realization,0.19,77.0
4227,PS4,2016,75.0,Batman: Arkham VR,0.3,73.0
4228,PS4,2015,86.0,Final Fantasy XIV: Heavensward,0.13,76.0
4229,PS4,2015,73.0,Samurai Warriors 4-II,0.12,73.0
4230,PS4,2013,87.0,FIFA 14,3.01,63.0
4231,PS4,2016,69.0,Farming Simulator 17,0.41,87.0
4232,PS4,2015,93.0,Metal Gear Solid V: The Phantom Pain,3.41,82.0
4233,PS4,2016,93.0,Uncharted 4: A Thief's End,5.38,79.0
4234,PS4,2016,69.0,Mirror's Edge Catalyst,0.35,47.0
4235,PS4,2016,81.0,Plants vs. Zombies: Garden Warfare 2,0.49,77.0
4236,PS4,2015,66.0,Ride,0.22,70.0
4237,PS4,2016,79.0,RIGS: Mechanized Combat League,0.11,79.0
4238,PS4,2013,38.0,Putty Squad,0.16,29.0
4239,PS4,2015,88.0,The Talos Principle,0.03,84.0
4240,PS4,2016,85.0,Life is Strange,0.4,86.0
4241,PS4,2013,43.0,NBA Live 14,0.24,27.0
4242,PS4,2016,75.0,Valentino Rossi: The Game,0.08,80.0
4243,PS4,2016,72.0,Eagle Flight,0.07,78.0
4244,PS4,2014,82.0,FIFA 15,6.08,57.0
4245,PS4,2014,89.0,Dragon Age: Inquisition,2.01,74.0
4246,PS4,2015,80.0,Guitar Hero Live,0.86,62.0
4247,PS4,2015,78.0,NHL 16,0.63,55.0
4248,PS4,2016,75.0,Digimon Story: Cyber Sleuth,0.11,85.0
4249,PS4,2015,74.0,Dying Light,2.09,79.0
4250,PS4,2016,73.0,Dragon Ball: Xenoverse 2,0.71,78.0
4251,PS4,2016,66.0,One Piece: Burning Blood,0.35,78.0
4252,PS4,2015,32.0,Tony Hawk's Pro Skater 5,0.21,15.0
4253,PS4,2016,48.0,Homefront: The Revolution,0.35,38.0
4254,PS4,2015,63.0,The Order: 1886,1.74,66.0
4255,PS4,2016,82.0,Dead Rising 2,0.03,66.0
4256,PS4,2015,73.0,Just Dance 2016,0.36,68.0
4257,PS4,2014,62.0,WWE 2K15,1.15,51.0
4258,PS4,2016,72.0,Until Dawn: Rush of Blood,0.39,80.0
4259,PS4,2015,75.0,Resident Evil: Revelations 2,0.55,77.0
4260,PS4,2013,79.0,Skylanders SWAP Force,0.39,52.0
4261,PS4,2014,47.0,Singstar: Ultimate Party,0.19,41.0
4262,PS4,2014,82.0,Child of Light,0.05,80.0
4263,PS4,2015,87.0,Fallout 4,7.16,65.0
4264,PS4,2014,74.0,Lara Croft and the Temple of Osiris,0.09,67.0
4265,PS4,2016,72.0,Assassin's Creed The Ezio Collection,0.2,74.0
4266,PS4,2016,80.0,Skylanders Imaginators,0.14,55.0
4267,PS4,2015,77.0,Transformers: Devastation,0.23,75.0
4268,PS4,2014,59.0,Murdered: Soul Suspect,0.32,69.0
4269,PS4,2015,86.0,Destiny: The Taken King,1.93,60.0
4270,PS4,2015,72.0,Broken Sword 5: The Serpent's Curse,0.07,72.0
4271,PS4,2016,78.0,Worms: WMD,0.03,76.0
4272,PS4,2016,88.0,NBA 2K17,1.88,67.0
4273,PS4,2014,80.0,inFAMOUS: Second Son,2.79,79.0
4274,PS4,2016,81.0,TrackMania Turbo,0.35,79.0
4275,PS4,2014,53.0,Tour de France 2014,0.03,51.0
4276,PS4,2014,83.0,The Wolf Among Us,0.21,84.0
4277,PS4,2015,81.0,Skylanders: SuperChargers,0.31,33.0
4278,PS4,2014,73.0,Infamous: First Light,0.03,75.0
4279,PS4,2015,64.0,Earth Defense Force 4.1: The Shadow of New Despair,0.06,79.0
4280,PS4,2016,60.0,The Technomancer,0.06,67.0
4281,PS4,2015,76.0,Tropico 5,0.31,71.0
4282,PS4,2015,83.0,Mortal Kombat X,2.78,77.0
4283,PS4,2015,63.0,Sword Art Online: Lost Song,0.25,63.0
4284,PS4,2016,77.0,Call of Duty: Infinite Warfare,4.46,34.0
4285,PS4,2016,49.0,Mark McMorris Infinite Air,0.02,60.0
4286,PS4,2016,43.0,Dead or Alive Xtreme 3: Fortune,0.05,78.0
4287,PS4,2013,85.0,Battlefield 4,3.59,69.0
4288,PS4,2015,63.0,The Book of Unwritten Tales 2,0.07,86.0
4289,PS4,2016,64.0,Rugby Challenge 3,0.04,68.0
4290,PS4,2014,90.0,Rayman Legends,1.01,85.0
4291,PS4,2014,73.0,MotoGP 14 ,0.18,64.0
4292,PS4,2015,67.0,Senran Kagura: Estival Versus,0.18,80.0
4293,PS4,2014,78.0,Skylanders: Trap Team,0.44,56.0
4294,PS4,2016,79.0,Darksiders: Warmastered Edition,0.02,85.0
4295,PS4,2013,73.0,Killzone: Shadow Fall,2.69,68.0
4296,PS4,2014,83.0,MLB 14: The Show,0.72,77.0
4297,PSP,2007,83.0,Crush,0.08,90.0
4298,PSP,2006,61.0,From Russia With Love,0.08,69.0
4299,PSP,2007,52.0,Harry Potter and the Order of the Phoenix,0.37,76.0
4300,PSP,2006,60.0,Blade Dancer: Lineage of Light,0.06,69.0
4301,PSP,2007,67.0,Final Fantasy Anniversary Edition,0.58,77.0
4302,PSP,2010,38.0,Dead or Alive Paradise,0.18,56.0
4303,PSP,2010,86.0,PixelJunk Monsters Deluxe,0.12,79.0
4304,PSP,2009,68.0,Mytran Wars,0.12,88.0
4305,PSP,2007,73.0,Juiced 2: Hot Import Nights,0.37,78.0
4306,PSP,2009,43.0,Armored Core 3 Portable,0.08,67.0
4307,PSP,2006,75.0,NCAA Football 07,0.37,79.0
4308,PSP,2010,65.0,Prince of Persia: The Forgotten Sands,0.37,74.0
4309,PSP,2010,89.0,Metal Gear Solid: Peace Walker,2.06,89.0
4310,PSP,2010,82.0,Kingdom Hearts: Birth by Sleep,2.06,86.0
4311,PSP,2005,63.0,ATV Offroad Fury: Blazin' Trails,0.57,78.0
4312,PSP,2004,81.0,Hot Shots Golf: Open Tee,1.96,87.0
4313,PSP,2006,81.0,Marvel: Ultimate Alliance,0.37,75.0
4314,PSP,2005,72.0,Need for Speed: Most Wanted 5-1-0,2.07,78.0
4315,PSP,2005,73.0,NFL Street 2 Unleashed,0.37,74.0
4316,PSP,2005,60.0,Generation of Chaos,0.06,77.0
4317,PSP,2006,48.0,SpongeBob SquarePants: The Yellow Avenger,0.92,64.0
4318,PSP,2006,66.0,Neopets Petpet Adventures: The Wand of Wishing,0.12,77.0
4319,PSP,2006,86.0,Grand Theft Auto: Vice City Stories,5.03,80.0
4320,PSP,2011,66.0,Black * Rock Shooter: The Game,0.15,72.0
4321,PSP,2013,74.0,Summon Night 5,0.15,83.0
4322,PSP,2004,74.0,Darkstalkers Chronicle: The Chaos Tower,0.15,79.0
4323,PSP,2010,80.0,Ys: The Oath in Felghana,0.15,83.0
4324,PSP,2008,54.0,Steambot Chronicles: Battle Tournament,0.06,63.0
4325,PSP,2006,66.0,Tales of the World: Radiant Mythology,0.43,78.0
4326,PSP,2007,80.0,Test Drive Unlimited,0.5,73.0
4327,PSP,2007,63.0,Final Fantasy II Anniversary Edition,0.5,71.0
4328,PSP,2006,85.0,Daxter,4.21,87.0
4329,PSP,2006,65.0,Juiced: Eliminator,0.42,82.0
4330,PSP,2006,63.0,Miami Vice: The Game,0.06,70.0
4331,PSP,2008,73.0,Hammerin' Hero,0.07,73.0
4332,PSP,2008,61.0,The King of Fighters Collection: The Orochi Saga,0.07,70.0
4333,PSP,2009,80.0,SoulCalibur: Broken Destiny,0.51,62.0
4334,PSP,2004,62.0,Dynasty Warriors,0.51,73.0
4335,PSP,2007,61.0,Pirates of the Caribbean: At World's End,0.42,70.0
4336,PSP,2005,80.0,NBA Live 06,0.42,76.0
4337,PSP,2008,78.0,Crimson Gem Saga,0.06,75.0
4338,PSP,2005,74.0,Midnight Club 3: DUB Edition,3.65,84.0
4339,PSP,2009,60.0,Naruto Shippuden: Legends: Akatsuki Rising,0.15,62.0
4340,PSP,2005,72.0,Kingdom of Paradise,0.15,75.0
4341,PSP,2006,64.0,NBA Live 07,0.51,75.0
4342,PSP,2005,61.0,Pac-Man World 3,0.07,60.0
4343,PSP,2005,51.0,The Hustle: Detroit Streets,0.07,53.0
4344,PSP,2010,71.0,The 3rd Birthday,0.51,61.0
4345,PSP,2006,76.0,Gradius Collection,0.06,85.0
4346,PSP,2009,79.0,Rock Band Unplugged,0.48,86.0
4347,PSP,2006,58.0,FIFA Street 2,0.13,69.0
4348,PSP,2008,81.0,Monster Hunter Freedom Unite,5.48,87.0
4349,PSP,2006,65.0,Brothers In Arms: D-Day,0.46,91.0
4350,PSP,2007,64.0,Wild ARMs XF,0.14,66.0
4351,PSP,2009,65.0,Dynasty Warriors: Strikeforce,0.45,68.0
4352,PSP,2010,69.0,The Eye of Judgment: Legends,0.01,79.0
4353,PSP,2007,76.0,Burnout Dominator,0.45,82.0
4354,PSP,2007,85.0,Syphon Filter: Logan's Shadow,0.46,88.0
4355,PSP,2005,61.0,Ghost in the Shell: Stand Alone Complex,0.07,74.0
4356,PSP,2010,69.0,2010 FIFA World Cup South Africa,0.46,74.0
4357,PSP,2006,32.0,Dave Mirra BMX Challenge,0.07,46.0
4358,PSP,2005,88.0,Grand Theft Auto: Liberty City Stories,7.69,76.0
4359,PSP,2005,65.0,World Championship Poker 2: Featuring Howard Lederer,0.14,28.0
4360,PSP,2007,56.0,Dungeon Explorer: Warriors of Ancient Arts,0.01,55.0
4361,PSP,2006,67.0,PaRappa The Rapper,0.14,52.0
4362,PSP,2006,55.0,Warhammer: Battle For Atluma,0.07,74.0
4363,PSP,2005,65.0,Gretzky NHL 06,0.14,68.0
4364,PSP,2009,77.0,PANGYA: Fantasy Golf,0.14,70.0
4365,PSP,2006,69.0,Myst,0.01,48.0
4366,PSP,2007,64.0,Crazy Taxi: Fare Wars,0.47,71.0
4367,PSP,2004,63.0,The Legend of Heroes II: Prophecy of the Moonlight Witch,0.14,69.0
4368,PSP,2007,80.0,Worms: Open Warfare 2,0.44,81.0
4369,PSP,2009,68.0,Hexyz Force,0.14,73.0
4370,PSP,2009,74.0,Harvest Moon: Hero of Leaf Valley,0.14,79.0
4371,PSP,2008,61.0,Class of Heroes,0.14,71.0
4372,PSP,2006,82.0,Mega Man Powered Up,0.14,75.0
4373,PSP,2007,69.0,R-Type Command,0.07,65.0
4374,PSP,2010,74.0,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,0.44,80.0
4375,PSP,2007,56.0,Dragoneer's Aria,0.07,60.0
4376,PSP,2005,74.0,Infected,0.15,83.0
4377,PSP,2005,72.0,Tokobot,0.06,73.0
4378,PSP,2005,54.0,Dead to Rights: Reckoning,0.13,72.0
4379,PSP,2006,74.0,Fight Night Round 3,0.52,81.0
4380,PSP,2007,72.0,Monster Hunter Freedom 2,2.57,87.0
4381,PSP,2009,87.0,LittleBigPlanet,2.54,78.0
4382,PSP,2011,77.0,MLB 11: The Show,0.17,60.0
4383,PSP,2007,52.0,Warriors of the Lost Empire,0.06,74.0
4384,PSP,2006,76.0,NHL 07,0.17,66.0
4385,PSP,2007,73.0,Pursuit Force: Extreme Justice,0.17,76.0
4386,PSP,2011,77.0,Final Fantasy IV: The Complete Collection,0.56,75.0
4387,PSP,2007,51.0,Alien Syndrome,0.08,60.0
4388,PSP,2005,75.0,Archer Maclean's Mercury,0.56,66.0
4389,PSP,2006,73.0,Need for Speed Carbon: Own the City,2.42,79.0
4390,PSP,2005,66.0,PoPoLoCrois,0.06,74.0
4391,PSP,2006,72.0,Ultimate Ghosts 'n Goblins,0.08,77.0
4392,PSP,2006,68.0,Tony Hawk's Project 8,0.56,76.0
4393,PSP,2007,84.0,Puzzle Quest: Challenge of the Warlords,0.02,80.0
4394,PSP,2007,74.0,Chili Con Carnage,0.02,82.0
4395,PSP,2006,78.0,Mercury Meltdown,0.06,78.0
4396,PSP,2006,83.0,LocoRoco,0.38,87.0
4397,PSP,2007,78.0,Tomb Raider: Anniversary,0.57,82.0
4398,PSP,2010,59.0,Gladiator Begins,0.12,80.0
4399,PSP,2006,56.0,Super Monkey Ball Adventure,0.08,59.0
4400,PSP,2009,61.0,Naruto Shippuden: Ultimate Ninja Heroes 3,0.38,66.0
4401,PSP,2011,74.0,Pro Evolution Soccer 2012,0.57,63.0
4402,PSP,2008,79.0,NBA 09: The Inside,0.17,74.0
4403,PSP,2006,73.0,Gun Showdown,0.06,76.0
4404,PSP,0,28.0,The Golden Compass,0.37,41.0
4405,PSP,2008,79.0,Dissidia: Final Fantasy,2.23,80.0
4406,PSP,2008,64.0,Chessmaster: The Art of Learning,0.12,84.0
4407,PSP,2007,56.0,Coded Arms: Contagion,0.06,66.0
4408,PSP,2007,64.0,Call of Duty: Roads to Victory,2.13,75.0
4409,PSP,2005,75.0,Pursuit Force,0.16,78.0
4410,PSP,2006,71.0,Medal of Honor Heroes,2.65,79.0
4411,PSP,2007,78.0,Silent Hill: Origins,0.52,78.0
4412,PSP,2007,80.0,Castlevania: The Dracula X Chronicles,0.41,78.0
4413,PSP,2006,73.0,Bomberman,0.15,70.0
4414,PSP,2010,77.0,Football Manager Handheld 2011,0.41,77.0
4415,PSP,2007,55.0,300: March to Glory,0.41,71.0
4416,PSP,2008,91.0,God of War: Chains of Olympus,3.18,86.0
4417,PSP,2007,83.0,Crisis Core: Final Fantasy VII,3.18,80.0
4418,PSP,2009,68.0,F1 2009,0.52,72.0
4419,PSP,2006,60.0,Online Chess Kingdoms,0.02,68.0
4420,PSP,2006,67.0,Innocent Life: A Futuristic Harvest Moon,0.16,78.0
4421,PSP,2011,61.0,Unchained Blades ,0.06,75.0
4422,PSP,2008,72.0,Secret Agent Clank,0.13,78.0
4423,PSP,2006,77.0,Field Commander,0.16,78.0
4424,PSP,2011,77.0,BlazBlue: Continuum Shift II,0.13,68.0
4425,PSP,2009,63.0,Undead Knights,0.12,80.0
