,console,date,metascore,name,tot_sale,userscore
4426,PSP,2006,58.0,Scarface: Money. Power. Respect.,0.16,31.0
4427,PSP,2007,55.0,Bomberman Land,0.06,78.0
4428,PSP,2007,61.0,Tom Clancy's Ghost Recon Advanced Warfighter 2,0.53,64.0
4429,PSP,2010,73.0,ModNation Racers,0.53,77.0
4430,PSP,2006,74.0,Dungeon Siege: Throne of Agony,0.16,81.0
4431,PSP,2010,87.0,Tactics Ogre: Let Us Cling Together,0.53,88.0
4432,PSP,2010,83.0,Valkyria Chronicles II,0.53,81.0
4433,PSP,2005,81.0,WWE SmackDown! vs. RAW 2006,0.4,85.0
4434,PSP,2006,61.0,Star Wars: Lethal Alliance,0.13,70.0
4435,PSP,2010,57.0,Naruto Shippuden: Kizuna Drive,0.13,50.0
4436,PSP,2006,70.0,Dragon Ball Z: Shin Budokai,0.54,81.0
4437,PSP,2006,77.0,Guilty Gear Judgment,0.16,66.0
4438,PSP,2006,62.0,Aedis Eclipse: Generation of Chaos,0.02,65.0
4439,PSP,2006,64.0,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,0.16,78.0
4440,PSP,2008,75.0,Star Ocean: Second Evolution,0.34,71.0
4441,PSP,2009,78.0,Shin Megami Tensei: Persona,0.22,80.0
4442,PSP,2005,69.0,Star Wars: Battlefront II,1.21,85.0
4443,PSP,2011,74.0,Patapon 3,0.27,72.0
4444,PSP,2006,81.0,Winning Eleven: Pro Evolution Soccer 2007,0.86,83.0
4445,PSP,2007,79.0,N+,0.03,78.0
4446,PSP,2007,37.0,Napoleon Dynamite: The Game,0.04,46.0
4447,PSP,2007,58.0,Spider-Man: Friend or Foe,0.18,44.0
4448,PSP,2005,75.0,Madden NFL 06,0.75,79.0
4449,PSP,2005,72.0,NBA 06,0.22,54.0
4450,PSP,2007,55.0,Hot Pixel,0.03,65.0
4451,PSP,2009,63.0,Assassin's Creed: Bloodlines,1.23,72.0
4452,PSP,2005,43.0,Rengoku: The Tower of Purgatory,0.11,56.0
4453,PSP,2005,59.0,Coded Arms,0.75,65.0
4454,PSP,2006,82.0,OutRun 2006: Coast 2 Coast,0.04,81.0
4455,PSP,2006,70.0,Mortal Kombat: Unchained,0.74,88.0
4456,PSP,2010,80.0,Hot Shots Tennis: Get a Grip,0.21,80.0
4457,PSP,2007,49.0,Aliens vs Predator: Requiem,0.22,56.0
4458,PSP,2008,72.0,WWE SmackDown vs. Raw 2009,0.75,60.0
4459,PSP,2009,77.0,DJ Max Fever,0.11,65.0
4460,PSP,2007,58.0,Jackass the Game,0.22,70.0
4461,PSP,2008,41.0,Mana Khemia: Student Alliance,0.1,53.0
4462,PSP,2006,70.0,Worms: Open Warfare,0.77,66.0
4463,PSP,2008,76.0,LEGO Indiana Jones: The Original Adventures,1.17,76.0
4464,PSP,2005,79.0,Twisted Metal: Head On,0.77,82.0
4465,PSP,2006,72.0,FIFA World Cup Germany 2006,0.11,73.0
4466,PSP,2007,52.0,Spider-Man 3,0.3,74.0
4467,PSP,2008,52.0,Need For Speed: Undercover,0.76,68.0
4468,PSP,2009,69.0,Need for Speed: Shift,0.74,65.0
4469,PSP,2009,63.0,Star Wars Battlefront: Elite Squadron,0.76,80.0
4470,PSP,2007,68.0,WWE SmackDown vs Raw 2008,1.19,78.0
4471,PSP,2006,72.0,Capcom Classics Collection Remixed,0.3,70.0
4472,PSP,2010,86.0,God of War: Ghost of Sparta,1.0,84.0
4473,PSP,2010,68.0,FIFA Soccer 11,1.2,54.0
4474,PSP,2006,70.0,Cars,1.2,70.0
4475,PSP,2008,84.0,Space Invaders Extreme,0.09,68.0
4476,PSP,2010,73.0,Silent Hill: Shattered Memories,0.3,75.0
4477,PSP,2006,87.0,Metal Gear Solid: Portable Ops,1.18,82.0
4478,PSP,2005,75.0,NBA Street: Showdown,0.22,85.0
4479,PSP,2009,63.0,Indiana Jones and the Staff of Kings,0.25,78.0
4480,PSP,2006,75.0,Ace Combat X: Skies of Deception,0.99,83.0
4481,PSP,2006,78.0,Metal Gear Solid: Digital Graphic Novel,0.04,72.0
4482,PSP,2007,82.0,WipEout Pulse,0.31,86.0
4483,PSP,2010,74.0,UFC Undisputed 2010,0.21,70.0
4484,PSP,2009,69.0,Phantasy Star Portable 2,0.87,81.0
4485,PSP,2005,37.0,World Series of Poker,0.21,64.0
4486,PSP,2009,66.0,Obscure: The Aftermath,0.09,82.0
4487,PSP,2006,50.0,B-Boy,0.05,78.0
4488,PSP,2010,58.0,Fate/Extra,0.31,81.0
4489,PSP,2005,71.0,Monster Hunter Freedom,1.34,86.0
4490,PSP,2006,67.0,Tomb Raider: Legend,0.46,79.0
4491,PSP,2007,81.0,The Warriors,0.27,78.0
4492,PSP,2007,60.0,Ben 10: Protector of Earth,0.71,72.0
4493,PSP,2006,64.0,Star Trek: Tactical Assault,0.03,79.0
4494,PSP,2007,75.0,Madden NFL 08,0.71,68.0
4495,PSP,2008,84.0,FIFA Soccer 09,1.35,89.0
4496,PSP,2005,74.0,Need for Speed Underground Rivals,1.32,85.0
4497,PSP,2006,76.0,Snoopy vs the Red Baron,0.05,78.0
4498,PSP,2005,68.0,The Legend of Heroes: A Tear of Vermillion,0.09,77.0
4499,PSP,2008,80.0,Pro Evolution Soccer 2008,0.98,68.0
4500,PSP,2005,66.0,Frogger: Helmet Chaos,0.11,64.0
4501,PSP,2007,60.0,Tom Clancy's Rainbow Six: Vegas,0.74,71.0
4502,PSP,2007,73.0,NBA Live 08,0.31,62.0
4503,PSP,2007,75.0,NBA 08,0.03,75.0
4504,PSP,2006,63.0,Viewtiful Joe: Red Hot Rumble,0.09,63.0
4505,PSP,2005,67.0,MVP Baseball,0.21,77.0
4506,PSP,2006,64.0,Ys: The Ark of Napishtim,0.05,73.0
4507,PSP,2005,57.0,NBA,0.21,69.0
4508,PSP,0,73.0,LEGO Batman: The Videogame,1.28,74.0
4509,PSP,2010,75.0,Knights in the Nightmare,0.09,77.0
4510,PSP,2006,81.0,Race Driver 2006,0.03,85.0
4511,PSP,2007,79.0,Virtua Tennis 3,0.05,77.0
4512,PSP,2008,79.0,Midnight Club: LA Remix,0.98,87.0
4513,PSP,2005,47.0,Spectral Souls: Resurrection of the Ethereal Empires,0.03,82.0
4514,PSP,2005,79.0,Mega Man Maverick Hunter X,0.31,83.0
4515,PSP,2007,69.0,Manhunt 2,0.31,81.0
4516,PSP,2006,57.0,Avatar: The Last Airbender,0.11,63.0
4517,PSP,2007,79.0,FIFA Soccer 08,1.35,74.0
4518,PSP,2008,57.0,Need for Speed: ProStreet,0.77,71.0
4519,PSP,2006,72.0,Justice League Heroes,0.22,78.0
4520,PSP,2007,49.0,Ghost Rider,0.24,57.0
4521,PSP,2005,83.0,Tony Hawk's Underground 2 Remix,0.82,80.0
4522,PSP,2007,57.0,Driver '76,0.24,79.0
4523,PSP,2005,63.0,Midway Arcade Treasures: Extended Play,0.24,78.0
4524,PSP,2008,72.0,Prinny: Can I Really Be the Hero?,0.09,70.0
4525,PSP,2007,72.0,Thrillville: Off the Rails,0.1,6.0
4526,PSP,2007,68.0,Smash Court Tennis 3,0.04,63.0
4527,PSP,2005,73.0,Namco Museum Battle Collection,1.08,72.0
4528,PSP,2005,61.0,Gretzky NHL,0.1,74.0
4529,PSP,2005,66.0,MediEvil: Resurrection,0.81,87.0
4530,PSP,2006,70.0,Dungeon Maker: Hunting Ground,0.03,64.0
4531,PSP,2007,86.0,Patapon,0.81,87.0
4532,PSP,2006,69.0,MotoGP,0.03,71.0
4533,PSP,2005,70.0,GripShift,0.09,87.0
4534,PSP,2007,44.0,Beowulf: The Game,0.09,54.0
4535,PSP,2008,70.0,Star Wars: The Force Unleashed,1.08,81.0
4536,PSP,2007,59.0,The Simpsons Game,1.07,67.0
4537,PSP,2008,73.0,Yggdra Union: We'll Never Fight Alone,0.1,79.0
4538,PSP,2005,70.0,World Tour Soccer,1.07,56.0
4539,PSP,2008,70.0,Kenka Bancho: Badass Rumble,0.28,75.0
4540,PSP,2009,64.0,NBA Live 10,0.24,42.0
4541,PSP,2006,81.0,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,1.05,90.0
4542,PSP,2008,42.0,Hellboy: The Science of Evil,0.04,71.0
4543,PSP,2009,80.0,Lunar: Silver Star Harmony,0.24,77.0
4544,PSP,2007,82.0,MLB 07: The Show,0.28,72.0
4545,PSP,2005,67.0,WRC: FIA World Rally Championship,0.03,78.0
4546,PSP,2005,68.0,Untold Legends: Brotherhood of the Blade,1.09,76.0
4547,PSP,2005,86.0,Burnout Legends,0.84,84.0
4548,PSP,2005,68.0,Crash Tag Team Racing,0.24,71.0
4549,PSP,2006,52.0,Pirates of the Caribbean: Dead Man's Chest,0.28,80.0
4550,PSP,2007,64.0,Atari Classics Evolved,0.09,60.0
4551,PSP,2005,80.0,MLB,0.24,79.0
4552,PSP,2009,90.0,Grand Theft Auto: Chinatown Wars,1.06,73.0
4553,PSP,2006,53.0,Valhalla Knights,0.24,63.0
4554,PSP,2007,75.0,Dead Head Fred,0.04,73.0
4555,PSP,0,78.0,Madden NFL 07,0.83,66.0
4556,PSP,2010,65.0,Phantom Brave: The Hermuda Triangle,0.09,73.0
4557,PSP,2008,56.0,Warriors Orochi 2,0.29,75.0
4558,PSP,2011,67.0,Corpse Party: Book of Shadows,0.04,82.0
4559,PSP,2009,69.0,Invizimals,0.79,73.0
4560,PSP,2009,45.0,Mimana Iyar Chronicle,0.09,58.0
4561,PSP,2006,79.0,Def Jam Fight For NY: The Takeover,0.09,82.0
4562,PSP,2005,73.0,Pinball Hall of Fame: The Gottlieb Collection,0.23,81.0
4563,PSP,2006,87.0,Disgaea: Afternoon of Darkness,0.23,82.0
4564,PSP,2005,79.0,SSX On Tour,0.23,81.0
4565,PSP,2009,79.0,Ys Seven,0.23,85.0
4566,PSP,2009,83.0,Disgaea 2: Dark Hero Days,0.25,71.0
4567,PSP,2009,83.0,FIFA Soccer 10,1.15,79.0
4568,PSP,2007,69.0,Medal of Honor Heroes 2,1.15,73.0
4569,PSP,2008,50.0,Valhalla Knights 2,0.23,54.0
4570,PSP,2007,88.0,Final Fantasy Tactics: The War of the Lions,1.16,80.0
4571,PSP,2010,64.0,Disgaea Infinite,0.09,44.0
4572,PSP,2006,87.0,Syphon Filter: Dark Mirror,0.29,90.0
4573,PSP,2006,76.0,Lemmings,0.86,79.0
4574,PSP,2007,64.0,The Sims 2: Castaway,0.79,73.0
4575,PSP,2008,74.0,FlatOut: Head On,0.29,82.0
4576,PSP,2006,58.0,The Legend of Heroes III: Song of the Ocean,0.03,61.0
4577,PSP,2009,54.0,Shadow of Destiny,0.09,82.0
4578,PSP,2006,48.0,Astonishia Story,0.03,49.0
4579,PSP,2008,81.0,Patapon 2,0.1,83.0
4580,PSP,2010,60.0,Jikandia: The Timeless Land,0.03,72.0
4581,PSP,2009,72.0,Pro Evolution Soccer 2010,0.8,46.0
4582,PSP,2008,79.0,echochrome,0.09,77.0
4583,PSP,2006,57.0,The Sims 2: Pets,0.79,73.0
4584,PSP,2006,63.0,Bounty Hounds,0.03,60.0
4585,PSP,2009,79.0,MotorStorm: Arctic Edge,1.02,88.0
4586,PSP,2006,68.0,Riviera: The Promised Land,0.09,77.0
4587,PSP,2006,59.0,The Godfather: Mob Wars,0.1,79.0
4588,PSP,2010,74.0,pro evolution soccer 2011,0.79,58.0
4589,PSP,2009,80.0,Beaterator,0.09,78.0
4590,PSP,2005,82.0,SOCOM: U.S. Navy SEALs Fireteam Bravo,1.12,86.0
4591,PSP,2006,66.0,Monster Kingdom: Jewel Summoner,0.04,68.0
4592,PSP,2005,84.0,X-Men Legends II: Rise of Apocalypse,0.29,82.0
4593,PSP,2007,58.0,Rocky Balboa,0.1,66.0
4594,PSP,2010,71.0,Ace Combat: Joint Assault,0.29,72.0
4595,PSP,2008,68.0,Madden NFL 09,0.71,65.0
4596,PSP,2005,88.0,WipEout Pure,1.03,79.0
4597,PSP,2009,82.0,Tekken 6,0.32,82.0
4598,PSP,2007,74.0,Star Ocean: First Departure,0.64,74.0
4599,PSP,2009,60.0,X-Men Origins: Wolverine,0.19,75.0
4600,PSP,2005,56.0,Peter Jackson's King Kong: The Official Game of the Movie,0.19,64.0
4601,PSP,2007,78.0,Metal Slug Anthology,0.05,74.0
4602,PSP,2006,66.0,NASCAR,0.1,53.0
4603,PSP,2006,87.0,Jeanne d'Arc,0.33,82.0
4604,PSP,2005,78.0,Tiger Woods PGA Tour,0.21,74.0
4605,PSP,2006,65.0,Untold Legends: The Warriors Code,0.33,83.0
4606,PSP,2006,77.0,Killzone: Liberation,0.89,83.0
4607,PSP,2006,51.0,Rengoku II:  The Stairway To H.E.A.V.E.N.,0.02,76.0
4608,PSP,2005,70.0,Harry Potter and the Goblet of Fire,0.19,74.0
4609,PSP,2006,51.0,Family Guy,0.19,63.0
4610,PSP,2006,58.0,Tom Clancy's Splinter Cell: Essentials,0.19,75.0
4611,PSP,2009,68.0,Tenchu: Shadow Assassins,0.11,74.0
4612,PSP,2006,80.0,Street Fighter Alpha 3 MAX,0.33,80.0
4613,PSP,2006,52.0,Gangs of London,0.95,67.0
4614,PSP,2010,71.0,Gods Eater Burst,0.66,79.0
4615,PSP,2005,45.0,Smart Bomb,0.08,54.0
4616,PSP,2007,64.0,Ratatouille,0.66,71.0
4617,PSP,2008,83.0,MLB 08: The Show,0.33,84.0
4618,PSP,2006,78.0,WWE SmackDown vs. RAW 2007,0.66,81.0
4619,PSP,2008,68.0,Tom Clancy's EndWar,0.11,59.0
4620,PSP,2009,81.0,Resistance: Retribution,0.89,81.0
4621,PSP,2005,80.0,Tiger Woods PGA Tour 06,0.2,79.0
4622,PSP,2005,77.0,Exit,0.08,77.0
4623,PSP,2008,62.0,Harvey Birdman: Attorney at Law,0.1,80.0
4624,PSP,2007,74.0,Prince of Persia: Rival Swords,0.11,82.0
4625,PSP,2007,82.0,Hot Shots Golf: Open Tee 2,0.68,86.0
4626,PSP,2007,74.0,Sega Rally Revo,0.25,72.0
4627,PSP,2009,78.0,Brandish: The Dark Revenant,0.02,83.0
4628,PSP,2010,50.0,TNA iMPACT: Cross the Line,0.05,65.0
4629,PSP,2005,73.0,FIFA Soccer,0.12,77.0
4630,PSP,2006,70.0,Naruto: Ultimate Ninja Heroes,0.26,66.0
4631,PSP,2009,84.0,Half-Minute Hero,0.18,78.0
4632,PSP,2010,63.0,Dragon Ball Z: Tenkaichi Tag Team,0.26,86.0
4633,PSP,2009,78.0,MLB 09: The Show,0.26,69.0
4634,PSP,2006,80.0,Valkyrie Profile: Lenneth,0.36,84.0
4635,PSP,2007,58.0,The Fast and the Furious,0.02,53.0
4636,PSP,2011,70.0,WWE All Stars,0.18,66.0
4637,PSP,2008,53.0,Tiger Woods PGA Tour 09,0.36,55.0
4638,PSP,2009,54.0,Ghostbusters: The Video Game,0.18,47.0
4639,PSP,2010,74.0,Fat Princess: Fistful of Cake,0.12,87.0
4640,PSP,2009,69.0,NBA 10: The Inside,0.08,30.0
4641,PSP,2008,85.0,LocoRoco 2,0.35,84.0
4642,PSP,2009,69.0,Football Manager Handheld 2010,0.35,69.0
4643,PSP,2009,28.0,Dragon Ball: Evolution,0.1,9.0
4644,PSP,2005,64.0,Samurai Warriors: State of War,0.18,64.0
4645,PSP,2009,71.0,Jak and Daxter: The Lost Frontier,0.61,63.0
4646,PSP,2007,50.0,SWAT: Target Liberty,0.04,77.0
4647,PSP,2008,57.0,Neverland Card Battles,0.05,78.0
4648,PSP,2006,68.0,Death Jr. II: Root of Evil,0.05,73.0
4649,PSP,2006,74.0,Power Stone Collection,0.1,68.0
4650,PSP,2006,83.0,MLB 06: The Show,0.35,85.0
4651,PSP,2009,89.0,Shin Megami Tensei: Persona 3 Portable,0.63,83.0
4652,PSP,2008,44.0,Iron Man,0.63,65.0
4653,PSP,2005,61.0,Death Jr.,0.19,73.0
4654,PSP,2010,70.0,Dante's Inferno,0.19,81.0
4655,PSP,2007,73.0,Star Wars Battlefront: Renegade Squadron,1.67,79.0
4656,PSP,2008,64.0,Phantasy Star Portable,0.94,78.0
4657,PSP,2011,59.0,Naruto Shippuden: Ultimate Ninja Impact,0.34,72.0
4658,PSP,2006,74.0,Every Extend Extra,0.12,73.0
4659,PSP,2007,60.0,Sonic Rivals 2,1.48,78.0
4660,PSP,2006,74.0,PQ2: Practical Intelligence Quotient,0.05,78.0
4661,PSP,2004,51.0,Ape Escape Academy,0.33,58.0
4662,PSP,2006,68.0,NBA 07,0.2,70.0
4663,PSP,2007,67.0,"Warhammer 40,000: Squad Command",0.32,76.0
4664,PSP,2007,37.0,TMNT,0.11,41.0
4665,PSP,2005,77.0,FIFA Soccer 06,0.11,77.0
4666,PSP,2006,69.0,NBA Ballers: Rebound,0.1,77.0
4667,PSP,2007,65.0,Metal Gear Solid: Portable Ops Plus,0.69,75.0
4668,PSP,2009,79.0,Hakuoki: Demon of the Fleeting Blossom,0.09,83.0
4669,PSP,2006,68.0,MX vs. ATV Unleashed: On the Edge,0.69,81.0
4670,PSP,2005,65.0,The Sims 2,1.37,69.0
4671,PSP,2006,57.0,Dynasty Warriors Vol. 2,0.05,81.0
4672,PSP,2008,70.0,Shaun White Snowboarding,0.32,75.0
4673,PSP,2009,55.0,DiRT 2,0.32,57.0
4674,PSP,2005,66.0,Ape Escape: On the Loose,0.7,64.0
4675,PSP,2005,67.0,Spider-Man 2,0.7,69.0
4676,PSP,2005,58.0,Marvel Nemesis: Rise of the Imperfects,0.32,87.0
4677,PSP,2006,64.0,Sonic Rivals,1.42,78.0
4678,PSP,2010,53.0,Lord of Arcana,0.32,55.0
4679,PSP,2010,49.0,Army of Two: The 40th Day,0.32,60.0
4680,PSP,2006,72.0,Thrillville,0.2,28.0
4681,PSP,2008,62.0,Warriors Orochi,0.2,66.0
4682,PSP,2006,83.0,LEGO Star Wars II: The Original Trilogy,1.4,86.0
4683,PSP,2010,82.0,BlazBlue: Calamity Trigger Portable,0.11,78.0
4684,PSP,2005,63.0,The Con,0.2,73.0
4685,PSP,2004,88.0,Ridge Racer,1.4,82.0
4686,PSP,2010,63.0,Split/Second,0.11,67.0
4687,PSP,2010,79.0,MLB 10: The Show,0.21,66.0
4688,PSP,2011,78.0,Dissidia 012: Duodecim Final Fantasy,0.88,83.0
4689,PSP,2009,67.0,Metal Slug XX,0.04,61.0
4690,PSV,2012,71.0,Unit 13,0.5,75.0
4691,PSV,2016,93.0,Odin Sphere: Leifthrasir,0.14,79.0
4692,PSV,2014,73.0,God of War Collection,0.2,74.0
4693,PSV,2014,72.0,Lost Dimension,0.08,83.0
4694,PSV,2013,55.0,Criminal Girls: Invite Only,0.06,67.0
4695,PSV,2011,76.0,Hot Shots Golf: World Invitational,0.55,81.0
4696,PSV,2013,78.0,Killzone: Mercenary,0.8,89.0
4697,PSV,2014,72.0,Earth Defense Force 2: Invaders from Planet Space,0.07,85.0
4698,PSV,2014,78.0,Oreshika: Tainted Bloodlines,0.15,80.0
4699,PSV,2012,70.0,Assassin's Creed III: Liberation,1.32,72.0
4700,PSV,2013,61.0,Batman: Arkham Origins Blackgate,0.42,68.0
4701,PSV,2016,60.0,Sword Art Online: Hollow Realization,0.15,70.0
4702,PSV,2013,75.0,Sly Cooper: Thieves in Time,0.25,82.0
4703,PSV,2012,54.0,Reality Fighters,0.12,38.0
4704,PSV,2011,44.0,Ridge Racer,0.17,37.0
4705,PSV,2012,81.0,Hatsune Miku: Project Diva f,0.23,80.0
4706,PSV,2013,77.0,The Legend of Heroes: Trails of Cold Steel,0.23,75.0
4707,PSV,2013,65.0,Sorcery Saga: The Curse of the Great Curry God,0.03,73.0
4708,PSV,2013,86.0,Final Fantasy X / X-2 HD Remaster,0.8,85.0
4709,PSV,2012,93.0,Persona 4: Golden,1.12,92.0
4710,PSV,2014,70.0,Samurai Warriors Chronicles 3,0.06,79.0
4711,PSV,2012,79.0,Street Fighter X Tekken,0.19,75.0
4712,PSV,2012,79.0,FIFA Soccer,0.58,72.0
4713,PSV,2014,80.0,The Legend of Heroes: Trails of Cold Steel II,0.19,73.0
4714,PSV,0,78.0,Disgaea 3: Absence of Detention,0.27,76.0
4715,PSV,2015,76.0,One Piece: Pirate Warriors 3,0.17,63.0
4716,PSV,2012,82.0,Ys: Memories of Celceta,0.24,88.0
4717,PSV,2015,70.0,Sword Art Online: Lost Song,0.36,71.0
4718,PSV,2012,57.0,FIFA Soccer 13,0.44,41.0
4719,PSV,2014,68.0,Hyperdevotion Noire: Goddess Black Heart,0.13,71.0
4720,PSV,2015,71.0,Senran Kagura: Estival Versus,0.18,74.0
4721,PSV,2013,85.0,Terraria,0.1,78.0
4722,PSV,2012,75.0,PlayStation All-Stars Battle Royale,0.45,75.0
4723,PSV,2013,43.0,XBLAZE Code: Embryo,0.03,74.0
4724,PSV,2012,76.0,Dokuro,0.01,80.0
4725,PSV,2013,48.0,Valhalla Knights 3,0.18,68.0
4726,PSV,2014,87.0,Rayman Legends,0.14,84.0
4727,PSV,2016,83.0,Hatsune Miku: Project Diva X,0.12,80.0
4728,PSV,2015,86.0,Steins;Gate 0,0.09,93.0
4729,PSV,2012,78.0,MotorStorm RC,0.06,68.0
4730,PSV,2014,58.0,htoL#NiQ: The Firefly Diary,0.01,77.0
4731,PSV,2014,60.0,Corpse Party: Blood Drive,0.18,74.0
4732,PSV,2012,64.0,LEGO Harry Potter: Years 5-7,0.18,68.0
4733,PSV,2012,54.0,LEGO The Lord of the Rings,0.28,56.0
4734,PSV,2013,78.0,Dragon's Crown,0.35,84.0
4735,PSV,2012,79.0,Wipeout 2048,0.35,82.0
4736,PSV,2014,74.0,J Stars Victory Vs.,0.21,79.0
4737,PSV,2016,70.0,Assassin's Creed Chronicles,0.07,80.0
4738,PSV,2014,66.0,Operation Abyss: New Tokyo Legacy,0.1,73.0
4739,PSV,2015,72.0,Ray Gigant,0.04,81.0
4740,PSV,2014,60.0,Natural Doctrine,0.07,75.0
4741,PSV,2012,88.0,Rayman Origins,0.54,84.0
4742,PSV,2011,69.0,Touch My Katamari ,0.12,74.0
4743,PSV,2013,87.0,Tearaway,0.61,89.0
4744,PSV,2013,66.0,Doki-Doki Universe,0.01,57.0
4745,PSV,2013,71.0,Toukiden: The Age of Demons,0.35,80.0
4746,PSV,2011,57.0,Army Corps of Hell,0.09,66.0
4747,PSV,2015,57.0,Mobile Suit Gundam: Extreme VS Force,0.17,73.0
4748,PSV,2013,59.0,Mind Zero,0.1,60.0
4749,PSV,2012,76.0,MLB 12: The Show,0.19,78.0
4750,PSV,2015,76.0,Grand Kingdom,0.06,88.0
4751,PSV,2012,85.0,Mortal Kombat,0.65,78.0
4752,PSV,2014,82.0,Soul Sacrifice Delta,0.22,84.0
4753,PSV,2014,71.0,Hyperdimension Neptunia U: Action Unleashed,0.11,68.0
4754,PSV,2013,83.0,Steins;Gate,0.1,92.0
4755,PSV,2014,81.0,Danganronpa 2: Goodbye Despair,0.17,87.0
4756,PSV,2011,57.0,Little Deviants,0.3,55.0
4757,PSV,2012,68.0,Earth Defense Force 2017 Portable,0.06,79.0
4758,PSV,2014,73.0,Freedom Wars,0.65,83.0
4759,PSV,2014,81.0,Hatsune Miku: Project Diva F 2nd,0.32,84.0
4760,PSV,2014,83.0,Child of Light,0.07,78.0
4761,PSV,2014,67.0,Sword Art Online: Hollow Fragment,0.3,76.0
4762,PSV,2016,78.0,Root Letter,0.05,78.0
4763,PSV,2013,62.0,Conception II: Children of the Seven Stars,0.17,76.0
4764,PSV,2014,68.0,MLB 14: The Show,0.11,70.0
4765,PSV,2011,80.0,Uncharted: Golden Abyss,1.53,74.0
4766,PSV,2012,63.0,Madden NFL 13,0.3,73.0
4767,PSV,2011,49.0,Asphalt: Injection,0.22,48.0
4768,PSV,2012,83.0,Gravity Rush,0.56,85.0
4769,PSV,2011,83.0,Blazblue: Continuum Shift Extend,0.11,75.0
4770,PSV,2015,71.0,Exist Archive: The Other Side of the Sky,0.06,83.0
4771,PSV,2016,83.0,Zero Escape: Zero Time Dilemma,0.06,83.0
4772,PSV,2013,80.0,Danganronpa: Trigger Happy Havoc,0.33,81.0
4773,PSV,2012,58.0,Silent Hill: Book of Memories,0.2,51.0
4774,PSV,2013,70.0,Demon Gaze,0.17,74.0
4775,PSV,2012,49.0,Dungeon Hunter Alliance,0.2,64.0
4776,PSV,2012,60.0,Resistance: Burning Skies,0.41,68.0
4777,PSV,2012,88.0,LittleBigPlanet PS Vita,1.25,86.0
4778,PSV,2015,65.0,Resident Evil: Revelations 2,0.1,78.0
4779,PSV,2013,75.0,MLB 13: The Show,0.11,75.0
4780,PSV,2011,66.0,F1 2011,0.13,62.0
4781,PSV,2013,64.0,LEGO Legends of Chima: Laval's Journey,0.13,66.0
4782,PSV,2012,62.0,LEGO Batman 2: DC Super Heroes,0.33,67.0
4783,PSV,2016,64.0,Psycho-Pass: Mandatory Happiness,0.02,73.0
4784,PSV,2013,77.0,Soul Sacrifice,0.51,82.0
4785,PSV,2011,80.0,Ultimate Marvel vs. Capcom 3,0.29,77.0
4786,PSV,2016,62.0,One Piece: Burning Blood,0.1,78.0
4787,PSV,2014,75.0,Dengeki Bunko Fighting Climax,0.13,85.0
4788,PSV,2014,82.0,Toukiden Kiwami,0.23,86.0
4789,PSV,2014,67.0,Deception IV: Blood Ties,0.13,75.0
4790,PSV,2014,63.0,Tokyo Twilight Ghost Hunters,0.07,70.0
4791,PSV,2014,67.0,One Piece: Unlimited World Red,0.13,78.0
4792,PSV,2014,66.0,Dragon Ball Z: Battle of Z,0.11,75.0
4793,PSV,2011,57.0,Michael Jackson: The Experience,0.09,58.0
4794,PSV,2015,70.0,Dynasty Warriors 8: Empires,0.02,74.0
4795,PSV,2015,71.0,Stranger of Sword City,0.04,80.0
4796,PSV,2015,72.0,Valkyrie Drive: Bhikkhuni,0.11,85.0
4797,PSV,2012,33.0,Call of Duty Black Ops: Declassified,1.47,48.0
4798,PSV,2014,76.0,Samurai Warriors 4,0.11,86.0
4799,PSV,2012,83.0,Lumines: Electronic Symphony,0.23,78.0
4800,PSV,2012,66.0,Ragnarok Odyssey,0.4,78.0
4801,PSV,2014,72.0,Danganronpa Another Episode: Ultra Despair Girls,0.21,84.0
4802,PSV,2016,73.0,Superdimension Neptune vs Sega Hard Girls,0.03,84.0
4803,PSV,2011,67.0,Dynasty Warriors Next,0.24,75.0
4804,PSV,2013,69.0,Invizimals: The Alliance,0.08,68.0
4805,PSV,2016,77.0,World of Final Fantasy,0.21,86.0
4806,PSV,2015,76.0,Persona 4: Dancing All Night,0.32,86.0
4807,PSV,2012,62.0,Modnation Racers: Road Trip,0.29,64.0
4808,PSV,2014,64.0,Borderlands 2,0.64,76.0
4809,Wii,2006,46.0,Happy Feet,0.14,67.0
4810,Wii,2008,78.0,"Blast Works: Build, Trade, Destroy",0.1,77.0
4811,Wii,2008,70.0,Little League World Series Baseball 2008,0.09,80.0
4812,Wii,2009,32.0,Rolling Stone: Drum King,0.1,18.0
4813,Wii,2007,75.0,Guilty Gear XX Accent Core,0.04,84.0
4814,Wii,2011,36.0,X-Men: Destiny,0.1,45.0
4815,Wii,2007,19.0,Anubis II,0.07,27.0
4816,Wii,2007,52.0,Bionicle Heroes,0.04,58.0
4817,Wii,2010,70.0,The Kore Gang,0.04,86.0
4818,Wii,2008,50.0,Twin Strike: Operation Thunder,0.04,83.0
4819,Wii,2007,62.0,Heatseeker,0.1,62.0
4820,Wii,2007,56.0,Medal of Honor: Vanguard,0.09,70.0
4821,Wii,2009,35.0,Valhalla Knights: Eldar Saga,0.14,67.0
4822,Wii,2008,73.0,SNK Arcade Classics Vol. 1,0.07,80.0
4823,Wii,2008,42.0,Family Party: 30 Great Games,0.09,10.0
